LATITUDE;LONGITUDE;QUANTIDADE
-25,4949253;-49,3352804;25
-25,4945037;-49,3482256;4
-25,4943651;-49,2951252;3
-25,4942251;-49,27618624;5
-25,4941359;-49,3056277;4
-25,4938833;-49,3489596;4
-25,49378;-49,2590796;9
-25,4937352;-49,3301619;5
-25,4936046;-49,3417876;3
-25,4935606;-49,2115189;3
-25,4933949;-49,3275578;5
-25,4931035;-49,2229074;6
-25,4926523;-49,312043;15
-25,4926236;-49,307473;3
-25,4926162;-49,3285238;3
-25,4926149;-49,306569;6
-25,492515;-49,259684;7
-25,4922768;-49,2762529;4
-25,4921948;-49,261649;4
-25,4921207;-49,2324195;68
-25,4919531;-49,3337081;3
-25,4917461;-49,2071097;3
-25,4916723;-49,3487848;3
-25,4916498;-49,296827;12
-25,4916488;-49,2790515;4
-25,491606;-49,3310719;3
-25,4912989;-49,2050586;7
-25,49124347;-49,34288374;4
-25,4911268;-49,2579355;13
-25,4908916;-49,3221988;3
-25,4908768;-49,3092995;6
-25,4907731;-49,2982468;5
-25,4906783;-49,2388386;9
-25,4904923;-49,3318337;4
-25,48998983;-49,31023436;7
-25,4898648;-49,2993636;3
-25,4894451;-49,2858925;6
-25,4893934;-49,226729;11
-25,4893563;-49,2285273;3
-25,4893186;-49,2896859;4
-25,4892799;-49,2408636;71
-25,4889295;-49,294109;10
-25,4888201;-49,2832838;3
-25,4886924;-49,2816727;8
-25,488578;-49,3024113;10
-25,4885397;-49,2877368;3
-25,4883445;-49,238514;86
-25,4882762;-49,3126777;4
-25,4882423;-49,3275368;4
-25,4881706;-49,3010523;4
-25,4880815;-49,2745356;4
-25,4880139;-49,2287064;4
-25,4878254;-49,2087937;5
-25,4877685;-49,3329714;4
-25,4874805;-49,2417653;3
-25,4874777;-49,3509548;5
-25,487472;-49,3497979;4
-25,4874058;-49,3102633;12
-25,4872906;-49,3010546;3
-25,487123;-49,2274201;5
-25,4870109;-49,2514572;3
-25,486777;-49,2043672;3
-25,4867137;-49,261506;9
-25,4866695;-49,3309316;4
-25,4866624;-49,2317911;4
-25,4865709;-49,2924726;19
-25,4865356;-49,2394062;17
-25,4860951;-49,2890971;3
-25,4859244;-49,2040435;3
-25,4857568;-49,2591534;12
-25,4857431;-49,3087729;4
-25,4856759;-49,279833;3
-25,4855433;-49,3483615;3
-25,4853506;-49,2649831;6
-25,4852886;-49,2905885;4
-25,4851588;-49,2414671;73
-25,4851446;-49,3530951;6
-25,4850196;-49,3440551;12
-25,4846846;-49,2511775;12
-25,4846436;-49,3056932;3
-25,4844386;-49,2234377;40
-25,4844232;-49,3511156;3
-25,4842091;-49,2500019;9
-25,48415217;-49,26623131;7
-25,4841135;-49,353193;4
-25,4839001;-49,3423381;3
-25,4838899;-49,3298135;4
-25,4837304;-49,2488183;20
-25,4837105;-49,2752966;6
-25,4836845;-49,3221114;26
-25,4836546;-49,3140608;5
-25,4836442;-49,322471;9
-25,4833725;-49,3223856;4
-25,4832078;-49,3392371;5
-25,48319;-48,8440777;6
-25,4830558;-49,326198;3
-25,4828767;-49,2412017;7
-25,4827378;-49,2463691;9
-25,4826896;-49,2846812;3
-25,4826448;-49,2911489;3
-25,4825594;-49,3231962;5
-25,4824291;-49,298361;6
-25,4819321;-49,2753043;6
-25,4819306;-49,1950954;4
-25,48188423;-49,19517859;15
-25,4818029;-49,2294826;7
-25,4815835;-49,3527684;6
-25,4815557;-49,33991244;11
-25,4814583;-49,3317485;3
-25,4814063;-49,2180848;3
-25,4813821;-49,3166184;3
-25,4813601;-49,2288696;4
-25,4813204;-49,3461814;7
-25,4812175;-49,2363976;9
-25,4810745;-49,2682505;6
-25,4810602;-49,3112424;4
-25,480922;-49,3203823;20
-25,4808233;-49,2703196;4
-25,480776;-49,268604;20
-25,4807458;-49,2944756;4
-25,4805863;-49,253182;5
-25,4804625;-49,2276138;5
-25,4803328;-49,32348;10
-25,4803178;-49,2911715;3
-25,480234;-49,3096357;3
-25,48017186;-49,33080772;3
-25,4799415;-49,3465472;6
-25,4798142;-49,2364738;4
-25,4797716;-49,2578423;14
-25,479723;-49,2775735;3
-25,4797227;-49,3216747;3
-25,4796862;-49,3135804;3
-25,4794398;-49,2470104;5
-25,4793546;-49,2801508;3
-25,4792265;-49,2114636;3
-25,4791534;-49,2805997;7
-25,4790981;-49,3546516;5
-25,4790817;-49,2672365;5
-25,4789051;-49,3268232;11
-25,4788074;-49,2555083;46
-25,4787281;-49,2082767;3
-25,4786847;-49,3205023;6
-25,478678;-49,3147171;3
-25,4779896;-49,3422965;3
-25,4779472;-49,1940389;4
-25,4779252;-49,2945489;7
-25,4775729;-49,1948895;6
-25,4775652;-49,2603114;9
-25,4771669;-49,1958106;5
-25,4770484;-49,3070079;4
-25,4770061;-49,3401547;5
-25,4766651;-49,2536893;13
-25,4765382;-49,3532283;8
-25,4764987;-49,2798559;8
-25,4764676;-49,2747285;13
-25,4763164;-49,3212118;21
-25,4762687;-49,5705514;5
-25,4762598;-49,2889783;13
-25,4761967;-49,2684666;6
-25,476043;-49,2554198;5
-25,4759995;-49,2176449;14
-25,4759374;-49,302703;7
-25,4758312;-49,2583381;16
-25,4758196;-49,3126065;3
-25,47578996;-49,2070918;9
-25,4757668;-49,3041888;67
-25,4755745;-49,3082101;3
-25,4755083;-49,2015652;3
-25,4750214;-49,2333196;4
-25,4749738;-49,3330159;3
-25,4746922;-49,3398253;5
-25,4746706;-49,3139681;7
-25,474625;-49,2818731;3
-25,4745439;-49,2603001;17
-25,4743323;-49,2771792;8
-25,4742302;-49,2898351;7
-25,4741452;-49,3121482;3
-25,4740989;-49,1945771;4
-25,4738823;-49,1893799;3
-25,4738306;-49,3029607;5
-25,4732619;-49,2553515;3
-25,4732463;-49,2396632;3
-25,4730691;-49,2350273;3
-25,4729592;-49,2445174;18
-25,4727539;-49,3106204;10
-25,4722971;-49,2086018;3
-25,4721865;-49,2814235;3
-25,4720254;-49,2376762;3
-25,4717904;-49,2597188;19
-25,4716113;-49,3469571;6
-25,47150188;-49,21452677;4
-25,4714527;-49,2996466;14
-25,4712923;-49,3185705;9
-25,4712125;-49,1946432;3
-25,4711734;-49,2231132;3
-25,4711417;-49,331322;3
-25,470801;-49,2899374;6
-25,4707359;-49,2463245;3
-25,4705199;-49,1971585;4
-25,4701135;-49,2080691;3
-25,47005004;-49,25498749;4
-25,4699157;-49,2459394;3
-25,4699053;-49,3526516;3
-25,4698715;-49,2990313;4
-25,4693375;-49,3155686;5
-25,4687304;-49,3017917;10
-25,46862759;-49,23016209;4
-25,4684905;-49,2969257;12
-25,4684186;-49,194712;4
-25,4683419;-49,2066337;3
-25,4682708;-49,2004286;6
-25,4682087;-49,2769804;5
-25,4681687;-49,2738857;4
-25,4681284;-49,330349;3
-25,4677741;-49,5174506;3
-25,4673779;-49,3127141;4
-25,4672274;-49,2059661;7
-25,4672037;-49,2742933;9
-25,467201;-49,2894793;6
-25,4669044;-49,2596544;7
-25,4665872;-49,3005541;5
-25,4665454;-49,2117427;3
-25,4664702;-49,2891582;3
-25,4664348;-49,2613138;20
-25,4663425;-49,2857532;5
-25,4663199;-49,2288368;3
-25,4659701;-49,2601009;16
-25,465897;-49,2063622;4
-25,4654051;-49,3561807;4
-25,4652095;-49,2159526;4
-25,4648193;-49,2470621;4
-25,4647252;-49,2597906;3
-25,4644332;-49,2773792;19
-25,4644057;-49,3627955;4
-25,4641413;-49,261043;7
-25,464072;-49,2123482;7
-25,4640644;-49,3087286;3
-25,4638985;-49,3101055;3
-25,463897;-49,2117813;5
-25,46381208;-49,22466486;4
-25,463758;-49,3114586;3
-25,4635846;-49,3632045;12
-25,4635502;-49,2375122;3
-25,4631315;-49,2208744;3
-25,4631003;-49,3619994;7
-25,462756;-49,3636148;4
-25,4625437;-49,2903401;54
-25,4623312;-49,2887759;3
-25,4621997;-49,2955737;3
-25,4620581;-49,3324592;5
-25,4619876;-49,2858443;11
-25,4619791;-49,2559873;5
-25,4618504;-49,2442672;4
-25,4615537;-49,2869949;5
-25,4613869;-49,2089643;8
-25,4613534;-49,2940873;14
-25,4613448;-49,3110112;4
-25,4613389;-49,2738785;3
-25,4612397;-49,2841947;3
-25,4607677;-49,2584829;4
-25,4607452;-49,2237066;6
-25,460696;-49,2978986;6
-25,46049381;-49,23324119;5
-25,46049319;-49,22006397;3
-25,4604343;-49,3451625;13
-25,4603262;-49,2798223;6
-25,4602462;-49,2837609;8
-25,4602438;-49,2081035;8
-25,4602118;-49,210593;7
-25,4601394;-49,294228;5
-25,4600295;-49,3402332;4
-25,4600064;-49,316762;3
-25,4599614;-49,2157649;20
-25,4599325;-49,3062333;8
-25,4598573;-49,2577589;37
-25,4597885;-49,2589441;3
-25,4593801;-49,2719538;4
-25,4591286;-49,3248578;3
-25,4588393;-49,2948626;5
-25,4588126;-49,3092527;3
-25,4588093;-49,2061537;3
-25,4588042;-49,2888322;3
-25,45857542;-49,29619065;4
-25,4584055;-49,3252463;5
-25,4583333;-49,353672;4
-25,4582611;-49,3107966;4
-25,4581011;-49,2039118;8
-25,4580052;-49,275598;3
-25,4573522;-49,2811398;3
-25,4573329;-49,2680062;3
-25,456489;-49,2158131;6
-25,4562519;-49,3584384;3
-25,4560177;-49,2197859;4
-25,4559941;-49,2550313;7
-25,455922;-49,291627;5
-25,4556494;-49,2186744;8
-25,4555553;-49,2720119;3
-25,4549948;-49,2050396;5
-25,4549734;-49,2024927;25
-25,4545338;-49,1987384;5
-25,4544646;-49,2755353;4
-25,4543202;-49,1980722;4
-25,4543006;-49,2115599;5
-25,4539726;-49,3451054;5
-25,453847;-49,2880156;12
-25,4537217;-49,2902976;5
-25,4536728;-49,3098416;10
-25,4535355;-49,24439434;3
-25,4531074;-49,2269745;5
-25,4530879;-49,2793498;4
-25,4528492;-49,3625138;87
-25,4526978;-49,2145997;5
-25,4526573;-49,3524261;3
-25,4525626;-49,3030084;3
-25,4525193;-49,2143941;7
-25,452348;-49,2551649;14
-25,4521518;-49,30447003;3
-25,4519863;-49,3042124;56
-25,4519848;-49,3044409;9
-25,4518869;-49,2900363;3
-25,4518352;-49,347392;4
-25,4517116;-49,3686655;5
-25,4509626;-49,2090628;3
-25,4507621;-49,355397;21
-25,4505378;-49,2529486;11
-25,4503803;-49,2564987;4
-25,4499699;-49,2112694;3
-25,4499134;-49,3243727;3
-25,4497689;-49,2844384;3
-25,44965;-49,2910837;5
-25,449638;-49,262827;7
-25,4495963;-49,2252366;3
-25,4495823;-49,2255697;3
-25,4495687;-49,2890016;3
-25,4491026;-49,2880867;3
-25,4491009;-49,2084895;3
-25,449045;-49,2542107;12
-25,4488984;-49,3619855;4
-25,4485067;-49,2555616;3
-25,4482678;-49,2679522;10
-25,4478994;-49,2248634;3
-25,4477932;-49,2841497;3
-25,44748;-49,310392;15
-25,447286;-49,2597604;4
-25,4469658;-49,2155743;4
-25,4468636;-49,3069596;3
-25,4461632;-49,2782651;4
-25,4456544;-49,2910326;12
-25,4455725;-49,2930706;3
-25,4453514;-49,2073542;6
-25,4453403;-49,2948621;4
-25,4452251;-49,2135373;3
-25,4451651;-49,2817295;10
-25,444354;-49,2844702;8
-25,4437796;-49,2278257;3
-25,4437604;-49,2884759;10
-25,4434254;-49,2085457;3
-25,4434078;-49,2518485;12
-25,443329;-49,2084959;20
-25,4432309;-49,277025;4
-25,4431393;-49,2501549;3
-25,4430634;-49,2257702;5
-25,442857;-49,3121849;3
-25,4427926;-49,2662569;13
-25,44268605;-49,28577568;4
-25,4424389;-49,2683445;26
-25,4423895;-49,3304153;3
-25,4423163;-49,2786288;6
-25,4420812;-49,287038;10
-25,4419389;-49,2595354;5
-25,4417543;-49,3152224;4
-25,4416751;-49,2833796;4
-25,4415674;-49,2675043;30
-25,4414617;-49,2584907;12
-25,441289;-49,3354198;3
-25,440654;-49,3722822;5
-25,4405662;-49,3498134;15
-25,4405324;-49,3486616;3
-25,4402809;-49,3749766;3
-25,43993488;-49,36773144;3
-25,4398175;-49,2217413;17
-25,4396436;-49,2757512;14
-25,43956;-49,2826897;3
-25,4394904;-49,2238585;4
-25,43937883;-49,30573886;3
-25,43935848;-49,24255645;3
-25,4392812;-49,3513049;3
-25,4390505;-49,3613496;3
-25,4389961;-49,3491062;4
-25,4389121;-49,2651378;10
-25,4388179;-49,215938;7
-25,4385447;-49,3012755;6
-25,4385361;-49,3550879;4
-25,4382835;-49,272636;22
-25,4382718;-49,2772825;5
-25,4381548;-49,2275466;6
-25,438138;-49,3111375;5
-25,4381008;-49,2311629;3
-25,4379351;-49,2453703;24
-25,437821;-49,3051228;7
-25,4377724;-49,3557679;4
-25,4377499;-49,2919084;18
-25,4377472;-49,367999;4
-25,4375602;-49,3225827;4
-25,4374182;-49,2082521;3
-25,4373039;-49,2363084;3
-25,4371843;-49,3102321;13
-25,4369255;-49,3551192;3
-25,4369121;-49,2664488;5
-25,4367417;-49,2771789;16
-25,4363954;-49,2077293;5
-25,4362232;-49,2354556;3
-25,4361932;-49,3581513;5
-25,436029;-49,2791802;13
-25,4358906;-49,2665544;6
-25,4356181;-49,2511039;7
-25,4355902;-49,2388591;6
-25,4353713;-49,332782;4
-25,4353101;-49,350217;12
-25,4350818;-49,3016891;3
-25,4347743;-49,3722573;11
-25,4347546;-49,2951269;7
-25,4347313;-49,2407771;8
-25,4346853;-49,2924909;3
-25,43463243;-49,2343023;4
-25,4345625;-49,2645172;12
-25,4342254;-49,3077685;4
-25,4341081;-49,3527792;3
-25,4340974;-49,2861093;7
-25,43385456;-49,27558656;4
-25,4338429;-49,3348184;4
-25,4337706;-49,2192075;3
-25,4337102;-49,2566797;3
-25,4336229;-49,2634212;13
-25,4335076;-49,2546442;7
-25,4333811;-49,2602037;5
-25,4332974;-49,2769665;11
-25,4328735;-49,2987196;31
-25,4328365;-49,2867283;5
-25,4321506;-49,2742701;4
-25,432003;-49,3005314;3
-25,43196289;-49,36311921;8
-25,4318942;-49,223839;3
-25,4318482;-49,2122163;9
-25,4317387;-49,3328908;3
-25,431551;-49,2567544;3
-25,4314048;-49,3442067;3
-25,43111089;-49,32479282;12
-25,4310945;-49,2729002;11
-25,431069;-49,2632221;6
-25,4309418;-49,2767381;11
-25,430933;-49,2156028;3
-25,4308119;-49,2625375;3
-25,4308083;-49,3531699;24
-25,4306946;-49,2555683;5
-25,4306558;-49,2702249;20
-25,430635;-49,2808535;18
-25,43061109;-49,35283009;18
-25,4305671;-49,2931084;3
-25,43024;-49,2134492;3
-25,4301782;-49,2479489;4
-25,4301482;-49,2745115;6
-25,4299804;-49,3220164;6
-25,4297671;-49,2629663;6
-25,4297248;-49,3523186;6
-25,429386;-49,2898452;6
-25,4291857;-49,297875;3
-25,428651;-49,33002449;3
-25,42850057;-49,22868732;6
-25,428444;-49,2669541;3
-25,428329;-49,2308732;4
-25,4281894;-49,255274;5
-25,4281438;-49,2618004;7
-25,4280112;-49,2710255;15
-25,4278702;-49,2477323;21
-25,4274542;-49,2586979;10
-25,4273932;-49,2851692;17
-25,4272413;-49,239798;3
-25,4266557;-49,2625699;6
-25,42663585;-49,27186275;28
-25,4264986;-49,2754732;3
-25,4264566;-49,2897395;8
-25,4264091;-49,2686733;6
-25,4262916;-49,2010637;7
-25,4261461;-49,2753671;10
-25,4258623;-49,1986281;6
-25,4257832;-49,2778439;6
-25,4253861;-49,2028427;6
-25,4253633;-49,2563975;4
-25,425157;-49,2878916;4
-25,42514;-49,2703241;3
-25,4246217;-49,2957796;10
-25,4245001;-49,2691487;5
-25,4244834;-49,3525711;8
-25,424453;-49,2816212;3
-25,4240571;-49,2522134;6
-25,4240042;-49,2686688;4
-25,4239647;-49,2720819;6
-25,4236189;-49,2742333;3
-25,42312183;-49,2336219;4
-25,4230825;-49,2451526;10
-25,4229769;-49,3056279;16
-25,4221415;-49,1981607;3
-25,4217851;-49,2096417;4
-25,4217234;-49,2769712;3
-25,4215443;-49,2745574;10
-25,421424;-49,23768;4
-25,4209193;-49,2115885;3
-25,4205079;-49,2063857;4
-25,4204893;-49,2692411;29
-25,4203933;-49,2691156;13
-25,4203551;-49,2926151;8
-25,4200094;-49,2896606;5
-25,4199718;-49,2130415;5
-25,4199701;-49,2673914;5
-25,4197202;-49,2002807;3
-25,4196998;-49,2580315;14
-25,4196432;-49,2041813;7
-25,4195815;-49,2081263;6
-25,4183994;-49,2855442;3
-25,4183647;-49,2953083;3
-25,4182065;-49,2621976;6
-25,4178948;-49,2037652;14
-25,4178187;-49,3394496;4
-25,4174085;-49,2065428;5
-25,4173937;-49,2583488;10
-25,4167481;-49,2176503;6
-25,4161597;-49,2478185;3
-25,4156862;-49,2452543;8
-25,415297;-49,1971528;7
-25,4152626;-49,2140751;3
-25,4151697;-49,2303812;4
-25,4150148;-49,2463929;6
-25,4148379;-49,2867618;3
