LOGRADOURO;BAIRRO;QUANTIDADE;TIPO;LATITUDE;LONGITUDE
R. CIDADE DE MARIA HELENA;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,4839001;-49,3423381
R. ADINAR DOS SANTOS RIBEIRO;FAZENDINHA;4;INDUSTRIA;-25,4838899;-49,3298135
R. ADINAR DOS SANTOS RIBEIRO;FAZENDINHA;25;COMERCIO;-25,4838899;-49,3298135
R. FREDERICO MAURER;BOQUEIRÃO;11;INDUSTRIA;-25,4837304;-49,2488183
R. FREDERICO MAURER;HAUER;9;INDUSTRIA;-25,4837304;-49,2488183
R. FREDERICO MAURER;BOQUEIRÃO;40;COMERCIO;-25,4837304;-49,2488183
R. FREDERICO MAURER;HAUER;43;COMERCIO;-25,4837304;-49,2488183
R. DENIZART PACHECO DE CARVALHO;FANNY;6;INDUSTRIA;-25,4837105;-49,2752966
R. GENERAL POTIGUARA;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,4836845;-49,3221114
R. GENERAL POTIGUARA;FAZENDINHA;7;INDUSTRIA;-25,4836845;-49,3221114
R. GENERAL POTIGUARA;NOVO MUNDO;15;INDUSTRIA;-25,4836845;-49,3221114
R. GENERAL POTIGUARA;FAZENDINHA;107;COMERCIO;-25,4836845;-49,3221114
R. GENERAL POTIGUARA;NOVO MUNDO;40;COMERCIO;-25,4836845;-49,3221114
R. BALDUR MAGNUS GRUBBA;NOVO MUNDO;5;INDUSTRIA;-25,4836546;-49,3140608
R. MARTINS FONTES;FAZENDINHA;9;INDUSTRIA;-25,4836442;-49,322471
R. MARTINS FONTES;FAZENDINHA;27;COMERCIO;-25,4836442;-49,322471
R. SEZINANDO MARTINHO DA CRUZ;FAZENDINHA;4;INDUSTRIA;-25,4833725;-49,3223856
R. SEZINANDO MARTINHO DA CRUZ;FAZENDINHA;14;COMERCIO;-25,4833725;-49,3223856
R. SÃO SIDÔNIO APOLINÁRIO;CIDADE INDUSTRIAL;5;INDUSTRIA;-25,4832078;-49,3392371
R. AMÉRICA LATINA;CIDADE INDUSTRIAL;6;INDUSTRIA;-25,48319;-48,8440777
R. VIRIATO CORREA;FAZENDINHA;3;INDUSTRIA;-25,4830558;-49,326198
R. VIRIATO CORREA;FAZENDINHA;17;COMERCIO;-25,4830558;-49,326198
R. SALOMÃO GUELMANN;NOVO MUNDO;13;COMERCIO;-25,482919;-49,2956076
R. IRMÃ MARIA LÚCIA ROLAND;BOQUEIRÃO;4;INDUSTRIA;-25,4828767;-49,2412017
R. IRMÃ MARIA LÚCIA ROLAND;HAUER;3;INDUSTRIA;-25,4828767;-49,2412017
R. AMÉRICO VESPÚCIO;LINDÓIA;20;COMERCIO;-25,4827571;-49,2799069
R. HENRIQUE MEHL;UBERABA;16;COMERCIO;-25,4827491;-49,2170313
R. WALDEMAR KOST;HAUER;9;INDUSTRIA;-25,4827378;-49,2463691
R. WALDEMAR KOST;HAUER;57;COMERCIO;-25,4827378;-49,2463691
R. CYRILLO MERLIN;NOVO MUNDO;3;INDUSTRIA;-25,4826896;-49,2846812
R. EDUARDO CARLOS PEREIRA;PORTÃO;3;INDUSTRIA;-25,4826448;-49,2911489
R. EDUARDO CARLOS PEREIRA;PORTÃO;54;COMERCIO;-25,4826448;-49,2911489
R. ARY ROLIM COSTA;FAZENDINHA;13;COMERCIO;-25,4826232;-49,3296355
AV. ALCIR MARTINS BASTOS;FAZENDINHA;5;INDUSTRIA;-25,4825594;-49,3231962
AV. ALCIR MARTINS BASTOS;FAZENDINHA;28;COMERCIO;-25,4825594;-49,3231962
R. FREI GASPAR DA MADRE DE DEUS;NOVO MUNDO;6;INDUSTRIA;-25,4824291;-49,298361
R. FREI GASPAR DA MADRE DE DEUS;NOVO MUNDO;27;COMERCIO;-25,4824291;-49,298361
R. FREI GASPAR DA MADRE DE DEUS;PORTÃO;35;COMERCIO;-25,4824291;-49,298361
R. JOÃO PALOMEQUE;NOVO MUNDO;18;COMERCIO;-25,4821974;-49,2944168
AV. HENRY FORD;FANNY;3;INDUSTRIA;-25,4819321;-49,2753043
AV. HENRY FORD;LINDÓIA;3;INDUSTRIA;-25,4819321;-49,2753043
AV. HENRY FORD;FANNY;13;COMERCIO;-25,4819321;-49,2753043
R. ALFREDO BARCIK;CAJURU;4;INDUSTRIA;-25,4819306;-49,1950954
R. CIDADE DE TIMBÓ;CIDADE INDUSTRIAL;14;COMERCIO;-25,4818262;-49,3428183
R. CLOVIS BEVILAQUA SOBRINHO;UBERABA;7;INDUSTRIA;-25,4818029;-49,2294826
R. LODOVICO KAMINSKI;CIDADE INDUSTRIAL;6;INDUSTRIA;-25,4815835;-49,3527684
R. LODOVICO KAMINSKI;AUGUSTA;13;COMERCIO;-25,4815835;-49,3527684
R. LODOVICO KAMINSKI;CIDADE INDUSTRIAL;75;COMERCIO;-25,4815835;-49,3527684
R. ANTONIO VIVALDI;FAZENDINHA;3;INDUSTRIA;-25,4814583;-49,3317485
R. JÚLIO MAITO SOBRINHO;UBERABA;3;INDUSTRIA;-25,4814063;-49,2180848
R. GUAPIRAMA;FAZENDINHA;3;INDUSTRIA;-25,4813821;-49,3166184
R. DOUTOR JOÃO DE PAULA MOURA BRITO;UBERABA;4;INDUSTRIA;-25,4813601;-49,2288696
R. ALVARES DE AZEVEDO;CIDADE INDUSTRIAL;7;INDUSTRIA;-25,4813204;-49,3461814
R. ALVARES DE AZEVEDO;CIDADE INDUSTRIAL;18;COMERCIO;-25,4813204;-49,3461814
R. SALOMÃO ELIAS FEDER;UBERABA;9;INDUSTRIA;-25,4812175;-49,2363976
R. SALOMÃO ELIAS FEDER;UBERABA;33;COMERCIO;-25,4812175;-49,2363976
R. DEPUTADO TENÓRIO CAVALCANTI;UBERABA;25;COMERCIO;-25,4812063;-49,2043536
R. AMARO DE SANTA RITA;FANNY;6;INDUSTRIA;-25,4810745;-49,2682505
R. AMARO DE SANTA RITA;FANNY;17;COMERCIO;-25,4810745;-49,2682505
R. RAUL FELIX;PORTÃO;4;INDUSTRIA;-25,4810602;-49,3112424
R. EDVINO ANTONIO DEBONI;FAZENDINHA;20;INDUSTRIA;-25,480922;-49,3203823
R. EDVINO ANTONIO DEBONI;FAZENDINHA;38;COMERCIO;-25,480922;-49,3203823
R. CAPITÃO JOSÉ MARIA SOBRINHO;FANNY;4;INDUSTRIA;-25,4808233;-49,2703196
R. CAPITÃO JOSÉ MARIA SOBRINHO;FANNY;34;COMERCIO;-25,4808233;-49,2703196
R. MAESTRO FRANCISCO ANTONELLO;FANNY;20;INDUSTRIA;-25,480776;-49,268604
R. MAESTRO FRANCISCO ANTONELLO;FANNY;165;COMERCIO;-25,480776;-49,268604
R. MAESTRO FRANCISCO ANTONELLO;NOVO MUNDO;21;COMERCIO;-25,480776;-49,268604
R. ITAJUBÁ;PORTÃO;4;INDUSTRIA;-25,4807458;-49,2944756
R. ITAJUBÁ;PORTÃO;16;COMERCIO;-25,4807458;-49,2944756
R. FREI HENRIQUE DE COIMBRA;HAUER;5;INDUSTRIA;-25,4805863;-49,253182
R. FREI HENRIQUE DE COIMBRA;HAUER;47;COMERCIO;-25,4805863;-49,253182
R. FRANCISCO TIMOTEO DE SIMAS;UBERABA;5;INDUSTRIA;-25,4804625;-49,2276138
R. FRANCISCO TIMOTEO DE SIMAS;UBERABA;18;COMERCIO;-25,4804625;-49,2276138
AV. FREDERICO LAMBERTUCCI;FAZENDINHA;10;INDUSTRIA;-25,4803328;-49,32348
AV. FREDERICO LAMBERTUCCI;FAZENDINHA;103;COMERCIO;-25,4803328;-49,32348
R. ILDEFONSO STOCKLER DE FRANÇA;NOVO MUNDO;3;INDUSTRIA;-25,4803178;-49,2911715
R. ILDEFONSO STOCKLER DE FRANÇA;NOVO MUNDO;31;COMERCIO;-25,4803178;-49,2911715
R. FRANCISCO MORO;PORTÃO;3;INDUSTRIA;-25,480234;-49,3096357
R. DARCI VARGAS;CIDADE INDUSTRIAL;6;INDUSTRIA;-25,4799415;-49,3465472
R. DARCI VARGAS;CIDADE INDUSTRIAL;44;COMERCIO;-25,4799415;-49,3465472
R. PACÍFICO GUIMARÃES TEIXEIRA FILHO;UBERABA;4;INDUSTRIA;-25,4798142;-49,2364738
R. PADRE DEHON;BOQUEIRÃO;4;INDUSTRIA;-25,4797716;-49,2578423
R. PADRE DEHON;HAUER;10;INDUSTRIA;-25,4797716;-49,2578423
R. PADRE DEHON;BOQUEIRÃO;41;COMERCIO;-25,4797716;-49,2578423
R. PADRE DEHON;HAUER;41;COMERCIO;-25,4797716;-49,2578423
R. CONDE DOS ARCOS;LINDÓIA;3;INDUSTRIA;-25,479723;-49,2775735
R. CONDE DOS ARCOS;LINDÓIA;40;COMERCIO;-25,479723;-49,2775735
R. ANGELINA ANSAI;FAZENDINHA;3;INDUSTRIA;-25,4797227;-49,3216747
R. ITACOLOMI;PORTÃO;3;INDUSTRIA;-25,4796862;-49,3135804
R. ITACOLOMI;FAZENDINHA;75;COMERCIO;-25,4796862;-49,3135804
R. ITACOLOMI;PORTÃO;434;COMERCIO;-25,4796862;-49,3135804
R. PROFESSOR MANOEL DE ABREU;PORTÃO;17;COMERCIO;-25,4795039;-49,3041137
R. DOUTOR JULIO CÉSAR RIBEIRO DE SOUZA;HAUER;5;INDUSTRIA;-25,4794398;-49,2470104
R. DOUTOR JULIO CÉSAR RIBEIRO DE SOUZA;HAUER;91;COMERCIO;-25,4794398;-49,2470104
R. ROBERTO KOCH;LINDÓIA;3;INDUSTRIA;-25,4793546;-49,2801508
R. BACUPARI;UBERABA;3;INDUSTRIA;-25,4792265;-49,2114636
AV. SANTA BERNADETHE;FANNY;7;INDUSTRIA;-25,4791534;-49,2805997
AV. SANTA BERNADETHE;FANNY;28;COMERCIO;-25,4791534;-49,2805997
AV. SANTA BERNADETHE;LINDÓIA;13;COMERCIO;-25,4791534;-49,2805997
R. MANOEL MANFREDINI;CIDADE INDUSTRIAL;5;INDUSTRIA;-25,4790981;-49,3546516
R. CORONEL ANIBAL DOS SANTOS;FANNY;5;INDUSTRIA;-25,4790817;-49,2672365
R. ARNALDO THÁ;FAZENDINHA;11;INDUSTRIA;-25,4789051;-49,3268232
R. ARNALDO THÁ;FAZENDINHA;102;COMERCIO;-25,4789051;-49,3268232
R. AUGUSTO STEEMBOCK;UBERABA;23;COMERCIO;-25,4788079;-49,2155152
R. PRESIDENTE PÁDUA FLEURY;HAUER;10;INDUSTRIA;-25,4788074;-49,2555083
R. PROFESSOR JOÃO SOARES BARCELOS;BOQUEIRÃO;22;INDUSTRIA;-25,4788074;-49,2555083
R. PROFESSOR JOÃO SOARES BARCELOS;HAUER;14;INDUSTRIA;-25,4788074;-49,2555083
R. PRESIDENTE PÁDUA FLEURY;HAUER;67;COMERCIO;-25,4788074;-49,2555083
R. PROFESSOR JOÃO SOARES BARCELOS;***;22;COMERCIO;-25,4788074;-49,2555083
R. PROFESSOR JOÃO SOARES BARCELOS;BOQUEIRÃO;229;COMERCIO;-25,4788074;-49,2555083
R. PROFESSOR JOÃO SOARES BARCELOS;HAUER;112;COMERCIO;-25,4788074;-49,2555083
R. JOSÉ DRULLA SOBRINHO;UBERABA;3;INDUSTRIA;-25,4787281;-49,2082767
R. JOSÉ DRULLA SOBRINHO;UBERABA;14;COMERCIO;-25,4787281;-49,2082767
R. ANTONIO DALMARCO;FAZENDINHA;6;INDUSTRIA;-25,4786847;-49,3205023
R. ANTONIO DALMARCO;FAZENDINHA;23;COMERCIO;-25,4786847;-49,3205023
R. AFONSO FRUET;FAZENDINHA;3;INDUSTRIA;-25,478678;-49,3147171
R. MUNICÍPIO DE ENÉAS MARQUES;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,4779896;-49,3422965
R. CAMILO CASTELO BRANCO;LINDÓIA;13;COMERCIO;-25,4779842;-49,2758824
R. YEDO DE FARIA PINTO;CAJURU;4;INDUSTRIA;-25,4779472;-49,1940389
R. ITATIAIA;PORTÃO;7;INDUSTRIA;-25,4779252;-49,2945489
R. ITATIAIA;PORTÃO;107;COMERCIO;-25,4779252;-49,2945489
R. WALDEMAR CAVANHA;CAMPO COMPRIDO;18;COMERCIO;-25,4776383;-49,3320074
R. DOUTOR HAMILTON PORTUGAL PEREIRA;CAJURU;6;INDUSTRIA;-25,4775729;-49,1948895
R. MAJOR THEOLINDO FERREIRA RIBAS;BOQUEIRÃO;4;INDUSTRIA;-25,4775652;-49,2603114
R. MAJOR THEOLINDO FERREIRA RIBAS;HAUER;5;INDUSTRIA;-25,4775652;-49,2603114
R. MAJOR THEOLINDO FERREIRA RIBAS;BOQUEIRÃO;32;COMERCIO;-25,4775652;-49,2603114
R. MAJOR THEOLINDO FERREIRA RIBAS;HAUER;22;COMERCIO;-25,4775652;-49,2603114
R. PADRE JULIO SAAVEDRA;UBERABA;14;COMERCIO;-25,47754;-49,230199
R. ALFREDO JOSÉ PINTO;FAZENDINHA;18;COMERCIO;-25,4775291;-49,3260238
R. DOUTOR GONZAGA DE CAMPOS;UBERABA;17;COMERCIO;-25,4774317;-49,2345333
R. JOÃO TOBIAS DE PAIVA NETTO;CAJURU;5;INDUSTRIA;-25,4771669;-49,1958106
R. JOÃO TOBIAS DE PAIVA NETTO;CAJURU;77;COMERCIO;-25,4771669;-49,1958106
R. CAETANO MARCHESINI;PORTÃO;4;INDUSTRIA;-25,4770484;-49,3070079
R. CAETANO MARCHESINI;PORTÃO;36;COMERCIO;-25,4770484;-49,3070079
R. GARUVA;CIDADE INDUSTRIAL;5;INDUSTRIA;-25,4770061;-49,3401547
R. GARUVA;CIDADE INDUSTRIAL;17;COMERCIO;-25,4770061;-49,3401547
R. DEPUTADO ESTEFANO MIKILITA;PORTÃO;17;COMERCIO;-25,4769148;-49,2933083
R. CORONEL ANTONIO RICARDO DOS SANTOS;HAUER;13;INDUSTRIA;-25,4766651;-49,2536893
R. CORONEL ANTONIO RICARDO DOS SANTOS;HAUER;39;COMERCIO;-25,4766651;-49,2536893
R. THEODORO DE BONA;CIDADE INDUSTRIAL;8;INDUSTRIA;-25,4765382;-49,3532283
AV. PRESIDENTE WENCESLAU BRAZ;GUAÍRA;4;INDUSTRIA;-25,4764987;-49,2798559
AV. PRESIDENTE WENCESLAU BRAZ;LINDÓIA;4;INDUSTRIA;-25,4764987;-49,2798559
AV. PRESIDENTE WENCESLAU BRAZ;GUAÍRA;62;COMERCIO;-25,4764987;-49,2798559
AV. PRESIDENTE WENCESLAU BRAZ;LINDÓIA;50;COMERCIO;-25,4764987;-49,2798559
AV. PRESIDENTE WENCESLAU BRAZ;PAROLIN;18;COMERCIO;-25,4764987;-49,2798559
R. CAPITÃO JOÃO ZALESKI;LINDÓIA;6;INDUSTRIA;-25,4764676;-49,2747285
R. CAPITÃO JOÃO ZALESKI;UBERABA;7;INDUSTRIA;-25,4764676;-49,2747285
R. CAPITÃO JOÃO ZALESKI;LINDÓIA;20;COMERCIO;-25,4764676;-49,2747285
R. JUVENAL CARVALHO;FAZENDINHA;32;COMERCIO;-25,4764568;-49,3285907
R. CARLOS KLEMTZ;FAZENDINHA;17;INDUSTRIA;-25,4763164;-49,3212118
R. SÃO CARLOS;SANTA FELICIDADE;4;INDUSTRIA;-25,4763164;-49,3212118
R. CARLOS KLEMTZ;FAZENDINHA;110;COMERCIO;-25,4763164;-49,3212118
R. CARLOS KLEMTZ;PORTÃO;19;COMERCIO;-25,4763164;-49,3212118
R. GOIANIA;CAJURU;5;INDUSTRIA;-25,4762687;-49,5705514
R. GOIANIA;CAJURU;32;COMERCIO;-25,4762687;-49,5705514
R. ALAGOAS;GUAÍRA;13;INDUSTRIA;-25,4762598;-49,2889783
R. ALAGOAS;GUAÍRA;67;COMERCIO;-25,4762598;-49,2889783
R. LEON TOLSTOI;LINDÓIA;6;INDUSTRIA;-25,4761967;-49,2684666
R. LEON TOLSTOI;LINDÓIA;29;COMERCIO;-25,4761967;-49,2684666
R. MAJOR FABRICIANO DO RÊGO BARROS;HAUER;5;INDUSTRIA;-25,476043;-49,2554198
R. MAJOR FABRICIANO DO RÊGO BARROS;HAUER;37;COMERCIO;-25,476043;-49,2554198
R. PROFESSOR OSVALDO ORMIAMIN;CIDADE INDUSTRIAL;14;COMERCIO;-25,4760426;-49,3482877
R. CAPITÃO LEONIDAS MARQUES;UBERABA;14;INDUSTRIA;-25,4759995;-49,2176449
R. CAPITÃO LEONIDAS MARQUES;UBERABA;90;COMERCIO;-25,4759995;-49,2176449
R. JOÃO NOGAROLLI;FANNY;17;COMERCIO;-25,4759553;-49,2675851
R. LUIZ PARIGOT DE SOUZA;PORTÃO;7;INDUSTRIA;-25,4759374;-49,302703
R. LUIZ PARIGOT DE SOUZA;PORTÃO;30;COMERCIO;-25,4759374;-49,302703
R. OLIVEIRA VIANA;BOQUEIRÃO;7;INDUSTRIA;-25,4758312;-49,2583381
R. OLIVEIRA VIANA;HAUER;9;INDUSTRIA;-25,4758312;-49,2583381
R. OLIVEIRA VIANA;BOQUEIRÃO;48;COMERCIO;-25,4758312;-49,2583381
R. OLIVEIRA VIANA;HAUER;46;COMERCIO;-25,4758312;-49,2583381
R. PROFESSOR ORLANDO ALVES CHAVES;PORTÃO;3;INDUSTRIA;-25,4758196;-49,3126065
R. PROFESSOR ORLANDO ALVES CHAVES;PORTÃO;14;COMERCIO;-25,4758196;-49,3126065
R. JOAO BETTEGA;CIDADE INDUSTRIAL;32;INDUSTRIA;-25,4757668;-49,3041888
R. JOAO BETTEGA;FAZENDINHA;12;INDUSTRIA;-25,4757668;-49,3041888
R. JOAO BETTEGA;PORTÃO;23;INDUSTRIA;-25,4757668;-49,3041888
R. JOAO BETTEGA;CIDADE INDUSTRIAL;108;COMERCIO;-25,4757668;-49,3041888
R. JOAO BETTEGA;FAZENDINHA;120;COMERCIO;-25,4757668;-49,3041888
R. JOAO BETTEGA;PORTÃO;269;COMERCIO;-25,4757668;-49,3041888
R. NICOLAU VOROBI;CIDADE INDUSTRIAL;19;COMERCIO;-25,4756706;-49,3475804
R. THEODORO SCHNEIDER;PORTÃO;3;INDUSTRIA;-25,4755745;-49,3082101
R. THEODORO SCHNEIDER;PORTÃO;25;COMERCIO;-25,4755745;-49,3082101
R. TENENTE JOSÉ RIBAS KENDRICK;CAJURU;3;INDUSTRIA;-25,4755083;-49,2015652
R. DESEMBARGADOR LAURO SODRE LOPES;PORTÃO;18;COMERCIO;-25,4753142;-49,3108302
R. CIDADE DE LAGUNA;CIDADE INDUSTRIAL;19;COMERCIO;-25,4750949;-49,3405374
R. SARGENTO CARLOS ARGEMIRO DE CAMARGO;UBERABA;4;INDUSTRIA;-25,4750214;-49,2333196
R. LEONOR CARDOSO;CAMPO COMPRIDO;3;INDUSTRIA;-25,4749738;-49,3330159
R. ALVARO ANDRADE;PORTÃO;24;COMERCIO;-25,4747791;-49,2912435
R. PROFESSORA HILDA HANKE GONÇALVES;CIDADE INDUSTRIAL;5;INDUSTRIA;-25,4746922;-49,3398253
R. PROFESSORA HILDA HANKE GONÇALVES;CIDADE INDUSTRIAL;42;COMERCIO;-25,4746922;-49,3398253
R. ANTÔNIO BARBOSA FERRAZ JÚNIOR;PORTÃO;4;INDUSTRIA;-25,4746706;-49,3139681
R. DR MANOEL FRANCISCO FERREIRA CORREIA;PORTÃO;3;INDUSTRIA;-25,4746706;-49,3139681
R. SERGIPE;GUAÍRA;3;INDUSTRIA;-25,474625;-49,2818731
R. SERGIPE;GUAÍRA;18;COMERCIO;-25,474625;-49,2818731
R. OMILIO MONTEIRO SOARES;FANNY;17;INDUSTRIA;-25,4745439;-49,2603001
R. OMILIO MONTEIRO SOARES;FANNY;62;COMERCIO;-25,4745439;-49,2603001
AV. DA REPÚBLICA;GUAÍRA;5;INDUSTRIA;-25,4743323;-49,2771792
AV. DA REPÚBLICA;PORTÃO;3;INDUSTRIA;-25,4743323;-49,2771792
AV. DA REPÚBLICA;GUAÍRA;65;COMERCIO;-25,4743323;-49,2771792
AV. DA REPÚBLICA;PAROLIN;35;COMERCIO;-25,4743323;-49,2771792
R. AUGUSTO DE MARI;GUAÍRA;7;INDUSTRIA;-25,4742302;-49,2898351
R. AUGUSTO DE MARI;GUAÍRA;27;COMERCIO;-25,4742302;-49,2898351
R. AUGUSTO DE MARI;PORTÃO;39;COMERCIO;-25,4742302;-49,2898351
R. RICARDO NEGRÃO FILHO;PORTÃO;3;INDUSTRIA;-25,4741452;-49,3121482
R. LUIZ CARLOS DORECKI;CAJURU;4;INDUSTRIA;-25,4740989;-49,1945771
R. LUIZ CARLOS DORECKI;CAJURU;26;COMERCIO;-25,4740989;-49,1945771
R. ANTONIO MOREIRA LOPES;CAJURU;17;COMERCIO;-25,4740165;-49,191644
R. DOUTOR JOSÉ GIOSTRI SOBRINHO;CAJURU;3;INDUSTRIA;-25,4738823;-49,1893799
R. JOÃO BORSATO;PORTÃO;5;INDUSTRIA;-25,4738306;-49,3029607
R. JOÃO BORSATO;PORTÃO;25;COMERCIO;-25,4738306;-49,3029607
R. FANNY HAUER;HAUER;3;INDUSTRIA;-25,4732619;-49,2553515
R. ARLINDO ARAÚJO SOBRINHO;GUABIROTUBA;3;INDUSTRIA;-25,4732463;-49,2396632
R. ARLINDO ARAÚJO SOBRINHO;GUABIROTUBA;13;COMERCIO;-25,4732463;-49,2396632
R. CORONEL JOSÉ CARVALHO DE OLIVEIRA;UBERABA;3;INDUSTRIA;-25,4730691;-49,2350273
R. CORONEL JOSÉ CARVALHO DE OLIVEIRA;UBERABA;45;COMERCIO;-25,4730691;-49,2350273
AV. CANAL BELEM;BOQUEIRÃO;12;INDUSTRIA;-25,4729592;-49,2445174
AV. CANAL BELEM;UBERABA;6;INDUSTRIA;-25,4729592;-49,2445174
AV. CANAL BELEM;BOQUEIRÃO;17;COMERCIO;-25,4729592;-49,2445174
AV. CANAL BELEM;GUABIROTUBA;15;COMERCIO;-25,4729592;-49,2445174
AV. CANAL BELEM;UBERABA;13;COMERCIO;-25,4729592;-49,2445174
R. ALBERTO KLEMTZ;PORTÃO;10;INDUSTRIA;-25,4727539;-49,3106204
R. ALBERTO KLEMTZ;PORTÃO;50;COMERCIO;-25,4727539;-49,3106204
R. DOUTOR LAURO WOLFF VALENTE;PORTÃO;13;COMERCIO;-25,4726507;-49,2970745
R. CLEMENTE RITZ;CIDADE INDUSTRIAL;18;COMERCIO;-25,4723298;-49,3475399
R. DR OTHON ACCIOLY RODRIGUES DA COSTA;CAJURU;3;INDUSTRIA;-25,4722971;-49,2086018
R. ENGENHEIRO HEITOR SOARES GOMES;PORTÃO;14;COMERCIO;-25,4722783;-49,3021799
R. MARECHAL CARDOSO JÚNIOR;JARDIM DAS AMÉRICAS;13;COMERCIO;-25,4722003;-49,2262736
R. MATO GROSSO;ÁGUA VERDE;3;INDUSTRIA;-25,4721865;-49,2814235
R. MATO GROSSO;ÁGUA VERDE;58;COMERCIO;-25,4721865;-49,2814235
R. JOSÉ RIETMEYER;UBERABA;3;INDUSTRIA;-25,4720254;-49,2376762
R. JOSÉ RIETMEYER;GUABIROTUBA;27;COMERCIO;-25,4720254;-49,2376762
R. JOSÉ RIETMEYER;UBERABA;15;COMERCIO;-25,4720254;-49,2376762
R. MAJOR VICENTE DE CASTRO;FANNY;19;INDUSTRIA;-25,4717904;-49,2597188
R. MAJOR VICENTE DE CASTRO;FANNY;79;COMERCIO;-25,4717904;-49,2597188
R. MAJOR VICENTE DE CASTRO;NOVO MUNDO;15;COMERCIO;-25,4717904;-49,2597188
R. JOSÉ BATISTA DOS SANTOS;CIDADE INDUSTRIAL;6;INDUSTRIA;-25,4716113;-49,3469571
R. JOSÉ BATISTA DOS SANTOS;CIDADE INDUSTRIAL;26;COMERCIO;-25,4716113;-49,3469571
R. MARIA DE CAMPOS;PORTÃO;13;COMERCIO;-25,4715506;-49,3089037
R. CIRO DE CASTRO;CIDADE INDUSTRIAL;15;COMERCIO;-25,4715027;-49,3400983
R. CARLOS DIETZSCH;PORTÃO;14;INDUSTRIA;-25,4714527;-49,2996466
R. CARLOS DIETZSCH;PORTÃO;91;COMERCIO;-25,4714527;-49,2996466
R. REZALA SIMÃO;PORTÃO;5;INDUSTRIA;-25,4712923;-49,3185705
R. REZALA SIMÃO;SANTA QUITÉRIA;4;INDUSTRIA;-25,4712923;-49,3185705
R. REZALA SIMÃO;PORTÃO;20;COMERCIO;-25,4712923;-49,3185705
R. REZALA SIMÃO;SANTA QUITÉRIA;26;COMERCIO;-25,4712923;-49,3185705
R. PADRE JOSÉ POLIGA;CAJURU;3;INDUSTRIA;-25,4712125;-49,1946432
R. PADRE JOSÉ POLIGA;CAJURU;13;COMERCIO;-25,4712125;-49,1946432
R. BENEDICTO BERILLO FANGUEIRO;UBERABA;3;INDUSTRIA;-25,4711734;-49,2231132
R. NOVA AMÉRICA;CAMPO COMPRIDO;3;INDUSTRIA;-25,4711417;-49,331322
R. DOUTOR PETRONIO ROMERO DE SOUZA;CAJURU;15;COMERCIO;-25,4708765;-49,2112619
R. ENGENHEIRO NIÉPCE DA SILVA;PORTÃO;6;INDUSTRIA;-25,470801;-49,2899374
R. ENGENHEIRO NIÉPCE DA SILVA;PORTÃO;39;COMERCIO;-25,470801;-49,2899374
R. ROBERTO HAUER;HAUER;3;INDUSTRIA;-25,4707359;-49,2463245
R. ROBERTO HAUER;HAUER;13;COMERCIO;-25,4707359;-49,2463245
AV. JORNALISTA ADERBAL G STRESSER;CAJURU;13;COMERCIO;-25,4705309;-49,2044573
R. LUIZ VISINONI;CAJURU;4;INDUSTRIA;-25,4705199;-49,1971585
R. BETTY DE SOUZA PAULA HALILA;CAJURU;3;INDUSTRIA;-25,4701135;-49,2080691
R. MIGUEL BAKUM;GUABIROTUBA;13;COMERCIO;-25,4700688;-49,2446568
R. JOSÉ GIANINNI PANCETTI;GUABIROTUBA;3;INDUSTRIA;-25,4699157;-49,2459394
R. CELESTE SENEGAGLIA;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,4699053;-49,3526516
R. CAPITÃO TENENTE MARIS DE BARROS;PORTÃO;4;INDUSTRIA;-25,4698715;-49,2990313
R. CAPITÃO TENENTE MARIS DE BARROS;PORTÃO;24;COMERCIO;-25,4698715;-49,2990313
R. ARION NIEPCE DA SILVA;PORTÃO;13;COMERCIO;-25,469623;-49,2918136
R. AMADEU DO AMARAL;PORTÃO;5;INDUSTRIA;-25,4693375;-49,3155686
R. AMADEU DO AMARAL;PORTÃO;27;COMERCIO;-25,4693375;-49,3155686
R. CÂMARA JÚNIOR;JARDIM DAS AMÉRICAS;36;COMERCIO;-25,4688973;-49,2199611
R. CAPIBERIBE;PORTÃO;5;INDUSTRIA;-25,4687304;-49,3017917
R. CAPIBERIBE;SANTA QUITÉRIA;5;INDUSTRIA;-25,4687304;-49,3017917
R. CAPIBERIBE;SANTA QUITÉRIA;18;COMERCIO;-25,4687304;-49,3017917
R. FRANCISCO FRISCHMANN;PORTÃO;15;COMERCIO;-25,4686448;-49,295626
AV. PRESIDENTE ARTHUR DA SILVA BERNARDES;PORTÃO;8;INDUSTRIA;-25,4684905;-49,2969257
AV. PRESIDENTE ARTHUR DA SILVA BERNARDES;SANTA QUITÉRIA;4;INDUSTRIA;-25,4684905;-49,2969257
AV. PRESIDENTE ARTHUR DA SILVA BERNARDES;PORTÃO;77;COMERCIO;-25,4684905;-49,2969257
AV. PRESIDENTE ARTHUR DA SILVA BERNARDES;SANTA QUITÉRIA;70;COMERCIO;-25,4684905;-49,2969257
AV. PRESIDENTE ARTHUR DA SILVA BERNARDES;VILA IZABEL;58;COMERCIO;-25,4684905;-49,2969257
R. LÍRIO DO VALE;CAJURU;4;INDUSTRIA;-25,4684186;-49,194712
R. LÍRIO DO VALE;CAJURU;16;COMERCIO;-25,4684186;-49,194712
