LOGRADOURO;BAIRRO ALTO;QUANTIDADE;TIPO;LATITUDE;LONGITUDE
MINISTRO MARCOS FREIRE;SANTA FELICIDADE;10;PATRIMONIO;-25,4125736;-49,3383767
MINISTRO MARCOS FREIRE;SÃO BRAZ;3;VIDA;-25,4125736;-49,3383767
SÃO FRANCISCO DE ASSIS;TARUMÃ;2;VIDA;-25,4146501;-49,3382506
TEMÍSTOCLES CHALEGRE DOS ANJOS;TATUQUARA;2;VIDA;-25,5564276;-49,3382343
BEATO PEDRO DONDERS;CIDADE INDUSTRIAL;2;VIDA;-25,5304969;-49,3380335
PIA LAZZARI BERTOLDI;CAMPO DE SANTANA;7;PATRIMONIO;-25,5917069;-49,3379638
PIA LAZZARI BERTOLDI;CAMPO DE SANTANA;2;VIDA;-25,5917069;-49,3379638
DALVA DE OLIVEIRA;TATUQUARA;3;VIDA;-25,5735837;-49,3379531
HUMBERTO BERTOLDI;CAMPO DE SANTANA;20;PATRIMONIO;-25,5851102;-49,3379033
HUMBERTO BERTOLDI;CIDADE INDUSTRIAL;13;PATRIMONIO;-25,5851102;-49,3379033
HUMBERTO BERTOLDI;CAMPO DE SANTANA;6;VIDA;-25,5851102;-49,3379033
HUMBERTO BERTOLDI;CIDADE INDUSTRIAL;3;VIDA;-25,5851102;-49,3379033
AGOSTINHA MARIA RIBEIRO ABRÃO;TATUQUARA;6;PATRIMONIO;-25,5788258;-49,337871
DO XISTO BR-476;CIDADE INDUSTRIAL;2;VIDA;-25,5540687;-49,337835
CARLOS MUNHOZ DA ROCHA;TATUQUARA;54;PATRIMONIO;-25,5654293;-49,3377445
 CARLOS MUNHOZ DA ROCHA;TATUQUARA;7;PATRIMONIO;-25,5654293;-49,3377445
CARLOS MUNHOZ DA ROCHA;TATUQUARA;2;VIDA;-25,5654293;-49,3377445
ESTEPHANO REVA;SANTA FELICIDADE;2;VIDA;-25,4169093;-49,3375385
DR. JOSÉ PALÚ;NOVO MUNDO;3;VIDA;-25,7838265;-49,3373761
JOÃO ENEAS RAMOS DE SÁ;TATUQUARA;6;PATRIMONIO;-25,5665882;-49,3372759
JOÃO ENEAS RAMOS DE SÁ;TATUQUARA;3;VIDA;-25,5665882;-49,3372759
GERONIMO MURARO;BUTIATUVINHA;3;VIDA;-25,3884716;-49,3372581
NEY PACHECO;CIDADE INDUSTRIAL;28;PATRIMONIO;-25,5301814;-49,3370718
NEY PACHECO;CIDADE INDUSTRIAL;3;VIDA;-25,5301814;-49,3370718
PALMYRA CRIVELLARO BERTOLDE;CAMPO DE SANTANA;41;PATRIMONIO;-25,5920395;-49,3370105
PALMYRA CRIVELLARO BERTOLDE;CAMPO DE SANTANA;2;VIDA;-25,5920395;-49,3370105
RODRIGO FAIÇAL ZENI;CIDADE INDUSTRIAL;2;VIDA;-25,506464;-49,3368746
ANTONIO REINALDO ZANON;CIDADE INDUSTRIAL;33;PATRIMONIO;-25,4789291;-49,3367842
ANTONIO REINALDO ZANON;CIDADE INDUSTRIAL;9;VIDA;-25,4789291;-49,3367842
JORNALISTA EMÍLIO ZOLA FLORENZANO;TATUQUARA;141;PATRIMONIO;-25,5756889;-49,336774
 JORNALISTA EMÍLIO ZOLA FLORENZANO;TATUQUARA;12;PATRIMONIO;-25,5756889;-49,336774
JORNALISTA EMÍLIO ZOLA FLORENZANO;TATUQUARA;4;VIDA;-25,5756889;-49,336774
JORNALISTA EMÍLIO ZOLA FLORENZANO;TATUQUARA;22;PATRIMONIO;-25,5756889;-49,336774
JORNALISTA EMÍLIO ZOLA FLORENZANO;TATUQUARA;14;VIDA;-25,5756889;-49,336774
JERÔNIMO DE SOUZA SOBRINHO;CIDADE INDUSTRIAL;7;PATRIMONIO;-25,5127905;-49,3365458
LYDIA GIRARDI BERTHOLDI;CAMPO DE SANTANA;2;VIDA;-25,5909255;-49,3361772
ALGACYR MANOEL VOLUZ;TATUQUARA;6;PATRIMONIO;-25,5796706;-49,3361485
ALGACYR MANOEL VOLUZ;TATUQUARA;2;VIDA;-25,5796706;-49,3361485
PROFESSOR OSCAR SANCHES MONTEIRO;CIDADE INDUSTRIAL;2;VIDA;-25,5100712;-49,3360336
AUGUSTO BERTOLDI;CAMPO DE SANTANA;2;VIDA;-25,5857235;-49,3358635
POETA BERNARDO GUIMARÃES;TATUQUARA;3;VIDA;-25,5693929;-49,3357371
ARCÉSIO DE BARROS LIMA;TATUQUARA;4;VIDA;-25,564916;-49,3357154
JOÃO SCREMIN;CAMPO COMPRIDO;2;VIDA;-25,4481352;-49,3355147
PAULO ROBERTO REGO BARROS BISCAIA;CIDADE INDUSTRIAL;4;VIDA;-25,4798368;-49,3354449
EMILIO ROMANI;CIDADE INDUSTRIAL;131;PATRIMONIO;-25,5302244;-49,3354421
EMÍLIO ROMANI;CIDADE INDUSTRIAL;73;PATRIMONIO;-25,5302244;-49,3354421
EMILIO ROMANI;CIDADE INDUSTRIAL;11;VIDA;-25,5302244;-49,3354421
 EMILIO ROMANI;CIDADE INDUSTRIAL;6;PATRIMONIO;-25,5302244;-49,3354421
EMÍLIO ROMANI;CIDADE INDUSTRIAL;5;VIDA;-25,5302244;-49,3354421
MONSENHOR IVO ZANLORENZI;CAMPO COMPRIDO;33;VIDA;-25,441289;-49,3354198
MONSENHOR IVO ZANLORENZI;CAMPINA DO SIQUEIRA;15;PATRIMONIO;-25,441289;-49,3354198
MONSENHOR IVO ZANLORENZI;CAMPO COMPRIDO;15;PATRIMONIO;-25,441289;-49,3354198
 MONSENHOR IVO ZANLORENZI;CAMPO COMPRIDO;6;VIDA;-25,441289;-49,3354198
MONSENHOR IVO ZANLORENZI;MOSSUNGUÊ;5;VIDA;-25,441289;-49,3354198
MONSENHOR IVO ZANLORENZI;CAMPO COMPRIDO;13;VIDA;-25,441289;-49,3354198
MONSENHOR IVO ZANLORENZI;CAMPO COMPRIDO;9;PATRIMONIO;-25,441289;-49,3354198
ATÍLIO VIEIRA DE MOURA;CIDADE INDUSTRIAL;12;PATRIMONIO;-25,5073549;-49,3353994
CORONEL AVIADOR JOSÉ BIAGINI MORAES;TATUQUARA;2;VIDA;-25,5598536;-49,3353374
ARTHUR MARTINS FRANCO;CIDADE INDUSTRIAL;170;PATRIMONIO;-25,4949253;-49,3352804
ARTHUR MARTINS FRANCO;CIDADE INDUSTRIAL;12;VIDA;-25,4949253;-49,3352804
ARTHUR MARTINS FRANCO;FAZENDINHA;5;VIDA;-25,4949253;-49,3352804
ODIR GOMES DA ROCHA;TATUQUARA;148;PATRIMONIO;-25,5730389;-49,3351759
ODIR GOMES DA ROCHA;TATUQUARA;9;VIDA;-25,5730389;-49,3351759
JOÃO BERTOLDI;CAMPO DE SANTANA;2;VIDA;-25,5927586;-49,3349866
SATURNINO MIRANDA;SANTA FELICIDADE;5;VIDA;-25,3926468;-49,3349558
FRANCISCO DALLALIBERA;SANTA FELICIDADE;2;VIDA;-25,3926232;-49,3348981
OLIVIO JOSE ROSSETTI;TATUQUARA;100;PATRIMONIO;-25,5742764;-49,3348542
OLÍVIO JOSÉ ROSSETTI;TATUQUARA;70;PATRIMONIO;-25,5742764;-49,3348542
OLIVIO JOSE ROSSETTI;TATUQUARA;5;VIDA;-25,5742764;-49,3348542
OLÍVIO JOSÉ ROSSETTI;TATUQUARA;4;VIDA;-25,5742764;-49,3348542
JOÃO REFFO;SANTA FELICIDADE;26;PATRIMONIO;-25,3842965;-49,3348105
JOÃO REFFO;SANTA FELICIDADE;8;VIDA;-25,3842965;-49,3348105
ESTER SARA BOROWSKI;TATUQUARA;2;VIDA;-25,5541322;-49,3346962
ARISTIDES TISSOT;CIDADE INDUSTRIAL;2;VIDA;-25,4759607;-49,3345918
ELIZABETH PARODI;TATUQUARA;3;VIDA;-25,574377;-49,3343048
ALCIDES DARCANCHY;SANTA FELICIDADE;2;VIDA;-25,3879932;-49,3340569
ANTONIA MOLINA BELA;CIDADE INDUSTRIAL;5;PATRIMONIO;-25,52852626;-49,33395169
ROBERTO PEIXOTO DE SOUZA;FAZENDINHA;2;VIDA;-25,4859573;-49,3339476
WALTER SPRENGEL;TATUQUARA;4;VIDA;-25,5769164;-49,3339436
WIEGANDO OLSEN;CIDADE INDUSTRIAL;19;PATRIMONIO;-25,5223202;-49,3338867
JORNALISTA ARAMIS MILARCH;TATUQUARA;21;PATRIMONIO;-25,56576473;-49,33388109
JOSÉ RISSETO;SANTA FELICIDADE;3;VIDA;-25,4103568;-49,3335282
PAUL GARFUNKEL;CIDADE INDUSTRIAL;53;PATRIMONIO;-25,5518067;-49,3334788
PAUL GARFUNKEL;CIDADE INDUSTRIAL;6;VIDA;-25,5518067;-49,3334788
VICENTE MICHELOTTO;CIDADE INDUSTRIAL;54;PATRIMONIO;-25,523236;-49,3333697
 VICENTE MICHELOTTO;CIDADE INDUSTRIAL;9;PATRIMONIO;-25,523236;-49,3333697
VICENTE MICHELOTTO;CIDADE INDUSTRIAL;3;VIDA;-25,523236;-49,3333697
LUÍS BERTOLDI;CAMPO DE SANTANA;21;PATRIMONIO;-25,5885591;-49,3328525
ANTONIA MOLINA BELLA;CIDADE INDUSTRIAL;11;PATRIMONIO;-25,5315375;-49,3328267
ANTÔNIA MOLINA BELLA;CIDADE INDUSTRIAL;8;PATRIMONIO;-25,5315375;-49,3328267
ANTONIA MOLINA BELLA;CIDADE INDUSTRIAL;2;VIDA;-25,5315375;-49,3328267
MARIA DA LUZ BATISTA;TATUQUARA;2;VIDA;-25,5806983;-49,332764
JOANNA EMMA DALPOZZO ZARDO;SANTA FELICIDADE;16;PATRIMONIO;-25,3891127;-49,3326772
DANIEL CESARIO PEREIRA;SANTA FELICIDADE;5;PATRIMONIO;-25,3865048;-49,3325692
DANIEL CESÁRIO PEREIRA;SANTA FELICIDADE;5;PATRIMONIO;-25,3865048;-49,3325692
RODOLPHO DOUBEK;CIDADE INDUSTRIAL;22;PATRIMONIO;-25,5129602;-49,3324971
RODOLPHO DOUBEK;CIDADE INDUSTRIAL;2;VIDA;-25,5129602;-49,3324971
LUIZ RONALDO CANALLI;CAMPO COMPRIDO;12;PATRIMONIO;-25,4620581;-49,3324592
LUIZ RONALDO CANALLI;CAMPO COMPRIDO;5;VIDA;-25,4620581;-49,3324592
OURO VERDE;CAPÃO RASO;11;PATRIMONIO;-25,50788605;-49,33218177
OURO VERDE;CAPÃO RASO;4;VIDA;-25,50788605;-49,33218177
PRESIDENTE JOAO GOULART;TATUQUARA;22;PATRIMONIO;-25,5772132;-49,3321452
PRESIDENTE JOAO GOULART;TATUQUARA;2;VIDA;-25,5772132;-49,3321452
PRESIDENTE JOÃO GOULART;TATUQUARA;2;VIDA;-25,5772132;-49,3321452
PRESIDENTE JOÃO GOULART;TATUQUARA;24;PATRIMONIO;-25,5772132;-49,3321452
ENGENHEIRO JOÃO KLOSS;TATUQUARA;7;PATRIMONIO;-25,5715173;-49,332036
ENGENHEIRO JOÃO KLOSS;TATUQUARA;6;VIDA;-25,5715173;-49,332036
WALDEMAR CAVANHA;CAMPO COMPRIDO;13;PATRIMONIO;-25,4776383;-49,3320074
WALDEMAR CAVANHA;CAMPO COMPRIDO;9;VIDA;-25,4776383;-49,3320074
ANTÔNIO VIVALDI;FAZENDINHA;2;VIDA;-25,4814583;-49,3317485
LUDOVICO ZANIER;CIDADE INDUSTRIAL;3;VIDA;-25,4982925;-49,3315114
JOVENILSON AMÉRICO DE OLIVEIRA;TATUQUARA;124;PATRIMONIO;-25,5589008;-49,3313455
JOVENILSON AMÉRICO DE OLIVEIRA;TATUQUARA;17;VIDA;-25,5589008;-49,3313455
OLIVARDO KONOROSKI BUENO;TATUQUARA;11;PATRIMONIO;-25,5752582;-49,3313351
OLIVARDO KONOROSKI BUENO;TATUQUARA;8;VIDA;-25,5752582;-49,3313351
ERNESTO GERMANO FRANCISCO HANNEMANN;TATUQUARA;46;PATRIMONIO;-25,55940255;-49,331307
ZEM BERTAPELLE;SANTA FELICIDADE;17;PATRIMONIO;-25,3974866;-49,3309819
SANTO INÁCIO;CIDADE INDUSTRIAL;8;PATRIMONIO;-25,4271586;-49,3309502
SANTO INÁCIO;CIDADE INDUSTRIAL;2;VIDA;-25,4271586;-49,3309502
PIAZZA SAN MARCO;SANTA FELICIDADE;2;VIDA;-25,4112473;-49,3307823
VEREADOR ELIAS KARAM;FAZENDINHA;10;PATRIMONIO;-25,48016217;-49,33075407
VEREADOR ELIAS KARAM;FAZENDINHA;25;PATRIMONIO;-25,48020091;-49,33070043
PADRE JOSÉ MARTINI;SANTA FELICIDADE;2;VIDA;-25,3834012;-49,3305962
HENRIQUE MATTIOLI;FAZENDINHA;11;PATRIMONIO;-25,4843874;-49,330378
EMANOEL ERNESTO BERTOLDI;CAMPO DE SANTANA;4;VIDA;-25,5892828;-49,3303767
ANGELINA BRAGA CORTEZZI;SANTA FELICIDADE;4;VIDA;-25,3810929;-49,3303318
JOSÉ ANTONIO LEPREVOST;SANTA CÂNDIDA;19;PATRIMONIO;-25,5997155;-49,3301001
JOSÉ ANTÔNIO LEPREVOST;SANTA CÂNDIDA;9;PATRIMONIO;-25,5997155;-49,3301001
JOSÉ ANTONIO LEPREVOST;SANTA CÂNDIDA;3;VIDA;-25,5997155;-49,3301001
JOSÉ ANTÔNIO LEPREVOST;SANTA CÂNDIDA;3;VIDA;-25,5997155;-49,3301001
NELSON PIZZANI;CIDADE INDUSTRIAL;9;VIDA;-25,5202074;-49,3299583
IRMÃ FAUSTINA KOWALSKA;TATUQUARA;2;VIDA;-25,5671904;-49,3297561
ARY ROLIM COSTA;FAZENDINHA;5;VIDA;-25,4826232;-49,3296355
DEP. HEITOR ALENCAR FURTADO;CIDADE INDUSTRIAL;106;PATRIMONIO;-25,4364331;-49,3296203
DEP. HEITOR ALENCAR FURTADO;CAMPO COMPRIDO;43;PATRIMONIO;-25,4364331;-49,3296203
DEP. HEITOR ALENCAR FURTADO;MOSSUNGUÊ;35;PATRIMONIO;-25,4364331;-49,3296203
DEP. HEITOR ALENCAR FURTADO;CIDADE INDUSTRIAL;27;VIDA;-25,4364331;-49,3296203
DEP. HEITOR ALENCAR FURTADO;CAMPINA DO SIQUEIRA;26;PATRIMONIO;-25,4364331;-49,3296203
DEP. HEITOR ALENCAR FURTADO;CAMPO COMPRIDO;14;VIDA;-25,4364331;-49,3296203
DEP. HEITOR ALENCAR FURTADO;MOSSUNGUÊ;7;VIDA;-25,4364331;-49,3296203
DEP. HEITOR ALENCAR FURTADO;CAMPINA DO SIQUEIRA;3;VIDA;-25,4364331;-49,3296203
OVIDIO ALBERTO DE CARVALHO;CIDADE INDUSTRIAL;2;VIDA;-25,5128663;-49,3294894
ROSA DE BARROS;CAMPO COMPRIDO;47;PATRIMONIO;-25,4671382;-49,3294199
VIRGÍLIO AVANCI;TATUQUARA;2;VIDA;-25,5763284;-49,3294052
MIGUEL FURMANN;CAMPO DE SANTANA;2;VIDA;-25,5813426;-49,3293978
EUGÊNIO GERALDO ZEGLIN;TATUQUARA;7;PATRIMONIO;-25,5692162;-49,32935
EUGENIO GERALDO ZEGLIN;TATUQUARA;5;PATRIMONIO;-25,5692162;-49,32935
JOÃO ANTÔNIO BRAGA CORTES;FAZENDINHA;8;PATRIMONIO;-25,4873695;-49,3293128
JOÃO ANTONIO BRAGA CORTES;FAZENDINHA;7;PATRIMONIO;-25,4873695;-49,3293128
SANTA LUCIA;CAJURU;4;VIDA;-25,5907001;-49,3291941
MADRE CLÉLIA MERLONI;SANTA FELICIDADE;7;PATRIMONIO;-25,3985623;-49,3290518
MADRE CLÉLIA MERLONI;SANTA FELICIDADE;3;VIDA;-25,3985623;-49,3290518
GASTÃO NATAL SIMONE;CIDADE INDUSTRIAL;7;PATRIMONIO;-25,5153456;-49,3290117
CECÍLIA VIGO BRUZAMOLIN;CAMPO DE SANTANA;10;PATRIMONIO;-25,5951268;-49,3289774
CECÍLIA VIGO BRUZAMOLIN;CAMPO DE SANTANA;2;VIDA;-25,5951268;-49,3289774
DESEMBARGADOR CID CAMPELO;CIDADE INDUSTRIAL;168;PATRIMONIO;-25,5148056;-49,328943
DES. CID CAMPELO;CIDADE INDUSTRIAL;101;PATRIMONIO;-25,5148056;-49,328943
DESEMBARGADOR CID CAMPELO;CIDADE INDUSTRIAL;11;VIDA;-25,5148056;-49,328943
DES. CID CAMPELO;CIDADE INDUSTRIAL;5;VIDA;-25,5148056;-49,328943
ERNESTO VALT;MOSSUNGUÊ;2;VIDA;-25,4316668;-49,3288916
ARTHUR BELACHE;SANTA FELICIDADE;7;PATRIMONIO;-25,3820752;-49,328786
ARTHUR BELACHE;SANTA FELICIDADE;2;VIDA;-25,3820752;-49,328786
SANTA BERTILLA BOSCARDIN;SANTA FELICIDADE;23;PATRIMONIO;-25,4004806;-49,3285241
SANTA BERTILLA BOSCARDIN;SANTA FELICIDADE;11;VIDA;-25,4004806;-49,3285241
SANTA BERTILLA BOSCARDIN;VISTA ALEGRE;3;VIDA;-25,4004806;-49,3285241
ADORIDES DE JESUS CRUZ CAMARGO;FAZENDINHA;9;VIDA;-25,47699961;-49,3280821
RENATO POLATTI;CAMPO COMPRIDO;7;PATRIMONIO;-25,4609631;-49,3278995
ANGELO TOZIM;CAMPO DE SANTANA;50;PATRIMONIO;-25,5877365;-49,327869
ÂNGELO TOZIM;CAMPO DE SANTANA;34;PATRIMONIO;-25,5877365;-49,327869
ANGELO TOZIM;CAMPO DE SANTANA;4;VIDA;-25,5877365;-49,327869
ÂNGELO TOZIM;CAMPO DE SANTANA;4;VIDA;-25,5877365;-49,327869
MARCOS MOCELLIN;SANTA FELICIDADE;2;VIDA;-25,4034104;-49,3276686
ELOI MICHELETO;FAZENDINHA;8;PATRIMONIO;-25,4799134;-49,3275099
ENGENHEIRO ARIEL VILLAR TACLA;CIDADE INDUSTRIAL;6;PATRIMONIO;-25,5016839;-49,3275081
JUSCELINO KUBITSCHEK DE OLIVEIRA EC;CIDADE INDUSTRIAL;21;PATRIMONIO;-25,52874658;-49,32707255
JUSCELINO KUBITSCHEK DE OLIVEIRA EC;CIDADE INDUSTRIAL;5;VIDA;-25,52874658;-49,32707255
DA LAPA;CENTRO;37;PATRIMONIO;-25,5600737;-49,3270709
DA LAPA;CENTRO;10;VIDA;-25,5600737;-49,3270709
DENILSON FELIPE DE LIMA;CIDADE INDUSTRIAL;5;PATRIMONIO;-25,5096016;-49,3270459
JOSÉ GONÇALVES JÚNIOR;CAMPO COMPRIDO;11;PATRIMONIO;-25,4651793;-49,326932
JOSÉ GONÇALVES JÚNIOR;CAMPO COMPRIDO;2;VIDA;-25,4651793;-49,326932
ARNALDO THÁ;FAZENDINHA;5;PATRIMONIO;-25,4789051;-49,3268232
ARNALDO THÁ;FAZENDINHA;4;VIDA;-25,4789051;-49,3268232
BENJAMIN MION;SANTA FELICIDADE;2;VIDA;-25,3771556;-49,3267275
SÉRGIO CARLOS MARTINS LEAL;CIDADE INDUSTRIAL;9;PATRIMONIO;-25,5104124;-49,3266525
WANDA WOLF;SANTA FELICIDADE;12;PATRIMONIO;-25,3781096;-49,3265842
WANDA WOLF;SANTA FELICIDADE;2;VIDA;-25,3781096;-49,3265842
LÉA MOREIRA DE SOUZA MOURA;CIDADE INDUSTRIAL;76;PATRIMONIO;-25,5109569;-49,3263547
LÉA MOREIRA DE SOUZA MOURA;CIDADE INDUSTRIAL;70;VIDA;-25,5109569;-49,3263547
 LÉA MOREIRA DE SOUZA MOURA;CIDADE INDUSTRIAL;11;PATRIMONIO;-25,5109569;-49,3263547
 LÉA MOREIRA DE SOUZA MOURA;CIDADE INDUSTRIAL;6;VIDA;-25,5109569;-49,3263547
ANAIR BALLA;SANTA FELICIDADE;14;PATRIMONIO;-25,3941977;-49,3262371
ANAIR BALLA;SANTA FELICIDADE;12;VIDA;-25,3941977;-49,3262371
BR-277 - CURITIBA / PONTA GROSSA;SANTO INÁCIO;60;PATRIMONIO;-25,43115423;-49,32622644
BR-277 - CURITIBA / PONTA GROSSA;SANTO INÁCIO;26;VIDA;-25,43115423;-49,32622644
DAVI XAVIER DA SILVA;CIDADE INDUSTRIAL;211;PATRIMONIO;-25,5105418;-49,3262167
 DAVI XAVIER DA SILVA;CIDADE INDUSTRIAL;13;PATRIMONIO;-25,5105418;-49,3262167
DAVI XAVIER DA SILVA;CIDADE INDUSTRIAL;6;VIDA;-25,5105418;-49,3262167
DAVI XAVIER DA SILVA;CENTRO CÍVICO;5;PATRIMONIO;-25,5105418;-49,3262167
DOUTOR EUGENIO BERTOLLI;SANTA FELICIDADE;2;VIDA;-25,3686422;-49,3261393
JOSÉ TEIXEIRA DE MELLO;FAZENDINHA;22;PATRIMONIO;-25,4858537;-49,3260974
JOSÉ TEIXEIRA DE MELLO;FAZENDINHA;2;VIDA;-25,4858537;-49,3260974
JÚLIO MESQUITA;FAZENDINHA;3;VIDA;-25,4874059;-49,3260772
ALFREDO JOSÉ PINTO;FAZENDINHA;40;PATRIMONIO;-25,4775291;-49,3260238
ALFREDO JOSÉ PINTO;FAZENDINHA;20;VIDA;-25,4775291;-49,3260238
JUSTO MANFRON;LAMENHA PEQUENA;2;VIDA;-25,3685913;-49,3258324
ANGELINA TURESSO CAVALIM;CIDADE INDUSTRIAL;28;PATRIMONIO;-25,5145843;-49,3258214
BERTA KLEMTZ;FAZENDINHA;19;PATRIMONIO;-25,4843116;-49,3257531
BERTA KLEMTZ;FAZENDINHA;2;VIDA;-25,4843116;-49,3257531
CURITIBA PARANAGUÁ BR-277;SANTA FELICIDADE;6;PATRIMONIO;-25,43101675;-49,32548556
LUCAS CARVALHO;CAMPO DE SANTANA;11;PATRIMONIO;-25,5949881;-49,3254584
NELSON FERREIRA DA LUZ;CAMPO COMPRIDO;7;PATRIMONIO;-25,4584055;-49,3252463
NELSON FERREIRA DA LUZ;CAMPO COMPRIDO;5;VIDA;-25,4584055;-49,3252463
SÃO VICENTE DE PAULO;CAMPINA DO SIQUEIRA;2;VIDA;-25,4300434;-49,3249668
EMIDIO NONATO DA SILVA;CIDADE INDUSTRIAL;31;PATRIMONIO;-25,5046078;-49,3249503
EMÍDIO NONATO DA SILVA;CIDADE INDUSTRIAL;8;PATRIMONIO;-25,5046078;-49,3249503
EMIDIO NONATO DA SILVA;CIDADE INDUSTRIAL;4;VIDA;-25,5046078;-49,3249503
EMÍDIO NONATO DA SILVA;CIDADE INDUSTRIAL;2;VIDA;-25,5046078;-49,3249503
ANNA GBUR BARCIK;SANTO INÁCIO;3;VIDA;-25,4247273;-49,324939
MANOEL VALDOMIRO DE MACEDO;CIDADE INDUSTRIAL;45;PATRIMONIO;-25,5168979;-49,3249164
MANOEL VALDOMIRO DE MACEDO;CIDADE INDUSTRIAL;21;VIDA;-25,5168979;-49,3249164
MÁRIO ZANLORENZI;CAMPO COMPRIDO;10;PATRIMONIO;-25,4591286;-49,3248578
MÁRIO ZANLORENZI;CAMPO COMPRIDO;2;VIDA;-25,4591286;-49,3248578
EVELAZIO AUGUSTO BLEY;TATUQUARA;9;PATRIMONIO;-25,55999773;-49,32478577
EVELAZIO AUGUSTO BLEY;TATUQUARA;6;VIDA;-25,55999773;-49,32478577
EVELÁZIO AUGUSTO BLEY;TATUQUARA;5;PATRIMONIO;-25,55999773;-49,32478577
JOSÉ BONIFACIO;CENTRO;7;VIDA;-25,5032292;-49,3246809
JOSÉ BONIFACIO;CENTRO;5;PATRIMONIO;-25,5032292;-49,3246809
JOSÉ BONIFÁCIO;CENTRO;4;VIDA;-25,5032292;-49,3246809
PÁSCOA MARIA ANÇAY;CIDADE INDUSTRIAL;2;VIDA;-25,5021386;-49,3245606
ASTOLPHO NOGUEIRA;CAMPO COMPRIDO;5;PATRIMONIO;-25,456579;-49,3245571
DOMINGOS IMBRONÍZIO;MOSSUNGUÊ;8;PATRIMONIO;-25,4350551;-49,3244545
DOMINGOS IMBRONIZIO;MOSSUNGUÊ;6;PATRIMONIO;-25,4350551;-49,3244545
FRANCISCO BARBOSA;PINHEIRINHO;2;VIDA;-25,4696294;-49,3242726
francisco de paula barbosa;CAMPO COMPRIDO;2;VIDA;-25,4696294;-49,3242726
CARLOS PARIZE;SANTA FELICIDADE;2;VIDA;-25,4098398;-49,3242481
JÚLIO PEREIRA SOBRINHO;CAMPO DE SANTANA;37;PATRIMONIO;-25,5874632;-49,324193
JÚLIO PEREIRA SOBRINHO;CAMPO DE SANTANA;6;VIDA;-25,5874632;-49,324193
JULIO PEREIRA SOBRINHO;CAMPO DE SANTANA;5;PATRIMONIO;-25,5874632;-49,324193
LUIZ LEAL DA ROCHA;CAMPO DE SANTANA;3;VIDA;-25,5814224;-49,3240938
LUIZ ZILLI;CAMPO COMPRIDO;34;PATRIMONIO;-25,4532674;-49,3239356
ANTONIO PINTO DE JESUS;CIDADE INDUSTRIAL;2;VIDA;-25,4959413;-49,3237138
JOSÉ TORRES NETO;CIDADE INDUSTRIAL;6;VIDA;-25,4966964;-49,3235913
GUILHERME FUGMANN;CIDADE INDUSTRIAL;35;PATRIMONIO;-25,5005195;-49,3235619
GUILHERME FUGMANN;CIDADE INDUSTRIAL;8;VIDA;-25,5005195;-49,3235619
WALFRIDO DE BRITTO;CIDADE INDUSTRIAL;3;VIDA;-25,5087358;-49,323544
FREDERICO LAMBERTUCCI;FAZENDINHA;5;PATRIMONIO;-25,4803328;-49,32348
DÉCIO BARRETO;CIDADE INDUSTRIAL;15;PATRIMONIO;-25,5035808;-49,3234303
DÉCIO BARRETO;CIDADE INDUSTRIAL;9;VIDA;-25,5035808;-49,3234303
ARACI FERNANDES;CAMPO COMPRIDO;5;VIDA;-25,4669504;-49,3233996
PEDRO KOSCHLA;CAMPO COMPRIDO;3;VIDA;-25,4586661;-49,3233368
ÍSIS SANSON MONTE SERRAT;TATUQUARA;2;VIDA;-25,5560955;-49,3233072
ALCIR MARTINS BASTOS;FAZENDINHA;18;PATRIMONIO;-25,4825594;-49,3231962
RUY LEAL;CAMPO DE SANTANA;6;PATRIMONIO;-25,5766141;-49,3231661
PADRE GASTON;CIDADE INDUSTRIAL;23;PATRIMONIO;-25,5121079;-49,3230556
PADRE GASTON;CIDADE INDUSTRIAL;6;PATRIMONIO;-25,5121079;-49,3230556
JOÃO PEREIRA TRINDADE;CAMPO DE SANTANA;20;PATRIMONIO;-25,5843738;-49,3229751
JOÃO PEREIRA TRINDADE;CAMPO DE SANTANA;2;VIDA;-25,5843738;-49,3229751
VIA VENETO;SANTA FELICIDADE;57;PATRIMONIO;-25,4079545;-49,3228385
VIA VENETO;SANTA FELICIDADE;39;VIDA;-25,4079545;-49,3228385
VIA VÊNETO;SANTA FELICIDADE;31;PATRIMONIO;-25,4079545;-49,3228385
VIA VÊNETO;SANTA FELICIDADE;15;VIDA;-25,4079545;-49,3228385
TERRA BOA;SANTA FELICIDADE;2;VIDA;-25,4000431;-49,3225836
REINALDO RICHTER;CAMPO COMPRIDO;10;PATRIMONIO;-25,456939;-49,3223435
REINALDO RICHTER;CAMPO COMPRIDO;2;VIDA;-25,456939;-49,3223435
FERNANDO DE SOUZA COSTA;FAZENDINHA;43;PATRIMONIO;-25,4908916;-49,3221988
GENERAL POTIGUARA;FAZENDINHA;16;PATRIMONIO;-25,4836845;-49,3221114
GENERAL POTIGUARA;CIDADE INDUSTRIAL;7;PATRIMONIO;-25,4836845;-49,3221114
GENERAL POTIGUARA;NOVO MUNDO;5;PATRIMONIO;-25,4836845;-49,3221114
GENERAL POTIGUARA;CIDADE INDUSTRIAL;3;VIDA;-25,4836845;-49,3221114
GENERAL POTIGUARA;FAZENDINHA;2;VIDA;-25,4836845;-49,3221114
TOBIAS DE MACEDO;CENTRO;14;PATRIMONIO;-25,4299804;-49,3220164
TOBIAS DE MACEDO;CENTRO;6;VIDA;-25,4299804;-49,3220164
