LATITUDE;LONGITUDE;QUANTIDADE
-25,3643427;-49,2748068;30
-25,3640078;-49,2782779;5
-25,3630655;-49,2306333;49
-25,3628297;-49,2336335;6
-25,3626209;-49,223602;6
-25,3575415;-49,2685506;5
-25,3568329;-49,2636086;203
-25,3564473;-49,2738361;19
-25,3555425;-49,2803622;56
-25,3535844;-49,2577308;25
-25,3533714;-49,266524;13
-25,3485497;-49,25585;14
