LATITUDE;LONGITUDE
-25,44276259;-49,26611481
-25,55868219;-49,26610757
-25,53390412;-49,26597788
-25,44878239;-49,26580867
-25,42045935;-49,26561165
-25,44411496;-49,26531689
-25,43697063;-49,26527479
-25,55819211;-49,26521706
-25,51292509;-49,26517847
-25,53366536;-49,26499355
-25,44842438;-49,26485081
-25,44374744;-49,26435118
-25,55770203;-49,26432654
-25,43660195;-49,26431733
-25,51258643;-49,2642048
-25,53342659;-49,26400923
-25,44806636;-49,26389295
-25,55721195;-49,26343603
-25,44337992;-49,26338547
-25,43623327;-49,26335986
-25,51224776;-49,26323113
-25,53318782;-49,2630249
-25,44770835;-49,26293509
-25,3829257;-49,26261814
-25,55672187;-49,26254551
-25,4430124;-49,26241977
-25,43586458;-49,2624024
-25,5119091;-49,26225746
-25,53294906;-49,26204057
-25,44735033;-49,26197723
-25,38370783;-49,26194269
-25,55623179;-49,261655
-25,44264488;-49,26145406
-25,4354959;-49,26144493
-25,51157044;-49,26128379
-25,38448996;-49,26126724
-25,53271029;-49,26105625
-25,44699231;-49,26101937
-25,55574171;-49,26076448
-25,3852721;-49,26059179
-25,44227736;-49,26048835
-25,43512722;-49,26048747
-25,43533625;-49,26040981
-25,51123177;-49,26031012
-25,43639401;-49,26022166
-25,44059776;-49,26019739
-25,53247152;-49,26007192
-25,4466343;-49,26006151
-25,43745177;-49,26003352
-25,38605423;-49,25991634
-25,55525163;-49,25987396
-25,43850953;-49,25984538
-25,43956729;-49,25965723
-25,44190984;-49,25952264
-25,44062505;-49,25946909
-25,51089311;-49,25933645
-25,44168281;-49,25928095
-25,38683636;-49,25924088
-25,43992833;-49,25919598
-25,44627628;-49,25910366
-25,44274057;-49,2590928
-25,53223276;-49,25908759
-25,55476155;-49,25898345
-25,44379833;-49,25890466
-25,44485609;-49,25871652
-25,3876185;-49,25856543
-25,44585905;-49,25855872
-25,44154232;-49,25855693
-25,44591386;-49,25852837
-25,44695166;-49,25841458
-25,51055445;-49,25836279
-25,44804428;-49,25827043
-25,4392589;-49,25819457
-25,44591827;-49,2581458
-25,44913689;-49,25812629
-25,53199399;-49,25810327
-25,55427147;-49,25809293
-25,4502295;-49,25798215
-25,38840063;-49,25788998
-25,45132212;-49,25783801
-25,45241473;-49,25769386
-25,44117481;-49,25759123
-25,45350734;-49,25754972
-25,45459995;-49,25740558
-25,45459995;-49,25740558
-25,51021578;-49,25738912
-25,38918276;-49,25721453
-25,55378139;-49,25720242
-25,43858947;-49,25719316
-25,44556025;-49,25718794
-25,53175522;-49,25711894
-25,45566775;-49,25705412
-25,45673555;-49,25670266
-25,44080729;-49,25662552
-25,3899649;-49,25653908
-25,50987712;-49,25641545
-25,45780336;-49,2563512
-25,55329131;-49,2563119
-25,44520224;-49,25623008
-25,43792003;-49,25619175
-25,53151646;-49,25613461
-25,45887116;-49,25599974
-25,39074703;-49,25586363
-25,44043977;-49,25565981
-25,45993896;-49,25564828
-25,50953846;-49,25544178
-25,55280123;-49,25542139
-25,46100676;-49,25529682
-25,44484422;-49,25527222
-25,4372506;-49,25519034
-25,39152916;-49,25518818
-25,53127769;-49,25515029
-25,46207456;-49,25494536
-25,44007225;-49,2546941
-25,46314236;-49,2545939
-25,55231115;-49,25453087
-25,3923113;-49,25451273
-25,50919979;-49,25446811
-25,44448621;-49,25431436
-25,46421016;-49,25424244
-25,43658117;-49,25418893
-25,53103892;-49,25416596
-25,46527796;-49,25389098
-25,39309343;-49,25383728
-25,43970473;-49,25372839
-25,55182107;-49,25364036
-25,46634576;-49,25353952
-25,46815079;-49,25353091
-25,50886113;-49,25349444
-25,44412819;-49,2533565
-25,46741356;-49,25318807
-25,43591174;-49,25318752
-25,53080016;-49,25318163
-25,39387556;-49,25316183
-25,46906592;-49,2530872
-25,43933721;-49,25276268
-25,55133099;-49,25274984
-25,4394064;-49,25268947
-25,46998106;-49,25264349
-25,50852246;-49,25252077
-25,3946577;-49,25248638
-25,44377018;-49,25239865
-25,47089619;-49,25219978
-25,53056139;-49,25219731
-25,44022618;-49,25209871
-25,55084091;-49,25185933
-25,39543983;-49,25181093
-25,47181132;-49,25175607
-25,5081838;-49,2515471
-25,44104597;-49,25150795
-25,44341216;-49,25144079
-25,53032262;-49,25121298
-25,39622196;-49,25113548
-25,55035083;-49,25096881
-25,44186575;-49,25091719
-25,43215664;-49,25085933
-25,50784514;-49,25057343
-25,44305414;-49,25048293
-25,3970041;-49,25046003
-25,44268554;-49,25032643
-25,45774789;-49,25024202
-25,53008386;-49,25022865
-25,54986075;-49,25007829
-25,43239576;-49,24986771
-25,39778623;-49,24978458
-25,45691943;-49,24966469
-25,50750647;-49,24959977
-25,4297537;-49,24957187
-25,52984509;-49,24924433
-25,42905607;-49,24922855
-25,54937067;-49,24918778
-25,42878698;-49,24912757
-25,39856836;-49,24910913
-25,45609096;-49,24908736
-25,43263489;-49,24887609
-25,42782026;-49,24868327
-25,50716781;-49,2486261
-25,4552625;-49,24851003
-25,3993505;-49,24843368
-25,54888059;-49,24829726
-25,52960632;-49,24826
-25,42685354;-49,24823897
-25,42909289;-49,24820287
-25,45443403;-49,2479327
-25,43287401;-49,24788448
-25,42588682;-49,24779467
-25,40013263;-49,24775823
-25,50682915;-49,24765243
-25,54839051;-49,24740675
-25,4249201;-49,24735037
-25,52936756;-49,24727567
-25,42912971;-49,24717719
-25,40091476;-49,24708278
-25,40091476;-49,24708278
-25,42395338;-49,24690607
-25,43311314;-49,24689286
-25,50649048;-49,24667876
-25,40194849;-49,24666078
-25,54790043;-49,24651623
-25,42298666;-49,24646177
-25,52912879;-49,24629135
-25,40298221;-49,24623878
-25,42916653;-49,24615152
-25,42201994;-49,24601747
-25,43335226;-49,24590124
-25,40401593;-49,24581678
-25,50615182;-49,24570509
-25,54741035;-49,24562572
-25,42105322;-49,24557317
-25,40504966;-49,24539478
-25,52889002;-49,24530702
-25,4200865;-49,24512887
-25,42920335;-49,24512584
-25,40608338;-49,24497278
-25,43359139;-49,24490962
-25,54692027;-49,2447352
-25,50581316;-49,24473142
-25,41911978;-49,24468457
-25,40711711;-49,24455078
-25,52865126;-49,2443227
-25,41815306;-49,24424027
-25,40815083;-49,24412878
-25,42924016;-49,24410016
-25,43383051;-49,243918
-25,54643019;-49,24384469
-25,41718633;-49,24379597
-25,50547449;-49,24375775
-25,40918456;-49,24370678
-25,41621961;-49,24335167
-25,52841249;-49,24333837
-25,41021828;-49,24328477
-25,42927698;-49,24307449
-25,54594011;-49,24295417
-25,43406964;-49,24292638
-25,41525289;-49,24290737
-25,45378088;-49,24287708
-25,411252;-49,24286277
-25,50513583;-49,24278408
-25,41428617;-49,24246307
-25,41228573;-49,24244077
-25,52817372;-49,24235404
-25,45297264;-49,24219656
-25,54545003;-49,24206365
-25,4293138;-49,24204881
-25,41331945;-49,24201877
-25,41331945;-49,24201877
-25,43430876;-49,24193477
-25,50479717;-49,24181042
-25,45216439;-49,24151605
-25,52793496;-49,24136972
-25,54495995;-49,24117314
-25,42935062;-49,24102314
-25,43454789;-49,24094315
-25,5044585;-49,24083675
-25,45135615;-49,24083553
-25,52769619;-49,24038539
-25,4505479;-49,24015502
-25,42938744;-49,23999746
-25,43478701;-49,23995153
-25,50411984;-49,23986308
-25,44973966;-49,2394745
-25,52745742;-49,23940106
-25,42942426;-49,23897178
-25,43502614;-49,23895991
-25,50378118;-49,23888941
-25,44893141;-49,23879399
-25,52721866;-49,23841674
-25,44812317;-49,23811348
-25,43526527;-49,23796829
-25,42946108;-49,23794611
-25,50344251;-49,23791574
-25,44731492;-49,23743296
-25,52697989;-49,23743241
-25,43550439;-49,23697667
-25,50310385;-49,23694207
-25,4294979;-49,23692043
-25,44650668;-49,23675245
-25,52674112;-49,23644808
-25,44569843;-49,23607193
-25,43574352;-49,23598506
-25,42953472;-49,23589475
-25,52650236;-49,23546376
-25,44489019;-49,23539142
-25,43598264;-49,23499344
-25,42957154;-49,23486908
-25,44408194;-49,2347109
-25,52626359;-49,23447943
-25,4432737;-49,23403039
-25,43622177;-49,23400182
-25,42960836;-49,2338434
-25,52602482;-49,2334951
-25,44246545;-49,23334987
-25,43646089;-49,2330102
-25,42964518;-49,23281772
-25,52578606;-49,23251078
-25,43670002;-49,23201858
-25,429682;-49,23179205
-25,52554729;-49,23152645
-25,43693914;-49,23102697
-25,42971882;-49,23076637
-25,52530852;-49,23054212
-25,43717827;-49,23003535
-25,42975564;-49,22974069
-25,52506976;-49,2295578
-25,43741739;-49,22904373
-25,42979246;-49,22871502
-25,52483099;-49,22857347
-25,52031327;-49,22823942
-25,43765652;-49,22805211
-25,52122841;-49,22779571
-25,42982928;-49,22768934
-25,52459223;-49,22758914
-25,52214354;-49,227352
-25,43789564;-49,22706049
-25,52305867;-49,22690829
-25,4298661;-49,22666366
-25,52435346;-49,22660482
-25,5239738;-49,22646458
-25,37748851;-49,22632232
-25,43813477;-49,22606887
-25,42990292;-49,22563799
-25,37673463;-49,22563303
-25,4383739;-49,22507726
-25,37598076;-49,22494375
-25,42993974;-49,22461231
-25,41959884;-49,22459514
-25,37522688;-49,22425446
-25,43861302;-49,22408564
-25,42997655;-49,22358663
-25,37447301;-49,22356517
-25,41914921;-49,22344501
-25,43885215;-49,22309402
-25,43001337;-49,22256096
-25,41869959;-49,22229488
-25,43909127;-49,2221024
-25,43005019;-49,22153528
-25,41824996;-49,22114475
-25,4393304;-49,22111078
-25,43008701;-49,2205096
-25,43956952;-49,22011916
-25,41780033;-49,21999462
-25,43012383;-49,21948393
-25,43980865;-49,21912755
-25,4173507;-49,21884449
-25,4173507;-49,21884449
-25,43016065;-49,21845825
-25,41833459;-49,21841533
-25,44004777;-49,21813593
-25,41931848;-49,21798618
-25,42030237;-49,21755703
-25,43019747;-49,21743257
-25,4402869;-49,21714431
-25,42128626;-49,21712787
-25,42227015;-49,21669872
-25,43023429;-49,2164069
-25,42325404;-49,21626957
-25,44052602;-49,21615269
-25,42423793;-49,21584041
-25,42522182;-49,21541126
-25,43027111;-49,21538122
-25,44076515;-49,21516107
-25,42620571;-49,21498211
-25,4271896;-49,21455295
-25,43030793;-49,21435554
-25,44100427;-49,21416945
-25,42817349;-49,2141238
-25,42915739;-49,21369465
-25,43034475;-49,21332987
-25,43014128;-49,21326549
-25,4412434;-49,21317784
-25,43038157;-49,21230419
-25,44148252;-49,21218622
-25,43041839;-49,21127851
-25,44172165;-49,2111946
-25,43045521;-49,21025284
-25,44196078;-49,21020298
-25,43049203;-49,20922716
-25,4421999;-49,20921136
-25,44243903;-49,20821974
-25,43052885;-49,20820148
-25,50171015;-49,20779161
-25,44267815;-49,20722813
-25,50252993;-49,20720085
-25,50334972;-49,20661009
-25,44291728;-49,20623651
-25,50416951;-49,20601933
-25,50498929;-49,20542857
-25,4431564;-49,20524489
-25,44339553;-49,20425327
-25,45176232;-49,36261627
-25,45598134;-49,37316568
-25,45176232;-49,36261627
-25,45218423;-49,36367121
-25,45260613;-49,36472615
-25,45302803;-49,36578109
-25,45344993;-49,36683603
-25,45387183;-49,36789098
-25,45429373;-49,36894592
-25,45471563;-49,37000086
-25,45513753;-49,3710558
-25,45555944;-49,37211074
-25,45598134;-49,37316568
-25,45598134;-49,37316568
-25,4550027;-49,37385212
-25,45402407;-49,37453855
-25,45304543;-49,37522499
-25,45206679;-49,37591142
-25,45206679;-49,37591142
-25,4526633;-49,3768129
-25,4532598;-49,37771439
-25,4538563;-49,37861587
-25,4544528;-49,37951735
-25,4550493;-49,38041883
-25,4556458;-49,38132032
-25,4562423;-49,3822218
-25,4731333;-49,29444472
-25,47213052;-49,29415512
-25,47112775;-49,29386552
-25,47012498;-49,29357592
-25,4691222;-49,29328632
-25,46811943;-49,29299672
-25,46711666;-49,29270712
-25,46611388;-49,29241752
-25,46511111;-49,29212792
-25,46410834;-49,29183832
-25,46310556;-49,29154872
-25,46210279;-49,29125912
-25,46110001;-49,29096952
-25,46009724;-49,29067992
-25,45909447;-49,29039032
-25,45809169;-49,29010072
-25,45708892;-49,28981112
-25,45608615;-49,28952152
-25,45508337;-49,28923192
-25,4540806;-49,28894232
-25,45307783;-49,28865272
-25,45207505;-49,28836312
-25,45107228;-49,28807352
-25,52589516;-49,29768967
-25,52508908;-49,29707703
-25,524283;-49,29646439
-25,52347691;-49,29585175
-25,52267083;-49,29523911
-25,52186474;-49,29462647
-25,52105866;-49,29401383
-25,52025257;-49,29340119
-25,51944649;-49,29278855
-25,51864041;-49,29217591
-25,51783432;-49,29156327
-25,51702824;-49,29095063
-25,51622215;-49,29033799
-25,51541607;-49,28972535
-25,51460998;-49,28911271
-25,5138039;-49,28850007
-25,51299782;-49,28788743
-25,51219173;-49,28727479
-25,51138565;-49,28666215
-25,51057956;-49,28604951
-25,50977348;-49,28543688
-25,5089674;-49,28482424
-25,50816131;-49,2842116
-25,50735523;-49,28359896
-25,50654914;-49,28298632
-25,50574306;-49,28237368
-25,50493697;-49,28176104
-25,50413089;-49,2811484
-25,50332481;-49,28053576
-25,50251872;-49,27992312
-25,50171264;-49,27931048
-25,50090655;-49,27869784
-25,50010047;-49,2780852
-25,49929438;-49,27747256
-25,4984883;-49,27685992
-25,49768222;-49,27624728
-25,49687613;-49,27563464
-25,49607005;-49,275022
-25,49526396;-49,27440936
-25,49445788;-49,27379672
-25,49365179;-49,27318408
-25,49284571;-49,27257144
-25,49203963;-49,27195881
-25,49123354;-49,27134617
-25,49042746;-49,27073353
-25,48962137;-49,27012089
-25,48881529;-49,26950825
-25,4880092;-49,26889561
-25,48720312;-49,26828297
-25,48639704;-49,26767033
-25,48559095;-49,26705769
-25,48478487;-49,26644505
-25,48397878;-49,26583241
-25,4831727;-49,26521977
-25,48236661;-49,26460713
-25,48156053;-49,26399449
-25,48075445;-49,26338185
-25,47994836;-49,26276921
-25,47914228;-49,26215657
-25,47833619;-49,26154393
-25,47753011;-49,26093129
-25,47672402;-49,26031865
-25,47591794;-49,25970601
-25,47511186;-49,25909338
-25,47430577;-49,25848074
-25,47349969;-49,2578681
-25,4726936;-49,25725546
-25,47188752;-49,25664282
-25,47108143;-49,25603018
-25,47027535;-49,25541754
-25,46946927;-49,2548049
-25,46866318;-49,25419226
-25,4678571;-49,25357962
-25,5010583;-49,23673293
-25,50067139;-49,23573627
-25,50028448;-49,23473961
-25,49989756;-49,23374296
-25,49951065;-49,2327463
-25,49912373;-49,23174965
-25,49873682;-49,23075299
-25,4983499;-49,22975634
-25,49796299;-49,22875968
-25,49757607;-49,22776303
-25,49718916;-49,22676637
-25,49680224;-49,22576971
-25,49641533;-49,22477306
-25,43917595;-49,25267941
-25,43999641;-49,25209128
-25,44081686;-49,25150314
-25,44163732;-49,25091501
-25,44245777;-49,25032688
-25,44327823;-49,24973874
-25,44409868;-49,24915061
-25,44491914;-49,24856247
-25,44573959;-49,24797434
-25,44656005;-49,24738621
-25,4473805;-49,24679807
-25,44820096;-49,24620994
-25,44902141;-49,24562181
-25,44984187;-49,24503367
-25,45066232;-49,24444554
-25,45148278;-49,2438574
-25,45230323;-49,24326927
-25,45312369;-49,24268114
-25,45394414;-49,242093
-25,4547646;-49,24150487
-25,45558505;-49,24091673
-25,45640551;-49,2403286
-25,45722596;-49,23974047
-25,45804642;-49,23915233
-25,45886687;-49,2385642
-25,45968733;-49,23797606
-25,46050779;-49,23738793
-25,46132824;-49,2367998
-25,4621487;-49,23621166
-25,46296915;-49,23562353
-25,46378961;-49,23503539
-25,46461006;-49,23444726
-25,46543052;-49,23385913
-25,46625097;-49,23327099
-25,46707143;-49,23268286
-25,46789188;-49,23209472
-25,46871234;-49,23150659
-25,46953279;-49,23091846
-25,47035325;-49,23033032
-25,4711737;-49,22974219
-25,47199416;-49,22915405
-25,47281461;-49,22856592
-25,47363507;-49,22797779
-25,47445552;-49,22738965
-25,47527598;-49,22680152
-25,47609643;-49,22621338
-25,47691689;-49,22562525
-25,47773734;-49,22503712
-25,4785578;-49,22444898
-25,47937825;-49,22386085
-25,48019871;-49,22327271
-25,48101916;-49,22268458
-25,48183962;-49,22209645
-25,48266007;-49,22150831
-25,48348053;-49,22092018
-25,48430098;-49,22033205
-25,48512144;-49,21974391
-25,48594189;-49,21915578
-25,48676235;-49,21856764
-25,4875828;-49,21797951
-25,48840326;-49,21739138
-25,48922372;-49,21680324
-25,49004417;-49,21621511
-25,49086463;-49,21562697
-25,49168508;-49,21503884
-25,49250554;-49,21445071
-25,49332599;-49,21386257
-25,49414645;-49,21327444
-25,4949669;-49,2126863
-25,49578736;-49,21209817
-25,49660781;-49,21151004
-25,49742827;-49,2109219
-25,49824872;-49,21033377
-25,49906918;-49,20974563
-25,49988963;-49,2091575
-25,50071009;-49,20856937
