NOME;LOGRADOURO;BAIRRO;TIPO;LATITUDE;LONGITUDE
TREM DO FUTURO, C E I;RUA EMILIA CHOPACZ 90;CIC;PRIVADO;-25,4508565;-49,3529103
PICCOLO, C E I;RUA DR PEDRO AUGUSTO MENNA B MONCLARO 301;AGUA VERDE;PRIVADO;-25,4509476;-49,2735748
OASIS, C E I;AV IGUACU 3344;SANTA QUITERIA;PRIVADO;-25,4509847;-49,293153
KAMBALHOTA, C E I;AV SILVA JARDIM 4063;SEMINARIO;PRIVADO;-25,4509864;-49,2963949
CASA DA CRIANCA SAO JOSE, C E I;RUA RAUL DE OLIVEIRA 223;CAJURU;PRIVADO;-25,4518869;-49,2162741
PODIUM, E-EI EF;RUA VICENTE DE CARVALHO 203;CAJURU;PRIVADO;-25,4521101;-49,2243809
JOAO E MARIA, C E I;RUA RODOLPHO SENFF 1067;JARDIM DAS AMERICAS;PRIVADO;-25,4522159;-49,2281812
KAMBALHOTA BABY, CEI;RUA TEIXEIRA SOARES 333;SEMINARIO;PRIVADO;-25,4522683;-49,298475
CIRANDA DO BEBE, C E I;RUA NATAL 996;CAJURU;PRIVADO;-25,4524225;-49,2099066
PUC;RUA IMACULADA CONCEIÇÃO 1155;PRADO VELHO;PRIVADO;-25,45250893;-49,25050139
LUAN MULLER, E-EI EF MOD ED ESP;RUA PROFESSOR JOAO ARGEMIRO LOYOLA 220;SEMINARIO;PRIVADO;-25,4525626;-49,3030084
O BICHO GRILO, C E I;RUA CHILE 2258;AGUA VERDE;PRIVADO;-25,4526494;-49,2705961
MARIO CRISTOVAO-TECPUC, C IR-EM PROFIS;RUA IMACULADA CONCEICAO 1155;PRADO VELHO;PRIVADO;-25,45265305;-49,25109418
SAO CARLOS BORROMEO, E-EI EF;RUA CORONEL FRANCISCO H DOS SANTOS 610;JARDIM DAS AMERICAS;PRIVADO;-25,45282001;-49,23046842
GRYZU, C E I;RUA HERCULANO CARLOS FRANCO DE SOUZA 745;AGUA VERDE;PRIVADO;-25,4529847;-49,2915964
CAMINHO DO FUTURO, C E I;RUA IGNES COLLE MUNHOZ 300;CIC;PRIVADO;-25,4531364;-49,3542052
TIA CIDA, C E I;RUA EMILIA ERICHEN 10;CAMPO COMPRIDO;PRIVADO;-25,45351427;-49,35415044
CARROSSEL, C E I;RUA CUIABA 1579;CAJURU;PRIVADO;-25,453688;-49,206735
CONSTRUTIVO DE CURITIBA, C E I;RUA CONSELHEIRO DANTAS 1294;PAROLIN;PRIVADO;-25,4537553;-49,2699533
EQUILIBRIO, C E I;AV IGUACU 4154;SEMINARIO;PRIVADO;-25,4537884;-49,300794
A MAO COOPERADORA-C COMPRIDO, C E I;RUA GASTAO DE ABREU PIRES 385;CAMPO COMPRIDO;PRIVADO;-25,4541262;-49,3547684
SAINT MICHEL, C-EI EF M;RUA NARDY MULLER DA COSTA 70;AGUA VERDE;PRIVADO;-25,4543199;-49,3187136
CANTINHO DE SOL, C E I;RUA CORONEL CARLOS BARDELLI 482;OFICINAS;PRIVADO;-25,4543803;-49,2194994
PONTO ALTO, C E I;RUA RODOLPHO SENFF 241;CAJURU;PRIVADO;-25,4544241;-49,229147
ASSUNTA, C E I MDE;RUA RODOLPHO SENFF 241;JARDIM DAS AMERICAS;PRIVADO;-25,4544241;-49,229147
TIO PATINHAS, C E I;RUA DOUTOR RAUL CARNEIRO FILHO 57;REBOUCAS;PRIVADO;-25,4546408;-49,2714916
DESAFIO, C E I;RUA CORONEL HOCHE PEDRA PIRES 243;SEMINARIO;PRIVADO;-25,4546528;-49,3009881
CARMELA DE JESUS, C E I MADRE;RUA ESTADO DE ISRAEL 190;VILA IZABEL;PRIVADO;-25,4546675;-49,2985469
BANDEIRANTES, E-EI EF;RUA CUIABA 1284;OFICINAS;PRIVADO;-25,4547665;-49,2097122
ALFABETO MAGICO, C E I;RUA LUIZ FRANCA 2006;CAJURU;PRIVADO;-25,4550142;-49,21778
NOVO EDUCANDARIO, C E I;AVENIDA NOSSA SENHORA DE LOURDES 565;JARDIM DAS AMERICAS;PRIVADO;-25,4550649;-49,2261783
ESPACO LIVRE, C E I;RUA SILVEIRA NETO 659;AGUA VERDE;PRIVADO;-25,4552376;-49,2730386
BIZINELLI, C E I;RUA TAMOIOS 174;VILA IZABEL;PRIVADO;-25,4555189;-49,2955715
SIDNEY ANTONIO, ESC EDUC ESP;RUA JACINTO ANTUNES DA SILVA 650;AGUA VERDE;PRIVADO;-25,4555553;-49,2720119
MUNDO DISNEY-SEDE, C E I;RUA CASTRO 179;AGUA VERDE;PRIVADO;-25,4555706;-49,2775085
UMBRELLA, E-EI EF;RUA DELEGADO TRINDADE 278;SANTA QUITERIA;PRIVADO;-25,4556522;-49,3130708
ESTIMULO, C E I;RUA MAESTRO ROMUALDO SURIANI 141;JARDIM DAS AMERICAS;PRIVADO;-25,4556691;-49,2393857
CASA DO BEBE, CRECHE-EI;RUA WENCESLAU GLASER 389;VILA IZABEL;PRIVADO;-25,456191;-49,300478
C A E E LOUIS BRAILLE,;RUA SAMUEL CEZAR 406;AGUA VERDE;PRIVADO;-25,4563288;-49,2842636
CRISTA DE CURITIBA, E-EI EF;RUA JOAO DEMBINSKI 921;CAMPO COMPRIDO;PRIVADO;-25,456426;-49,3474612
ESPACO PEDACINHO DO CEU, CREC-EI;AVNOSSA SENHORA DE LOURDES 737;JARDIM DAS AMERICAS;PRIVADO;-25,45654533;-49,22540556
BOM JESUS AGUA VERDE II, E-EI EF;RUA JACINTO ANTUNES DA SILVA 346;AGUA VERDE;PRIVADO;-25,4565871;-49,2721926
FAZ - FACULDADE ZIROLDO;R. ANA BERTA ROSKAMP 428;JARDIM DAS AMERICAS;PRIVADO;-25,4566342;-49,22970216
CIA DO BEBE E DA CRIANCA, C E I;RUA JOAO ALENCAR GUIMARAES 568;SANTA QUITERIA;PRIVADO;-25,4566769;-49,3093427
MATITA PERE, C E I;RUA JOAO ALENCAR GUIMARAES 568;SANTA QUITERIA;PRIVADO;-25,4566769;-49,3093427
CRESCENDO E APRENDENDO, C E I;RUA OTAVIO FRANCISCO DIAS 374;AGUA VERDE;PRIVADO;-25,4567433;-49,2767372
MUNDO DISNEY-SUBSEDE, C E I;RUA OTAVIO FRANCISCO DIAS 374;AGUA VERDE;PRIVADO;-25,4567433;-49,2767372
BOM JESUS AGUA VERDE I, E-EF;RUA NESTOR VICTOR 910;AGUA VERDE;PRIVADO;-25,4568996;-49,2724711
SAO VICENTE DE PAULO, C VICENT ED INF;RUA TRINDADE 1619;CAJURU;PRIVADO;-25,4572053;-49,201437
VICENTINO SAO VICENTE DE PAULO, C E I;RUA TRINDADE 1619;CAJURU;PRIVADO;-25,4572053;-49,201437
RECANTO INFANTIL 22, E-EI EF;RUA PROFESSOR DARIO VELOSO 1340;VILA IZABEL;PRIVADO;-25,45726717;-49,3021075
CATAVENTO, C E I;RUA SINKE FERREIRA 121;JARDIM DAS AMERICAS;PRIVADO;-25,4573192;-49,2262691
SEMENTINHA MAGICA, C E I;RUA PIAUI 894;PAROLIN;PRIVADO;-25,4574396;-49,2682366
TIA DEO, CEI;RUA JOAO DE ALENCAR GUIMARAES 805;SANTA QUITERIA;PRIVADO;-25,4575794;-49,3116607
GERACAO DO SABER-PLAISANT, C E I;RUA ALCIBIADES PLAISANT 566;AGUA VERDE;PRIVADO;-25,45785141;-49,28143314
LEONOR CASTELANO, C E I;RUA HEITOR DE ANDRADE 721;REBOUCAS;PRIVADO;-25,4586027;-49,2292399
SONHO ENCANTADO, C E I;RUA PARINTINS 1020;VILA IZABEL;PRIVADO;-25,4588393;-49,2948626
VIA AQUARELA, C E I;RUA MACEIO 1569;CAJURU;PRIVADO;-25,4589161;-49,2085095
MEU DENGUINHO, C E I;RUA URILO DO AMARAL FERREIRA 62;AGUA VERDE;PRIVADO;-25,45893394;-49,28837829
BICHINHO DA MACA, C E I;RUA PADRE OSWALDO GOMES 607;GUABIROTUBA;PRIVADO;-25,4589349;-49,2437741
CANCAO DE NINAR, CEI;RUA CASEMIRO MITCZUK 43;CIC;PRIVADO;-25,4591181;-49,3509018
FUTURO DA CRIANCA, C E I;RUA CASEMIRO MITCZUK 3;CIC;PRIVADO;-25,4591181;-49,3509018
TREM DO FUTURO BABY, C E I;RUA CASEMIRO MITCZUK 43;CIC;PRIVADO;-25,4591181;-49,3509018
MUNDO DO ABC, C E I;RUA HEBERT NEAL 147;SANTA QUITERIA;PRIVADO;-25,45938433;-49,31668599
AMIGOS DAS LETRAS, C E I;RUA DIVINA PROVIDENCIA 550;SANTA QUITERIA;PRIVADO;-25,4594353;-49,3082485
ESPACO INFANTIL, C E I;RUA SAMUEL CESAR 1354;AGUA VERDE;PRIVADO;-25,45948354;-49,2754896
FUTURO, C E I;RUA HERBERT NEAL 161;SANTA QUITERIA;PRIVADO;-25,4595321;-49,3168361
PE DA SERRA, C E I;RUA PEDRO DEMETERCO 566;JARDIM DAS AMERICAS;PRIVADO;-25,4598063;-49,2288514
REINO DA GAROTADA, C E I;RUA SEBASTIAO PARANA 584;VILA IZABEL;PRIVADO;-25,4598457;-49,2954515
CECI BABY, C E I;RUA PROF ULISSES VIEIRA 966;VILA IZABEL;PRIVADO;-25,4603;-49,2997233
CIDADA, E-EI EF;RUA ULISSES VIEIRA 1516;SANTA QUITERIA;PRIVADO;-25,4605965;-49,3049663
NOSSA SRA ASSUNCAO, C-EI EF M;RUA DR ALCIDES V ARCOVERDE 620;GUABIROTUBA;PRIVADO;-25,46089765;-49,24120166
ATUAL, C E I;RUA TAMOIOS 168;VILA IZABEL;PRIVADO;-25,4609386;-49,2966346
CENTRO EDUC PROFIS SOCOR;TRAVESSA FERREIRA DO AMARAL 20;AGUA VERDE;PRIVADO;-25,4611996;-49,2897407
A PROJECAO, E-EI EF;RUA GOVERNADOR JORGE LACERDA 163;GUABIROTUBA;PRIVADO;-25,461381;-49,2458391
CENAZA, C E I;RUA MONTESE 521;PAROLIN;PRIVADO;-25,4615346;-49,2689762
CARINHO DA MAMAE, C E I;TRAVESSA FERREIRA DO AMARAL 82;AGUA VERDE;PRIVADO;-25,4615853;-49,2890888
EFETIVO, C-EI EF M;RUA JOAO ALENCAR GUIMARAES 2243;CAMPO COMPRIDO;PRIVADO;-25,4615984;-49,325108
PAULA AMARAL, E-EI EF;RUA LUIZ RONALDO CANALLI 2901;CAMPO COMPRIDO;PRIVADO;-25,4616876;-49,3312708
CECI, C E I;RUA PROF ULISSES VIEIRA 209;VILA IZABEL;PRIVADO;-25,4618059;-49,2924216
GLOBAL, C E I;RUA ARCHANGELO SMANIOTTO 270;JARDIM DAS AMERICAS;PRIVADO;-25,4619326;-49,2221921
PASSO A PASSO-EVOLUCAO, E-EI EF;RUA MONSENHOR MANOEL VICENTE 721;AGUA VERDE;PRIVADO;-25,4619876;-49,2858443
SANTO ANJO MASTHER, E-EI EF;RUA PAMPHILLO DE ASSUNPCAO 1556;PAROLIN;PRIVADO;-25,46212989;-49,26043626
ORGANIZACAO MUNDIAL EDUC PRE ESC-OMEP;RUA RODOLFO SENFF 1677;JARDIM DAS AMERICAS;PRIVADO;-25,4621461;-49,2337411
MENINO JESUS DE NAZARE, C E I;RUA AYRTON GREIFFO 530;CAMPO COMPRIDO;PRIVADO;-25,4622031;-49,3391982
IMAGINACAO DE CRIANCA, C E I;RUA SEBASTIAO MARCOS LUIZ 1114;CAJURU;PRIVADO;-25,4622861;-49,2058127
OASIS, ESC ED ESP;RUA ASSIS FIGUEIREDO 748;VILA GUAIRA;PRIVADO;-25,463028;-49,2714733
SAO LUIS ORIONE, C E I;RUA PROFESSOR BRASILIO OUVIDIO DA COSTA 1831;SANTA QUITERIA;PRIVADO;-25,46320113;-49,3087441
INTERPARES, C E I;RUA MARQUES DO PARANA 1134;AGUA VERDE;PRIVADO;-25,4633879;-49,2879171
GLOBAL BABY, C E I;RUA BONA BUSNELLO 11;JARDIM DAS AMERICAS;PRIVADO;-25,4634748;-49,2213776
ESPACO FELIZ KIDS, C E I;RUA MARANHAO 335;AGUA VERDE;PRIVADO;-25,4637019;-49,2779986
CRESCER FELIZ, C E I;RUA TENENTE BRIGADEIRO FRANCISCO ASSIS C DE MELO 63;JARDIM DAS AMERICAS;PRIVADO;-25,46379271;-49,22466486
ESPACO FELIZ, C E I;AVENIDA PRESIDENTE KENNEDY 2089;AGUA VERDE;PRIVADO;-25,4643383;-49,2770476
CASTELINHO, C E I;RUA TABAJARAS 1111;VILA IZABEL;PRIVADO;-25,464584;-49,2985919
ALVORECER, C E I;AV PRESIDENTE KENNEDY 2184;VILA GUAIRA;PRIVADO;-25,4646076;-49,2778522
ATUACAO, E-EI EF;RUA PROF ULISSES VIEIRA 2809;SANTA QUITERIA;PRIVADO;-25,4646542;-49,31701821
ISABEL CRISTINA, C E I IR;RUA FERNANDO ZIBARTH 60;CAJURU;PRIVADO;-25,4646758;-49,19539
PEQUENO COTOLENGO, E-EI EF MOD ED ESP;RUA JOSE GONCALVES JUNIOR 140;CAMPO COMPRIDO;PRIVADO;-25,4652032;-49,3271134
MINI MASTERS, C E I;RUA GOIAS 226;AGUA VERDE;PRIVADO;-25,4652522;-49,2890172
UM SONHO DE CRIANCA, C E I;RUA MARECHAL CARDOSO JUNIOR 517;JARDIM DAS AMERICAS;PRIVADO;-25,4656573;-49,2309316
GERACAO DO SABER, C E I;RUA GOIAS 342;AGUA VERDE;PRIVADO;-25,4656743;-49,2879125
BOM JESUS,C-EF M;RUA 24 DE MAIO 135;CENTRO;PRIVADO;-25,4659701;-49,2601009
GIRASSOL DOURADO, C E I;RUA FRANCISCO VASCO GARCIA 338;CAJURU;PRIVADO;-25,4660359;-49,2030697
CRESCENDO FELIZ, C E I;AV DOS ESTADOS 709;AGUA VERDE;PRIVADO;-25,4660998;-49,2852549
CENTRO EDUC PROFIS LABORATOR DA CRIACAO;AV DOS ESTADOS 350;AGUA VERDE;PRIVADO;-25,4663425;-49,2857532
ADVENTISTA CENTENARIO, C-EI EF M;RUA ARGELIA 85;CAJURU;PRIVADO;-25,4666858;-49,2111789
TIA GRACA, PRE ESC-EI;RUA ACRE 359;AGUA VERDE;PRIVADO;-25,466789;-49,2880948
E-CRISTA VISAO DO FUTURO, C E I;RUA JORDANIA 424;CAJURU;PRIVADO;-25,4669679;-49,2099308
CENTRO EDUC PROFIS E EMP DE CTBA-CEPROME;RUA PROFESSOR ZILDO MANOEL DA CRUZ 74;PORTAO;PRIVADO;-25,4671869;-49,2967784
BALAO VERMELHO, C E I;RUA PARA 186;AGUA VERDE;PRIVADO;-25,4672855;-49,2837362
STELLA MARIS AGUA VERDE, E - EI EF;RUA PARA 186;AGUA VERDE;PRIVADO;-25,4672855;-49,2837362
ENSITEC, C-EF EM PROF;RUA ANTONIO PIETRUZA 45;PORTAO;PRIVADO;-25,4675167;-49,2920176
TREM DA FANTASIA, C E I;RUA MANOEL HYGINO DOS SANTOS 795;VILA GUAIRA;PRIVADO;-25,4677459;-49,2697911
FENIX, E-EF MOD ED ESP;RUA CAPIBERIBE 1546;PORTAO;PRIVADO;-25,4682535;-49,3021053
DOCE NINHO, C E I;RUA MARECHAL CARDOSO JUNIOR 901;JARDIM DAS AMERICAS;PRIVADO;-25,4684412;-49,2287543
SAPITUCA, C E I;RUA PARA 1124;AGUA VERDE;PRIVADO;-25,4684453;-49,2851174
PEQUENO PRINCIPE, C E I;RUA MORRETES 265;PORTAO;PRIVADO;-25,4686325;-49,2906726
SESI-PORTAO, C-EI EF M;RUA PADRE LEONARDO NUNES 180;PORTAO;PRIVADO;-25,4689752;-49,2997991
SESI, CEBJA-EF;RUA PADRE LEONARDO NUNES 180;PORTAO;PRIVADO;-25,4689752;-49,2997991
TITO, C E I FR;RUA CEILAO 474;CAJURU;PRIVADO;-25,4692832;-49,2063397
URSINHO PIMPAO, C E I;RUA ARION NIEPCE DA SILVA 363;PORTAO;PRIVADO;-25,469623;-49,2918136
FUTURO IDEAL, C E I;AV DOS ESTADOS 1322;BIGORRILHO;PRIVADO;-25,4698713;-49,2897789
PIMPAOZINHO, CRECHE-EI;AV DOS ESTADOS 1322;PORTAO;PRIVADO;-25,4698713;-49,2897789
MARCELO CRUZ, C E I PROF;RUA JOAO SOVINSKI 59;;PRIVADO;-25,4699548;-49,2050515
AQUARELA MAGICA, C E I;RUA DIONIRA MOLETTA KLEMTZ 180;SANTA QUITERIA;PRIVADO;-25,4702718;-49,3201906
INTERACAO, C E I;RUA ABEL SCUISSIATO 476;VILA GUAIRA;PRIVADO;-25,4703833;-49,2826043
SILOE, E-EF;RUA PRETEXTATO TABORDA RIBAS 1447;PORTAO;PRIVADO;-25,47050285;-49,30781232
PARTICIPACAO, C E I;RUA RIO GRANDE DO NORTE 2648;VILA GUAIRA;PRIVADO;-25,4705243;-49,279692
JARDIM ACROPOLE, C E I;RUA ANTONIO MOREIRA LOPES 1280;CAJURU;PRIVADO;-25,4706603;-49,1916147
MODELO DO PARANA, C-EI EF M;RUA ENGENHEIRO BENEDITO MARIO DA SILVA 95;VL CENTENARIO;PRIVADO;-25,470701;-49,2108429
DOM BOSCO ENSINO SUPERIOR LIMITADA;AV. PRESIDENTE WENCESLAU BRAZ 1172;ABRANCHES;PRIVADO;-25,4709449;-49,2570898
LOGUS, E-EI EF;RUA ROBERTO CHRISTENSEN 102;PORTAO;PRIVADO;-25,4710862;-49,3139272
LIVRE INICIATIVA, C E I;RUA CURUPIS 2220;PORTAO;PRIVADO;-25,4712071;-49,303678
ARTE & ENCANTO, C E I;AVENIDA JORN ADERBAL G STRESSER 996;JD MERCURIO;PRIVADO;-25,47216723;-49,20116997
TIA TANIA, C E I;RUA PARA 1831;PORTAO;PRIVADO;-25,4722622;-49,2906297
MARTINUS PORTAO, E-EI EF;RUA ARTHUR MOHR 144;PORTAO;PRIVADO;-25,4728078;-49,2995939
ESSENCIA, C E I;AV MARECHAL FLORIANO PEIXOTO 5099;HAUER;PRIVADO;-25,4730358;-49,2511892
DEI BAMBINI, C E I;RUA DR OTHON ACCIOLY RODRIGUES COSTA 444;CAJURU;PRIVADO;-25,4738869;-49,2074685
CENTRO EDUC PROFIS DO SINELTEPAR;RUA CORONEL IZALTINO PINHO 437;VILA FANNY;PRIVADO;-25,4739957;-49,2638111
CENTRO EDUC PROFIS HERRERO;RUA ALVARO DE ANDRADE 345;;PRIVADO;-25,4742478;-49,2913517
MEU SOSSEGO, C E I;RUA MARANHAO 398;AGUA VERDE;PRIVADO;-25,4742594;-49,2930431
PRIMEIROS PASSOS, E-EI EF;AV PRESIDENTE WENCESLAU BRAZ 1567;LINDOIA;PRIVADO;-25,4742696;-49,2700635
RECANTO DA CRIANCA, C E I;RUA MAJOR INACIO GOMES DA COSTA 54;UBERABA;PRIVADO;-25,4747587;-49,2316838
SUPREMO, E-EI EF;RUA TENENTE JOSE RIBAS KENDRICK 3;CAJURU;PRIVADO;-25,4749806;-49,2027481
CARROSSEL DO SABER, C E I;RUA ALAGOAS 3329;PORTAO;PRIVADO;-25,4750527;-49,2853893
SESC PORTAO, C E I;RUA JOAO BETTEGA 770;PORTAO;PRIVADO;-25,4750805;-49,3016443
TIA BETY, C E I;RUA ELIZABETH JANE BRAUN 70;UBERABA;PRIVADO;-25,47508598;-49,21154804
JOAO BAGOZZI, C E I PE-KIDS;RUA LUIZ PARIGOT DE SOUZA 813;PORTAO;PRIVADO;-25,4758071;-49,3038592
LIRIOS DO VALE, C E I;RUA DR ANTONIO GOMES 105;XAXIM;PRIVADO;-25,4758202;-49,3355866
NOSSA SENHORA DE SION, C-EI EF M-SOLITUDE;RODOVIA CURITIBA-PARANAGUA BR 277 4761;CAJURU;PRIVADO;-25,47592781;-49,20455605
RECANTO DO FUTURO, C E I;RUA JOAO BETTEGA 1168;PORTAO;PRIVADO;-25,4760949;-49,30564
SEBASTIAO PARANA, E-EI EF;RUA MAJOR FABRICIANO DO REGO BARROS 1152;HAUER;PRIVADO;-25,4761523;-49,2563708
PEQUENO ANJO, C E I;RUA CARLOS KLEMTZ 1016;FAZENDINHA;PRIVADO;-25,4762058;-49,3204491
CONGREGAÇÃO DOS OBLATOS DE SÃO JOSÉ;R. CAETANO MARCHESINI 952;PORTAO;PRIVADO;-25,47661075;-49,3024296
UM, DOIS, TRES, C E I;RUA SANTA JOANA D ARC 134;LINDOIA;PRIVADO;-25,47670984;-49,27957933
NILZA TARTUCE-PASSAUNA, E-EF MOD ED ESP;RUA ANGELO MARQUETO 2150;CAMPO COMPRIDO;PRIVADO;-25,4767779;-49,3760036
GERACAO DO SABER PORTAO, CEI;RUA CAETANO MARCHESINI 516;PORTAO;PRIVADO;-25,4767805;-49,2977141
INFANCIA COLORIDA, C E I;RUA ISAIAS FERREIRA DA SILVA 125;CAJURU;PRIVADO;-25,4768685;-49,1963041
ALEGRIA DE SER CRIANCA BABY, CEI;RUA HAROLDO DRUMOND DE CARVALHO 11;CAJURU;PRIVADO;-25,47688427;-49,203017
OS PEQUENINOS, C E I;RUA CAETANO MARCHESINI 1413;PORTAO;PRIVADO;-25,4771845;-49,3064222
ALEGRIA DE SABER, C E I;RUA RAUL POMPEIA 754;CIC;PRIVADO;-25,4772451;-49,3383195
SIGISMUNDO GORAZDOWSKI, C E I PE;RUA JOAO BETTEGA 1654;PORTAO;PRIVADO;-25,477371;-49,3099207
ABELHINHA MAGICA, PRE ESC-EI;RUA DR GONZAGA DE CAMPOS 158;UBERABA;PRIVADO;-25,4774317;-49,2345333
COMECINHO DE VIDA, C E I;RUA PROFESSORA MARIA ASSUNCAO 644;HAUER;PRIVADO;-25,4774511;-49,25362493
MARIA CAZETTA, C E I;RUA PADRE JULIO SAAVEDRA 105;UBERABA;PRIVADO;-25,47754;-49,230199
PEQUENO AMIGO, C E I;RUA SAO MATEUS 264;PORTAO;PRIVADO;-25,477603;-49,2970432
VENCEDORES KIDS, C E I-UBERABA;RUA DR GONZAGA DE CAMPOS 541;UBERABA;PRIVADO;-25,4776668;-49,2346165
OFICINA DA CRIANCA, C E I;RUA RAUL ZANON 96;SANTA HELENA;PRIVADO;-25,4783074;-49,3397445
VENCEDORES KIDS, E-EI EF;RUA TROFI ANDRE AQUIM 110;;PRIVADO;-25,4783964;-49,2173302
INFANCIA FELIZ - BABY, C E I;RUA PRESIDENTE PADUA FLEURY 1190;HAUER;PRIVADO;-25,4784429;-49,2548289
TIUI, C E I;RUA TENENTE FRANCISCO FERREIRA DE SOUZA 1069;HAUER;PRIVADO;-25,4787546;-49,2498032
TECNICO DE CURITIBA, C-E M PROFIS;RUA ITACOLOMI 450;PORTAO;PRIVADO;-25,4789766;-49,29664953
INTEGRACAO, C E I;RUA RAUL ZANON 297;CIC;PRIVADO;-25,4792027;-49,337676
CORUJINHA & CIA, C E I;RUA JOSE PALU 114;NOVO MUNDO;PRIVADO;-25,4795762;-49,28834
NOVA ERA, E-EI EF;RUA SARGENTO TADEU CZOCHER 58;UBERABA;PRIVADO;-25,4799201;-49,2324927
PEQUENO EINSTEIN, CEI;RUA ANGELINA ANCAI 332;FAZENDINHA;PRIVADO;-25,48015047;-49,32246799
INICIATIVA, C E I;RUA ARNALDO THA 199;FAZENDINHA;PRIVADO;-25,4801698;-49,3275003
CAMINHO IDEAL, C E I;TRAVESSA JOAO DUDEQUE 42;NOVO MUNDO;PRIVADO;-25,4803178;-49,2911715
EVANGELICO BABY, C E I;RUA VICENTE ALBERTINO MARCHALEK 140;CIC;PRIVADO;-25,48058125;-49,33925937
MENINO DE NAZARE, C E I;RUA ANTONIO FERREIRA 112;PORTAO;PRIVADO;-25,4805873;-49,3021323
BETEL, C E I;RUA ARNALDO THA 300;FAZENDINHA;PRIVADO;-25,4805987;-49,3284551
EDUCA KIDS, CEI;RUA CAPITAO JOSE MARIA SOBRINHO 1107;FANNY;PRIVADO;-25,4808233;-49,2703196
ENSINANDO COM PRINCIPIOS, C E I;RUA SAO BENTO 391;HAUER;PRIVADO;-25,4809061;-49,2572709
ADVENTISTA PORTAO, C-EI EF M;RUA FREI GASPAR DA MADRE DE DEUS 707;VILA GUAIRA;PRIVADO;-25,4817791;-49,2982391
ESTRELINHA MAGICA, C E I;RUA MAESTRO FRANCISCO ANTONELLO 1311;VILA FANNY;PRIVADO;-25,4818496;-49,2693066
MUNDINHO NOVO, C E I;RUA MARIA SIMEAO BETTEGA 289;NOVO MUNDO;PRIVADO;-25,481919;-49,2836226
COLMEIAS, C E I;RUA JULIO CESAR RIBEIRO DE SOUZA 1332;HAUER;PRIVADO;-25,4820471;-49,2536257
SAO LEOPOLDO, C E I;RUA FRANCISCO LICNERSKI 383;MORUMBI I;PRIVADO;-25,4822203;-49,2036048
APRENDENDO COM AMOR, C E I;RUA FRANCISCO LICNERSKI 383;UBERABA;PRIVADO;-25,4822203;-49,2036048
CENTRO EDUCACIONAL EVANGELICO, E-EI EF;RUA SAO SIDONIO APOLINARIO 329;FAZENDINHA;PRIVADO;-25,4825773;-49,338872
MULTIDISCIPLINAR, E-EI EF MOD ED ESP;RUA ALEIXO BETTEGA 580;LINDOIA;PRIVADO;-25,4826175;-49,2822862
LUCIALE, C E I;RUA ALEIXO BETTEGA 580;NOVO MUNDO;PRIVADO;-25,4826175;-49,2822862
CENTRO ATEND PSICOL E PSICOPEDAGOGICO;RUA WALDEMAR KOST 505;HAUER;PRIVADO;-25,4827378;-49,2463691
A MAO COOPERADORA-LINDOIA, C E I;RUA AMERICO VESPUCIO 34;LINDOIA;PRIVADO;-25,4827571;-49,2799069
POSITIVO HAUER, C - E M P;RUA ANNE FRANK 1919;VILA HAUER;PRIVADO;-25,4828879;-49,24501487
ESIC, C-EFM;RUA PADRE DEHON 814;HAUER;PRIVADO;-25,4832824;-49,2563379
SESI-ESIC HAUER, C-EM;RUA PADRE DEHON 814;HAUER;PRIVADO;-25,4832824;-49,2563379
PATYLIS, C E I;AV SANTA BERNADETE 1953;VILA FANNY;PRIVADO;-25,4833994;-49,2707551
TEMPO DE APRENDER, C E I;RUA ALBERTO STENZOWSKI 291;NOVO MUNDO;PRIVADO;-25,4834327;-49,2942851
CLAUDIO LONGEN, C E I PE;RUA BARTOLOMEU LOURENCO DE GUSMAO 1519;HAUER;PRIVADO;-25,4835361;-49,240734
FOFOLETE, C E I;RUA FREDERICO MAURER 2377;BOQUEIRAO;PRIVADO;-25,4837304;-49,2488183
SOLAR DOS PEQUENINOS, C E I;RUA ALCIDIO CUBAS 76;NOVO MUNDO;PRIVADO;-25,4837865;-49,2914049
SOL DOS PEQUENINOS, C E I;RUA ALCIDIO CUBAS 212;NOVO MUNDO;PRIVADO;-25,4837995;-49,290053
OPET - ORGANIZACAO PARANAENSE DE ENSINO TECNICO LT;R. ISAAC GUELMANN 4387;NOVO MUNDO;PRIVADO;-25,4839723;-49,2955802
RACHEL GONCALVES, C E I PROFA;RUA TENENTE FRANCISCO FERREIRA DE SOUZA 1690;HAUER;PRIVADO;-25,4841057;-49,2474931
INFANCIA FELIZ, E-EI EF;RUA PROFESSORA MARIA ASSUMPCAO 721;HAUER;PRIVADO;-25,4842091;-49,2500019
CEU ENCANTADO, C E I;RUA VIRIATO CORREIA 185;FAZENDINHA;PRIVADO;-25,48424197;-49,32464132
GERACAO, E-EF;RUA ALCIR MARTINS BASTOS 250;FAZENDINHA;PRIVADO;-25,4845476;-49,324515
VERDE ESPACO, C E I;RUA WALDEMAR KOST 1233;HAUER;PRIVADO;-25,4846025;-49,2505696
CASTELINHO DA ALEGRIA, C E I;RUA ALBERTO PASQUALINI 719;UBERABA;PRIVADO;-25,4849168;-49,2084101
MARISTA CURITIBA, C E I;RUA RAUL POMPEIA 188;CIC;PRIVADO;-25,4851446;-49,3530951
