NOME;LOGRADOURO;BAIRRO;TIPO;LATITUDE;LONGITUDE
PICHON, E-EI EF;AV MARECHAL MASCARENHAS DE MORAIS 2217;BACACHERI;PRIVADO;-25,3874191;-49,2095677
VOVO ALFONSA, C E I;RUA ROBERTO GAVA 410;PILARZINHO;PRIVADO;-25,3874988;-49,2821782
CECILIA CROS, C MDE-EI EF M;RUA BENVENUTO GUSSO 1634;BOA VISTA;PRIVADO;-25,3876174;-49,2520965
ORGANIZACAO EDUCACIONAL ARAUCARIA LTDA;AV. MONTEIRO TOURINHO 1250;TINGUI;PRIVADO;-25,3877869;-49,2140932
RABISCO, C E I;RUA GUY DE MAUPASSANT 232;PILARZINHO;PRIVADO;-25,38813;-49,2848685
VIVA, C E I;RUA MONTEIRO TOURINHO 588;BACACHERI;PRIVADO;-25,38820235;-49,22026411
TREM DA ALEGRIA, C E I;RUA ANTONIO LAGO 186;BOA VISTA;PRIVADO;-25,3889245;-49,2385526
ACALANTO, C E I;RUA ANTONIO MUZZILLO 368;BACACHERI;PRIVADO;-25,3891396;-49,2196642
SONHOS DO AMANHA, C E I;RUA NOSSA SENHORA DE NAZARE 1365;BOA VISTA;PRIVADO;-25,3891576;-49,2444045
RECANTO DO SOL, C E I;RUA DAVID GERONASSO 1003;BOA VISTA;PRIVADO;-25,3892194;-49,2487416
CATERPILLAR BABIES AND KIDS, C E I;RUA CARLOS DE CAMPOS 1374;BOA VISTA;PRIVADO;-25,3898381;-49,2411992
MINHA INFANCIA, C E I;RUA MIGUEL PIEKARSKI 597;BOA VISTA;PRIVADO;-25,3899823;-49,2512957
BRINCANDO E CRIANDO, C E I;RUA NILO PECANHA 3500;SAO LOURENCO;PRIVADO;-25,3900163;-49,2716676
CEBEC, E-EI EF;RUA NILO PECANHA 3500;SAO LOURENCO;PRIVADO;-25,3900163;-49,2716676
CRIANDO E BRINCANDO, C E I;RUA HILDEBRANDO DULCIO 470;BACACHERI;PRIVADO;-25,390019;-49,232895
MARIA JOSE COUTINHO CAMARGO, C E I;RUA RODRIGO OCTAVIO DE L MENEZES FILHO 118;SAO LOURENCO;PRIVADO;-25,3901271;-49,2688124
EUSTAQUIO, C E I PE;RUA NICARAGUA 2750;BACACHERI;PRIVADO;-25,3902309;-49,2246838
ALVO DO SABER, C E I;AV PARANA 2870;BOA VISTA;PRIVADO;-25,3907342;-49,2376904
NOSSA SRA DO ROSARIO, C-EI EF M;RUA EDUARDO GERONASSO 1266;BACACHERI;PRIVADO;-25,39107245;-49,2347479
CRISTA HELEN LETICIA PIERCE, E-EI EF;RUA JOAO GUARIZA 442;SAO LOURENCO;PRIVADO;-25,3911151;-49,2649564
ESPACO VERDE, C E I;RUA ANTENOR MALLIN 47;PILARZINHO;PRIVADO;-25,3912627;-49,3040064
REINO ENCANTADO, E-EI EF;RUA DEPUTADO ATILIO DE A BARBOSA 75;BOA VISTA;PRIVADO;-25,3912777;-49,2380191
TOMAS M FUSCO, C E I PE;RUA ANTONIO CESAR CASAGRANDE 455;PILARZINHO;PRIVADO;-25,3914527;-49,2888016
BE-A-BA DA DIVERSAO, C E I;RUA ACHILES STEMGHEL 165;BACACHERI;PRIVADO;-25,39171946;-49,2262866
PE DA LETRA, C E I;RUA JORGE BONN 421;TINGUI;PRIVADO;-25,3917302;-49,2196556
EXPOENTE BOA VISTA, C-EI EF M;RUA CARLOS DE CAMPOS 1090;BOA VISTA;PRIVADO;-25,3918082;-49,2429869
ASSOCIACAO EXPOENTE DE ENSINO SUPERIOR;R. CARLOS DE CAMPOS 1090;BOA VISTA;PRIVADO;-25,3918082;-49,2429869
NAZARE, C E I;RUA CARLOS DE CAMPOS 1212;BOA VISTA;PRIVADO;-25,3919741;-49,2434022
PEQUENO DOUTOR, E-EI EF;RUA JOAQUIM COSTA RIBEIRO 1773;BAIRRO ALTO;PRIVADO;-25,3920516;-49,2081459
HELLO KITTY, C E I;AV PARANA 2628;BOA VISTA;PRIVADO;-25,3924001;-49,2392309
CANTINHO DO PARQUE, C E I;RUA RODRIGO DE FREITAS 580;BACACHERI;PRIVADO;-25,3926396;-49,2266561
MOMENTOS DE MAGIA, C E I;RUA BRIGADEIRO ARTHUR CARLOS PERALTA 140;BOA VISTA;PRIVADO;-25,3928389;-49,2400357
SAGRADA FAMILIA DE NAZARE, C E I;RUA ANTONIO CESAR CASAGRANDE 445;PILARZINHO;PRIVADO;-25,3933252;-49,2884143
MIRIAM, C E I;RUA AMAURI LANGE SILVERIO 511;PILARZINHO;PRIVADO;-25,3933892;-49,284062
GENESIS - BABIES & KIDS, C E I;RUA ERNESTO PIAZZETA 82;BACACHERI;PRIVADO;-25,39364946;-49,23883552
CORUJINHA FELIZ, C E I;RUA ERNESTO PIAZZETTA 82;BACACHERI;PRIVADO;-25,3936672;-49,2388223
CONSTRUINDO O FUTURO, C E I;RUA JORNALISTA ALIPIO MIRANDA 163;PILARZINHO;PRIVADO;-25,3940851;-49,2858661
TURMINHA DA MONICA, C E I;RUA FRANCISCO M ALBIZU 107;BACACHERI;PRIVADO;-25,39417075;-49,22688921
BOSQUE MANANCIAIS, C DO-EI EF_M;RUA JOSE KORMANN 940;SAO LOURENCO;PRIVADO;-25,3942543;-49,2624985
CORDAO DOURADO, C E I;RUA CAPITÃO CARLOS HENRIQUE CASTOR 724;PILARZINHO;PRIVADO;-25,3943806;-49,2790734
FELICITA, C E I;AV MANOEL RIBAS 8260;BUTIATUVINHA;PRIVADO;-25,394588;-49,348084
COMECANDO FELIZ, C E I;RUA SATURNINO MIRANDA 630;SANTA FELICIDADE;PRIVADO;-25,3948544;-49,33503853
MONICA BABY, CRECHE-EI;AV FRANCISCO MANOEL ALBIZU 186;;PRIVADO;-25,3948646;-49,2268131
PEKENITOS, C E I;RUA ELVIRA B POLAK 251;PILARZINHO;PRIVADO;-25,3951445;-49,2901523
CENTRO EDUC PROFIS DESIGN,AR,PROF-CEPDAP;AV ANITA GARIBALDI 1933;AHU;PRIVADO;-25,3951614;-49,2577054
COELHINHO SAPECA, COMUNIDADE INFANTIL;RUA VICENTE CICARINO 513;BOA VISTA;PRIVADO;-25,3954606;-49,2489321
COMECAR BEM, C E I;RUA NOSSA SENHORA CONSOLADA 5;SANTA FELICIDADE;PRIVADO;-25,397121;-49,3203185
C A E E BOA VISTA;RUA HOLANDA 881;BOA VISTA;PRIVADO;-25,3974052;-49,2486702
FENIX, C-EF M;RUA HOLANDA 881;BOA VISTA;PRIVADO;-25,3974052;-49,2486702
ARAUTOS DO EVANGELHO-CTBA, E-EF;AVENIDA DESEMBARGADOR HUGO SIMAS 3131;BOM RETIRO;PRIVADO;-25,3976032;-49,2881505
CRIAR, C E I;RUA COSTA RICA 928;BACACHERI;PRIVADO;-25,3978599;-49,2383998
DULCE, CRECHE IRMA;RUA RIO MUCURI 364;BAIRRO ALTO;PRIVADO;-25,3980903;-49,2052831
ARCO-IRIS E CIA, C E I;TRAVESSA RODOLPHO ROSENAU 156;AHU;PRIVADO;-25,3984861;-49,2552206
BAMBINATA, E-EI EF;RUA DR LEAO MOCELLIN 328;SANTA FELICIDADE;PRIVADO;-25,3987315;-49,3207622
LIMAOZINHO VERDE, C E I;RUA VEREADOR CONSTANTE PINTO 587;BOA VISTA;PRIVADO;-25,3989674;-49,2403227
ESPACO EDUKARE, CEI;RUA CORONEL AMAZONAS MARCONDES 973;CABRAL;PRIVADO;-25,3994361;-49,2516663
NEW GENERATION, C E I;RUA CORONEL AMAZONAS MARCONDES 973;CABRAL;PRIVADO;-25,3994361;-49,2516663
PLANETA AZUL, C E I;RUA CORONEL AMAZONAS MARCONDES 973;CABRAL;PRIVADO;-25,3994361;-49,2516663
DO-RE-MI VISTA ALEGRE, C E I;RUA GARDENIO SCORZATO 50;VISTA ALEGRE;PRIVADO;-25,3996241;-49,2962243
INTERATIVA, E-EI EF;AV PARANA 1540;BACACHERI;PRIVADO;-25,3999026;-49,2461698
GIRAMUNDO, C E I-SEDE;RUA VITORIA 544;CABRAL;PRIVADO;-25,4000324;-49,2506132
VOVO FOFAO, C E I;RUA RIO JAGUARIBE 646;BAIRRO ALTO;PRIVADO;-25,4001354;-49,2061432
PUPILLO, C E I;RUA SANTA BERTILA BOSCARDIM 315;SANTA FELICIDADE;PRIVADO;-25,40055223;-49,32939346
CEU AZUL, C E I;RUA SARGENTO ALPENDRE 42;BACACHERI;PRIVADO;-25,4008378;-49,2286663
DUNAMYS, E-EF;RUA RIO JARI 1085;BAIRRO ALTO;PRIVADO;-25,4011939;-49,2012464
CASTELO FORTE, C E I;RUA SANTA BERTILA BOSCARDIN 278;SANTA FELICIDADE;PRIVADO;-25,4013834;-49,3293616
CENTRO ED PROF MACHADO DE ASSIS-FAMA;RUA FLAVIO DALLEGRAVE 4390;BACACHERI;PRIVADO;-25,4015061;-49,2468818
BAMBINO ANO DOIS MIL, C E I;AV MANOEL RIBAS 6483;SANTA FELICIDADE;PRIVADO;-25,4016354;-49,3325845
COOPER, C E I;RUA WASHINGTON MANSUR 270;AHU;PRIVADO;-25,4016852;-49,259492
IMACULADA CONCEICAO, C-EI EF M;AV MANOEL RIBAS 6318;SANTA FELICIDADE;PRIVADO;-25,40182935;-49,33086745
BRINQUEDO E CIA, C E I;RUA VEREADOR ANTONIO DOS REIS CAVALHEIRO 425;CABRAL;PRIVADO;-25,4018635;-49,2502851
SEMEANDO O FUTURO COM AMOR, CEI;RUA COSTA RICA 170;BACACHERI;PRIVADO;-25,4018688;-49,2445009
MOMENTOS MAGICOS, E-EI EF;RUA NICARAGUA 530;BACACHERI;PRIVADO;-25,4019426;-49,2425919
BOM JESUS DIVINA PROVIDENCIA, C-EI EF M;RUA LEONIDAS VICENTE DE CASTRO 81;AHU;PRIVADO;-25,4019824;-49,267538
FAROL ENCANTADO, C E I;RUA PADRE NATAL PIGATO 97;SANTA FELICIDADE;PRIVADO;-25,4021434;-49,3333711
PLAY SCHOOL, E-EI EF;RUA PADRE LUDOVICO BRONNY 111;MERCES;PRIVADO;-25,4021581;-49,289159
ALEMA DE CURITIBA, E-EF;AVENIDA DESEMBARGADOR HUGO SIMAS 2001;BOM RETIRO;PRIVADO;-25,402484;-49,2831929
MARISTA ANJO DA GUARDA, C-EI EF M;RUA JOSE VALLE 751;SANTA FELICIDADE;PRIVADO;-25,40345485;-49,30956553
PES NO CHAO, C E I;RUA CARLOS AUGUSTO CORNELSEN 279;BOM RETIRO;PRIVADO;-25,4037091;-49,2741109
SITIO DO TIO QUIM, C E I;RUA CORONEL AMAZONAS MARCONDES 243;CABRAL;PRIVADO;-25,4037153;-49,2472637
CONSTRUIR, C E I;RUA VEREADOR ANTONIO DOS REIS CAVALHEIRO 114;CABRAL;PRIVADO;-25,4037864;-49,2480067
29 DE MARCO, E-EF MOD ED ESP;RUA DAS LARANJEIRAS 72;BAIRRO ALTO;PRIVADO;-25,4038389;-49,2163007
VIVIAN MARCAL, ESC EDUC ESP - SUBSEDE II;RUA DAS LARANJEIRAS 72;CIC;PRIVADO;-25,4038389;-49,2163007
KINDERLAND KINDERGARTEN, C E I;RUA DEPUTADO OLIVIO BELICH 46;BOM RETIRO;PRIVADO;-25,4043046;-49,281175
TRILHAS DO SABER, C E I;RUA HEITOR BAGGIO VIDAL 127;BAIRRO ALTO;PRIVADO;-25,4043337;-49,2113047
CIRANDA DO TEMPO, C E I;RUA VER. ANTONIO DOS REIS CAVALHEIRO 33;CABRAL;PRIVADO;-25,40452257;-49,24767577
JOSEFINA ROCHA, C E I;RUA MEXICO 260;BACACHERI;PRIVADO;-25,4048942;-49,2407264
MAE TERRA, C E I;RUA CALISTO CUMIN 246;SANTA FELICIDADE;PRIVADO;-25,4051104;-49,3331693
STELLA MARIS, C-EI EF M;RUA ROCHA POMBO 792;JUVEVE;PRIVADO;-25,4051416;-49,2616788
PEDACINHO DO CEU, C E I;RUA BORTOLO PAULI 87;SANTA FELICIDADE;PRIVADO;-25,40540997;-49,33999897
GRANDE APRENDIZ, E-EF;RUA DOMINGOS STRAPASSON 542;SANTA FELICIDADE;PRIVADO;-25,4056479;-49,3341387
CIA DA ALEGRIA, C E I;RUA JOAO TSCHANNERL 694;VISTA ALEGRE;PRIVADO;-25,4056614;-49,2909553
OPET, C-CENTRO CIVICO- EI EF M;RUA NILO PECANHA 1635;BOM RETIRO;PRIVADO;-25,4058099;-49,27680367
CAMINHOS DO SABER, E-EI EF;RUA EURIPEDES GARCEZ DO NASCIMENTO 715;AHU;PRIVADO;-25,40599;-49,2658996
TIA MARIA, E-EF MOD ED ESP;RUA SERAFIM LUCCA 330;SAO BRAZ;PRIVADO;-25,406203;-49,3471414
BILUSCO, E-EI EF;AV DA INTEGRACAO 1530;TARUMA;PRIVADO;-25,4068276;-49,2071995
BOSCO AHU,C D-EI EF M;RUA FRANCISCO DE P GUIMARAES 610;AHU;PRIVADO;-25,4068891;-49,2610657
CASTELO DO BOSQUE, C E I;RUA VIEIRA DOS SANTOS 385;CENTRO CIVICO;PRIVADO;-25,4071434;-49,2686809
NABIL TACLA, E-EI EF MOD ED ESP;RUA DOS FUNCIONARIOS 609;CABRAL;PRIVADO;-25,4072436;-49,2510929
CENTRO VOC LEG DE CRISTO,C-EF M;RUA BRASILIO CUMAN 1757;BUTIATUVINHA;PRIVADO;-25,4077182;-49,3666767
JARDIM GHIMELL, C E I;RUA PADRE FRANCISCO AULING 69;BOM RETIRO;PRIVADO;-25,4078049;-49,2726513
BOSCO AHU,C E I D;RUA RICARDO LEMOS 326;AHU;PRIVADO;-25,4078369;-49,2635034
ADVENTISTA VISTA ALEGRE, E-EI EF;RUA VEREADOR ANTENOR PAMPHILO DOS SANTOS 279;VISTA ALEGRE;PRIVADO;-25,4083164;-49,2977865
ALTERNATIVA, E-EI EF MOD ED ESP;RUA VIEIRA SANTOS 45;CENTRO CIVICO;PRIVADO;-25,40843455;-49,26915196
MENINO JESUS, E-EF MOD ED ESP;RUA MERCEDES SEILLER ROCHA 79;BACACHERI;PRIVADO;-25,40930875;-49,22653173
GIORDANO BRUNO, C E I;AV NOSSA SENHORA DA LUZ 673;BACACHERI;PRIVADO;-25,4093206;-49,2408659
VILA SOFIA, C E I;AV NOSSA SENHORA DA LUZ 673;BACACHERI;PRIVADO;-25,4093206;-49,2408659
SAINT GERMAIN, C-EI EF M;RUA DOUTOR LUIZ FERNANDO V D BROOCKE 174;JARDIM SOCIAL;PRIVADO;-25,40956079;-49,22809034
NOVA GERACAO, E-EI EF;RUA ARTHUR LEINIG 810;VISTA ALEGRE;PRIVADO;-25,4096602;-49,2916347
MAPLE BEAR CANADIAN SCHOOL, E-EI E EF;AV NOSSA SENHORA DA LUZ 695;JARDIM SOCIAL;PRIVADO;-25,4096901;-49,2408719
ACESSO SANTA FELICIDADE, C-EF M;AVENIDA VEREADOR TOALDO TULIO 1930;SANTA FELICIDADE;PRIVADO;-25,4100049;-49,34592702
ESPACO DA CRIANCA, C E I;RUA RECIFE 346;CABRAL;PRIVADO;-25,4101646;-49,2509191
LITTLE KIDS, E BILINGUE-EI EF;RUA DR MANOEL PEDRO 920;CABRAL;PRIVADO;-25,4104204;-49,2515567
URSINHO PANDA, C E I;AVENIDA DESEMBARGADOR HUGO SIMAS 955;BOM RETIRO;PRIVADO;-25,4106426;-49,2814861
CENTRO EDUC PROFIS LADY E LORD;RUA MATEUS LEME 1896;CENTRO CIVICO;PRIVADO;-25,41073;-49,271375
INTERNACIONAL EVEREST, C-EI EF M;RUA BRASILIO CUMAN 2500;MOSSUNGUE;PRIVADO;-25,4109757;-49,3514738
NASCER DO SABER, CEI;RUA NILO PENHACA 1113;BOM RETIRO;PRIVADO;-25,41102833;-49,27533116
CORUJINHA, C E I;RUA ADELAIDE STRESSER SCHELEDER 110;JARDIM SOCIAL;PRIVADO;-25,4115748;-49,2343728
CASA DE BRINQUEDO, C E I;RUA RECIFE 72;CABRAL;PRIVADO;-25,4116528;-49,2530179
ESTACAO DA INFANCIA, C E I;RUA ALBERTO FOLONI 408;JUVEVE;PRIVADO;-25,41166044;-49,26363565
FAVO DE MEL, C E I;RUA PAULO ILDEFONSO ASSUMPCAO 210;BACACHERI;PRIVADO;-25,4118944;-49,229475
LITTLE KIDS BABY, C E I;RUA PROF ARTHUR LOYOLA 180;CABRAL;PRIVADO;-25,4120842;-49,2513693
FACULDADE MADALENA SOFIA LTDA;R. ALBERTO DE OLIVEIRA 19;BAIRRO ALTO;PRIVADO;-25,4124285;-49,2149919
REINO DOS BAIXINHOS, C E I;RUA JORNALISTA ALCEU CHICHORRO 686;BAIRRO ALTO;PRIVADO;-25,4124573;-49,2015366
CANTINHO FELIZ DA IR CLEMENTINA, C E I;RUA PAULO FRIEBE 13;BAIRRO ALTO;PRIVADO;-25,4124921;-49,2176373
MADALENA SOFIA, C-EI EF M;RUA SANTA MADALENA SOFIA BARAT 809;BAIRRO ALTO;PRIVADO;-25,4130082;-49,2164143
SISTEMA PITAGORAS DE EDUCACAO SUPERIOR SOCIEDADE C;R. SANTA MADALENA SOFIA BARAT 809;BAIRRO ALTO;PRIVADO;-25,4130082;-49,2164143
BOSQUE DA CORUJINHA, C E I;RUA ADA MACAGGI 8;BAIRRO ALTO;PRIVADO;-25,4130749;-49,2139461
ADVENTISTA VILA SAO PEDRO, E-EI EF;RUA ANTONIO RIBEIRO DE MACEDO 145;XAXIM;PRIVADO;-25,4131878;-49,2386709
ASSEMBLEIA LEGISL DO EST DO PR, C E I;RUA MANOEL SANTOS BARRETO 181;CENTRO CIVICO;PRIVADO;-25,4132234;-49,2645162
JOSE DE ANCHIETA, PRE ESC PE-EI;RUA BOM JESUS 593;CABRAL;PRIVADO;-25,4133282;-49,252506
INTEGRAL, C-EI EF M;RUA ALBERTO FOLLONI 220;CENTRO CIVICO;PRIVADO;-25,4134303;-49,2635329
PRIMEIROS PASSOS, CEI;AV MANOEL RIBAS 6951;SANTA FELICIDADE;PRIVADO;-25,4135369;-49,3129822
CANTO DOS ENCANTOS, C E I;RUA JAIME BALAO 921;HUGO LANGE;PRIVADO;-25,4137922;-49,2445123
TORIBITABA, C E I;RUA DOMINGOS DALLABONA 93;JD VERGINIA II;PRIVADO;-25,4138193;-49,3486059
OCA MIRIM, C E I;RUA BARAO DOS CAMPOS GERAIS 805;JUVEVE;PRIVADO;-25,4140623;-49,2557022
SEMEADOR DO SABER, C E I;RUA FERNANDES DE BARROS 1891;HUGO LANGE;PRIVADO;-25,4140913;-49,2452034
FRALDINHAS, C E I-SUBS;RUA EUZEBIO DA MOTTA 476;JUVEVE;PRIVADO;-25,4145077;-49,2621644
FRALDINHAS, C E I-SEDE;RUA CONSTANTINO MAROCHI 764;JUVEVE;PRIVADO;-25,4149923;-49,2620036
ENGENHEIROS DO SABER, C E I;RUA DR ROBERTO BARROZO 1720;MERCES;PRIVADO;-25,4150351;-49,2855243
VILA SESAMO, C ED ESP;RUA JOAO DAVID PERNETA 311;HUGO LANGE;PRIVADO;-25,4150686;-49,2444711
CASA DA ARVORE, C E I;RUA PARAGUASSU 809;ALTO DA GLORIA;PRIVADO;-25,4150964;-49,2543809
JESUS CRIANCA, C E I;RUA ZACARIAS MANSUR 278;SAO BRAZ;PRIVADO;-25,4151207;-49,3433724
ANGELICAL, C E I;AV CANDIDO HARTMANN 5054;SANTO INACIO;PRIVADO;-25,4151515;-49,3281115
SALOMAO GUELMANN, E ISR BRAS-EI EF;RUA CORONEL AGOSTINHO MACEDO 248;BOM RETIRO;PRIVADO;-25,4152305;-49,27221217
CRIANCA & CIA, C E I;RUA BARAO DE GUARAUNA 539;JUVEVE;PRIVADO;-25,4152356;-49,2579943
NOSSA SRA MENINA, C PASS-EI EF M;RUA BOM JESUS 881;CABRAL;PRIVADO;-25,4153105;-49,2511018
PASSIONISTA CAMINHO DE LUZ, C E I;RUA BOM JESUS 881;JUVEVE;PRIVADO;-25,4153105;-49,2511018
SOCIEDADE REGIONAL DE ENSINO E SAUDE LTDA;R. FERNANDES DE BARROS 1752;HUGO LANGE;PRIVADO;-25,415368;-49,244627
NAVIOZINHO, PRE ESC-EI;RUA MARECHAL HERMES 401;CENTRO CIVICO;PRIVADO;-25,4154267;-49,2656965
CURITIBANO ADV BOM RETIRO C-EI EF M;RUA NILO PECANHA 501;BOM RETIRO;PRIVADO;-25,41563365;-49,27503145
ESPACO DA ESPERANCA, C E I;TRAVESSA AGOSTINHO DE MACEDO 197;BOM RETIRO;PRIVADO;-25,41575634;-49,27213246
TERAPEUTICA DE CURITIBA, E;RUA FERNANDES DE BARROS 1719;HUGO LANGE;PRIVADO;-25,415871;-49,2453676
VOO LIVRE, C E I;RUA TAPAJOS 782;MERCES;PRIVADO;-25,4159354;-49,2801511
TERRA FIRME, E-EI EF;RUA DEPUTADO CARNEIRO DE CAMPOS 507;HUGO LANGE;PRIVADO;-25,4163612;-49,2453131
FLOR DA ALICE, C E I;RUA JOSE VEIGA 268;SAO BRAZ;PRIVADO;-25,4164185;-49,3577446
INSTITUTO DE ENSINO POLIS CIVITAS LTDA;R. ANTONIO ESCORSIN 1650;SAO BRAZ;PRIVADO;-25,41683015;-49,34519344
UNINA EDUCACIONAL LTDA;R. CLAUDIO CHATAGNIER 112;BACACHERI;PRIVADO;-25,4168356;-49,2243057
PERNALONGA, C E I;RUA DR ZAMENHOF 389;ALTO DA GLORIA;PRIVADO;-25,416904;-49,260578
GENIUS, E-EF;RUA JOSE ZGODA 580;BAIRRO ALTO;PRIVADO;-25,417296;-49,2193117
MERCEDES STRESSER, E-EF MOD ED ESP;RUA PEDRO ELOY DE SOUZA 1700;BAIRRO ALTO;PRIVADO;-25,4174085;-49,2065428
SAO FRANCISCO DE ASSIS, C E I;RUA ROBERTO BARROZO 1923;VISTA ALEGRE;PRIVADO;-25,4178381;-49,2727496
DUNAMYS KIDS, C E I;RUA DANTE ANGELOTE 359;BAIRRO ALTO;PRIVADO;-25,4182726;-49,2213543
RAIZES, C E I;RUA CARLOS CHAGAS 113;SAO BRAZ;PRIVADO;-25,418307;-49,3438638
BOSCO MERCES, C D-EI EF M;RUA PAULO MARTINS 314;MERCES;PRIVADO;-25,4183647;-49,2953083
DOM BOSCO ENSINO SUPERIOR LTDA;R. PAULO MARTINS 298;MERCÊS;PRIVADO;-25,4183647;-49,2953083
ESTRELINHA, E-EI EF;RUA ANTONIO ESCORSIN 1938;SAO BRAZ;PRIVADO;-25,41840135;-49,34765548
MUNDO FELIZ, C E I;RUA DR GOULIN 1091;JUVEVE;PRIVADO;-25,4184023;-49,2502065
DEGRAU, C E I;RUA MARECHAL HERMES 55;CENTRO CIVICO;PRIVADO;-25,418533;-49,2657446
KIDSDEGRAU, CEI;RUA MARECHAL HERMES 55;CENTRO CIVICO;PRIVADO;-25,418533;-49,2657446
DO-RE-MI, C E I;RUA MARCOS MORO 83;SAO FRANCISCO;PRIVADO;-25,41854115;-49,2731841
CENTRO EDUC PROFIS LATINO-AMERICANO;RUA NICOLAU MAEDER 11;ALTO DA GLORIA;PRIVADO;-25,4190091;-49,2630665
MARIA IMACULADA CONCEICAO, C E I;RUA JACOB BREDA 184;SAO BRAZ;PRIVADO;-25,4192854;-49,3435375
ESTRELA DALVA, C E I;RUA DESEMBARGADOR VIEIRA CAVALCANTI 1381;MERCES;PRIVADO;-25,4197066;-49,2916996
GENTE ALEGRE, C E I;RUA TENENTE JOAO GOMES DA SILVA 235;MERCES;PRIVADO;-25,4200862;-49,2871351
ATECE, E-EI EF MOD ESP;RUA SIMAO BOLIVAR 1366;HUGO LANGE;PRIVADO;-25,4202321;-49,2462339
BILINGUE PARA SURDOS DA APAS,E-EF MOD EE;RUA SIMAO BOLIVAR 1398;HUGO LANGE;PRIVADO;-25,4202543;-49,2459621
SONHO AZUL, C E I;RUA EPAMINONDAS SANTOS 2844;BAIRRO ALTO;PRIVADO;-25,4204117;-49,2001242
ALEGRIA DE SER, C E I;RUA JULIO PERNETA 220;MERCES;PRIVADO;-25,4204644;-49,2883944
ALEGRIA DE SER, C E I;RUA DESEMBARGADOR VIEIRA CAVALCANTE 1021;MERCES;PRIVADO;-25,42047093;-49,28827159
VIRGEM DA SALETTE, C E I;AV REPUBLICA DO LIBANO 441;JARDIM SOCIAL;PRIVADO;-25,4206325;-49,2296724
SEMENTE DO SABER, C E I;RUA CONSELHEIRO CARRAO 316;JUVEVE;PRIVADO;-25,4208694;-49,2549393
CENTRO EDUC PROFIS CENA HUM - CEPCEH;RUA SENADOR XAVIER DA SILVA 166;SAO FRANCISCO;PRIVADO;-25,4210176;-49,2729928
TRILHAS, E-EI EF;RUA CONSELHEIRO CARRAO 801;HUGO LANGE;PRIVADO;-25,4210611;-49,2501584
PASSO LIVRE, CRECHE-EI EF;RUA CELESTINO JUNIOR 288;SAO FRANCISCO;PRIVADO;-25,4213111;-49,278606
PEQUENOS AUTORES, C E I;RUA DESEMBARGADOR VIEIRA CAVALCANTI 575;MERCES;PRIVADO;-25,4214054;-49,2839028
NILZA TARTUCE, E-EI EF MOD ED ESP;RUA DA GLORIA 158;CENTRO CIVICO;PRIVADO;-25,4215233;-49,26765545
POSITIVO JARDIM AMBIENTAL, C-EI EF M;RUA ITUPAVA 985;ALTO DA XV;PRIVADO;-25,4218326;-49,25025928
AURORA, C E I;RUA DES VIEIRA CAVALCANTI 146;MERCES;PRIVADO;-25,4219183;-49,2796434
VIVIAN MARCAL, E-EI EF MOD ED ESP;RUA BARAO DE ANTONINA 325;SAO FRANCISCO;PRIVADO;-25,4222505;-49,2714328
NOSSA SRA DAS MERCES, E VICENTINA-EI EF;AV MANOEL RIBAS 1154;MERCES;PRIVADO;-25,42240265;-49,28995072
CARI BAMBINI, C E I;RUA ANGELO CARON 610;SAO BRAZ;PRIVADO;-25,4226622;-49,3505027
PARLENDA, C E I;RUA JOAO BATISTA DALLARMI 817;SANTO INACIO;PRIVADO;-25,42279185;-49,33132869
SAO FRANCISCO DE ASSIS, E-EI EF MOD ED E;RUA PAULO TURKIEWICZ 668;TARUMA;PRIVADO;-25,4228092;-49,2133156
CECILIA MARQUES-C E I SEDE;AV MANOEL RIBAS 433;MERCES;PRIVADO;-25,4228156;-49,2831826
VIVENCIA, C E I;RUA MARCELINO CHAMPAGNAT 54;MERCES;PRIVADO;-25,4231483;-49,2916272
FAZENDO ARTE, E-EF;AV TRES MARIAS 354;SAO BRAZ;PRIVADO;-25,4232641;-49,354693
VOVO CHIQUINHA, C E I;RUA DUQUE DE CAXIAS 462;SAO FRANCISCO;PRIVADO;-25,4233023;-49,2725747
BOSCO MUELLER,C D-EM;AVENIDA CANDIDO DE ABREU 114;CENTRO;PRIVADO;-25,42342715;-49,26937585
FAZ DE CONTA, C E I;RUA ITUPAVA 235;ALTO DA GLORIA;PRIVADO;-25,4234962;-49,2577547
CASA DA CRIANCA FCO DE ASSIS, C E I;RUA PREF ANGELO LOPES 1260;ALTO DA XV;PRIVADO;-25,42378202;-49,24286926
C A E E ENFANCE;RUA PAULA GOMES 864;CENTRO;PRIVADO;-25,4237932;-49,2780758
FORTE APACHE, PRE ESC MAT JD INF;RUA CANDIDO HARTMANN 586;BIGORRILHO;PRIVADO;-25,4239321;-49,3021576
TRIUNFO, C E I;RUA BRUNO LOBO 1412;BAIRRO ALTO;PRIVADO;-25,4240195;-49,2049082
VILLA LOBOS, CONSERVATORIO DE MUSICA;RUA ATILIO BORIO 947;CRISTO REI;PRIVADO;-25,4240571;-49,2522134
INSTITUTO REPUBLICA;AV DR JAIME REIS 531;;PRIVADO;-25,4248754;-49,2790208
SESI FESP, C-EM;RUA DR FAIVRE 141;ALTO DA GLORIA;PRIVADO;-25,4252129;-49,2631768
