Latitude;Longitude;Bairro
-25,43526527;-49,23796829;Cristo Rei
-25,42946108;-49,23794611;Tarumã
-25,50344251;-49,23791574;Boqueirão
-25,44731492;-49,23743296;Bairro Jardim Botânico
-25,52697989;-49,23743241;Alto Boqueirão
-25,43550439;-49,23697667;Cristo Rei
-25,50310385;-49,23694207;Boqueirão
-25,4294979;-49,23692043;Tarumã
-25,44650668;-49,23675245;Bairro Jardim Botânico
-25,52674112;-49,23644808;Alto Boqueirão
-25,44569843;-49,23607193;Bairro Jardim Botânico
-25,43574352;-49,23598506;Cristo Rei
-25,42953472;-49,23589475;Tarumã
-25,52650236;-49,23546376;Alto Boqueirão
-25,44489019;-49,23539142;Bairro Jardim Botânico
-25,43598264;-49,23499344;Tarumã
-25,42957154;-49,23486908;Tarumã
-25,44408194;-49,2347109;Bairro Jardim Botânico
-25,52626359;-49,23447943;Alto Boqueirão
-25,4432737;-49,23403039;Bairro Jardim Botânico
-25,43622177;-49,23400182;Cristo Rei
-25,42960836;-49,2338434;Tarumã
-25,52602482;-49,2334951;Alto Boqueirão
-25,44246545;-49,23334987;Cajuru
-25,43646089;-49,2330102;Tarumã
-25,42964518;-49,23281772;Tarumã
-25,52578606;-49,23251078;Alto Boqueirão
-25,43670002;-49,23201858;Tarumã
-25,429682;-49,23179205;Tarumã
-25,52554729;-49,23152645;Alto Boqueirão
-25,43693914;-49,23102697;Tarumã
-25,42971882;-49,23076637;Tarumã
-25,52530852;-49,23054212;Alto Boqueirão
-25,43717827;-49,23003535;Tarumã
-25,42975564;-49,22974069;Tarumã
-25,52506976;-49,2295578;Alto Boqueirão
-25,43741739;-49,22904373;Tarumã
-25,42979246;-49,22871502;Tarumã
-25,52483099;-49,22857347;Alto Boqueirão
-25,52031327;-49,22823942;Boqueirão
-25,43765652;-49,22805211;Capão da Imbuia
-25,52122841;-49,22779571;Boqueirão
-25,42982928;-49,22768934;Tarumã
-25,52459223;-49,22758914;Alto Boqueirão
-25,52214354;-49,227352;Boqueirão
-25,43789564;-49,22706049;Capão da Imbuia
-25,52305867;-49,22690829;Alto Boqueirão
-25,4298661;-49,22666366;Tarumã
-25,52435346;-49,22660482;Alto Boqueirão
-25,5239738;-49,22646458;Alto Boqueirão
-25,37748851;-49,22632232;Santa Cândida
-25,43813477;-49,22606887;Capão da Imbuia
-25,42990292;-49,22563799;Tarumã
-25,37673463;-49,22563303;Santa Cândida
-25,4383739;-49,22507726;Capão da Imbuia
-25,37598076;-49,22494375;Santa Cândida
-25,42993974;-49,22461231;Tarumã
-25,41959884;-49,22459514;Tarumã
-25,37522688;-49,22425446;Santa Cândida
-25,43861302;-49,22408564;Capão da Imbuia
-25,42997655;-49,22358663;Tarumã
-25,37447301;-49,22356517;Santa Cândida
-25,41914921;-49,22344501;Bairro Alto
-25,43885215;-49,22309402;Capão da Imbuia
-25,43001337;-49,22256096;Tarumã
-25,41869959;-49,22229488;Bairro Alto
-25,43909127;-49,2221024;Capão da Imbuia
-25,43005019;-49,22153528;Tarumã
-25,41824996;-49,22114475;Bairro Alto
-25,4393304;-49,22111078;Capão da Imbuia
-25,43008701;-49,2205096;Tarumã
-25,43956952;-49,22011916;Capão da Imbuia
-25,41780033;-49,21999462;Bairro Alto
-25,43012383;-49,21948393;Tarumã
-25,43980865;-49,21912755;Capão da Imbuia
-25,4173507;-49,21884449;Bairro Alto
-25,4173507;-49,21884449;Bairro Alto
-25,43016065;-49,21845825;Tarumã
-25,41833459;-49,21841533;Tarumã
-25,44004777;-49,21813593;Capão da Imbuia
-25,41931848;-49,21798618;Tarumã
-25,42030237;-49,21755703;Tarumã
-25,43019747;-49,21743257;Tarumã
-25,4402869;-49,21714431;Capão da Imbuia
-25,42128626;-49,21712787;Tarumã
-25,42227015;-49,21669872;Tarumã
-25,43023429;-49,2164069;Tarumã
-25,42325404;-49,21626957;Tarumã
-25,44052602;-49,21615269;Capão da Imbuia
-25,42423793;-49,21584041;Tarumã
-25,42522182;-49,21541126;Tarumã
-25,43027111;-49,21538122;Capão da Imbuia
-25,44076515;-49,21516107;Capão da Imbuia
-25,42620571;-49,21498211;Tarumã
-25,4271896;-49,21455295;Tarumã
-25,43030793;-49,21435554;Capão da Imbuia
-25,44100427;-49,21416945;Capão da Imbuia
-25,42817349;-49,2141238;Tarumã
-25,42915739;-49,21369465;Tarumã
-25,43034475;-49,21332987;Capão da Imbuia
-25,43014128;-49,21326549;Tarumã
-25,4412434;-49,21317784;Capão da Imbuia
-25,43038157;-49,21230419;Capão da Imbuia
-25,44148252;-49,21218622;Capão da Imbuia
-25,43041839;-49,21127851;Capão da Imbuia
-25,44172165;-49,2111946;Capão da Imbuia
-25,43045521;-49,21025284;Tarumã
-25,44196078;-49,21020298;Capão da Imbuia
-25,43049203;-49,20922716;Tarumã
-25,4421999;-49,20921136;Capão da Imbuia
-25,44243903;-49,20821974;Capão da Imbuia
-25,43052885;-49,20820148;Tarumã
-25,50171015;-49,20779161;Uberaba
-25,44267815;-49,20722813;Capão da Imbuia
-25,50252993;-49,20720085;Uberaba
-25,50334972;-49,20661009;Uberaba
-25,44291728;-49,20623651;Capão da Imbuia
-25,50416951;-49,20601933;Uberaba
-25,50498929;-49,20542857;Uberaba
-25,4431564;-49,20524489;Capão da Imbuia
-25,44339553;-49,20425327;Capão da Imbuia
-25,45176232;-49,36261627;Cidade Industrial de Curitiba
-25,45598134;-49,37316568;Augusta
-25,45176232;-49,36261627;Cidade Industrial de Curitiba
-25,45218423;-49,36367121;Augusta
-25,45260613;-49,36472615;Cidade Industrial de Curitiba
-25,45302803;-49,36578109;Cidade Industrial de Curitiba
-25,45344993;-49,36683603;Cidade Industrial de Curitiba
-25,45387183;-49,36789098;Cidade Industrial de Curitiba
-25,45429373;-49,36894592;Cidade Industrial de Curitiba
-25,45471563;-49,37000086;Augusta
-25,45513753;-49,3710558;Augusta
-25,45555944;-49,37211074;Augusta
-25,45598134;-49,37316568;Augusta
-25,45598134;-49,37316568;Augusta
-25,4550027;-49,37385212;Augusta
-25,45402407;-49,37453855;Augusta
-25,45304543;-49,37522499;Augusta
-25,45206679;-49,37591142;Augusta
-25,45206679;-49,37591142;Augusta
-25,4526633;-49,3768129;Augusta
-25,4532598;-49,37771439;Augusta
-25,4538563;-49,37861587;Augusta
-25,4544528;-49,37951735;Augusta
-25,4550493;-49,38041883;Augusta
-25,4556458;-49,38132032;Augusta
-25,4562423;-49,3822218;Augusta
-25,4731333;-49,29444472;Portão
-25,47213052;-49,29415512;Portão
-25,47112775;-49,29386552;Portão
-25,47012498;-49,29357592;Portão
-25,4691222;-49,29328632;Portão
-25,46811943;-49,29299672;Portão
-25,46711666;-49,29270712;Portão
-25,46611388;-49,29241752;Portão
-25,46511111;-49,29212792;Portão
-25,46410834;-49,29183832;Portão
-25,46310556;-49,29154872;Portão
-25,46210279;-49,29125912;Portão
-25,46110001;-49,29096952;Vila Izabel
-25,46009724;-49,29067992;Vila Izabel
-25,45909447;-49,29039032;Vila Izabel
-25,45809169;-49,29010072;Vila Izabel
-25,45708892;-49,28981112;Vila Izabel
-25,45608615;-49,28952152;Vila Izabel
-25,45508337;-49,28923192;Vila Izabel
-25,4540806;-49,28894232;Vila Izabel
-25,45307783;-49,28865272;Água Verde
-25,45207505;-49,28836312;Vila Izabel
-25,45107228;-49,28807352;Água Verde
-25,52589516;-49,29768967;Pinheirinho
-25,52508908;-49,29707703;Pinheirinho
-25,524283;-49,29646439;Pinheirinho
-25,52347691;-49,29585175;Pinheirinho
-25,52267083;-49,29523911;Pinheirinho
-25,52186474;-49,29462647;Pinheirinho
-25,52105866;-49,29401383;Pinheirinho
-25,52025257;-49,29340119;Pinheirinho
-25,51944649;-49,29278855;Pinheirinho
-25,51864041;-49,29217591;Pinheirinho
-25,51783432;-49,29156327;Pinheirinho
-25,51702824;-49,29095063;Pinheirinho
-25,51622215;-49,29033799;Pinheirinho
-25,51541607;-49,28972535;Pinheirinho
-25,51460998;-49,28911271;Pinheirinho
-25,5138039;-49,28850007;Pinheirinho
-25,51299782;-49,28788743;Pinheirinho
-25,51219173;-49,28727479;Pinheirinho
-25,51138565;-49,28666215;Pinheirinho
-25,51057956;-49,28604951;Xaxim
-25,50977348;-49,28543688;Xaxim
-25,5089674;-49,28482424;Xaxim
-25,50816131;-49,2842116;Xaxim
-25,50735523;-49,28359896;Xaxim
-25,50654914;-49,28298632;Xaxim
-25,50574306;-49,28237368;Xaxim
-25,50493697;-49,28176104;Xaxim
-25,50413089;-49,2811484;Xaxim
-25,50332481;-49,28053576;Xaxim
-25,50251872;-49,27992312;Xaxim
-25,50171264;-49,27931048;Xaxim
-25,50090655;-49,27869784;Xaxim
-25,50010047;-49,2780852;Xaxim
-25,49929438;-49,27747256;Xaxim
-25,4984883;-49,27685992;Xaxim
-25,49768222;-49,27624728;Xaxim
-25,49687613;-49,27563464;Xaxim
-25,49607005;-49,275022;Xaxim
-25,49526396;-49,27440936;Xaxim
-25,49445788;-49,27379672;Xaxim
-25,49365179;-49,27318408;Xaxim
-25,49284571;-49,27257144;Xaxim
-25,49203963;-49,27195881;Xaxim
-25,49123354;-49,27134617;Xaxim
-25,49042746;-49,27073353;Xaxim
-25,48962137;-49,27012089;Xaxim
-25,48881529;-49,26950825;Xaxim
-25,4880092;-49,26889561;Xaxim
-25,48720312;-49,26828297;Xaxim
-25,48639704;-49,26767033;Xaxim
-25,48559095;-49,26705769;Xaxim
-25,48478487;-49,26644505;Xaxim
-25,48397878;-49,26583241;Fanny
-25,4831727;-49,26521977;Fanny
-25,48236661;-49,26460713;Fanny
-25,48156053;-49,26399449;Fanny
-25,48075445;-49,26338185;Fanny
-25,47994836;-49,26276921;Fanny
-25,47914228;-49,26215657;Fanny
-25,47833619;-49,26154393;Fanny
-25,47753011;-49,26093129;Fanny
-25,47672402;-49,26031865;Fanny
-25,47591794;-49,25970601;Fanny
-25,47511186;-49,25909338;Fanny
-25,47430577;-49,25848074;Fanny
-25,47349969;-49,2578681;Fanny
-25,4726936;-49,25725546;Fanny
-25,47188752;-49,25664282;Fanny
-25,47108143;-49,25603018;Fanny
-25,47027535;-49,25541754;Parolin
-25,46946927;-49,2548049;Parolin
-25,46866318;-49,25419226;Parolin
-25,4678571;-49,25357962;Hauer
-25,5010583;-49,23673293;Boqueirão
-25,50067139;-49,23573627;Boqueirão
-25,50028448;-49,23473961;Boqueirão
-25,49989756;-49,23374296;Boqueirão
-25,49951065;-49,2327463;Boqueirão
-25,49912373;-49,23174965;Boqueirão
-25,49873682;-49,23075299;Boqueirão
-25,4983499;-49,22975634;Boqueirão
-25,49796299;-49,22875968;Boqueirão
-25,49757607;-49,22776303;Boqueirão
-25,49718916;-49,22676637;Boqueirão
-25,49680224;-49,22576971;Boqueirão
-25,49641533;-49,22477306;Uberaba
-25,43917595;-49,25267941;Bairro Jardim Botânico
-25,43999641;-49,25209128;Bairro Jardim Botânico
-25,44081686;-49,25150314;Bairro Jardim Botânico
-25,44163732;-49,25091501;Bairro Jardim Botânico
-25,44245777;-49,25032688;Bairro Jardim Botânico
-25,44327823;-49,24973874;Bairro Jardim Botânico
-25,44409868;-49,24915061;Bairro Jardim Botânico
-25,44491914;-49,24856247;Bairro Jardim Botânico
-25,44573959;-49,24797434;Bairro Jardim Botânico
-25,44656005;-49,24738621;Bairro Jardim Botânico
-25,4473805;-49,24679807;Bairro Jardim Botânico
-25,44820096;-49,24620994;Bairro Jardim Botânico
-25,44902141;-49,24562181;Bairro Jardim Botânico
-25,44984187;-49,24503367;Bairro Jardim Botânico
-25,45066232;-49,24444554;Bairro Jardim Botânico
-25,45148278;-49,2438574;Bairro Jardim Botânico
-25,45230323;-49,24326927;Bairro Jardim Botânico
-25,45312369;-49,24268114;Jardim das Américas
-25,45394414;-49,242093;Jardim das Américas
-25,4547646;-49,24150487;Jardim das Américas
-25,45558505;-49,24091673;Jardim das Américas
-25,45640551;-49,2403286;Jardim das Américas
-25,45722596;-49,23974047;Jardim das Américas
-25,45804642;-49,23915233;Jardim das Américas
-25,45886687;-49,2385642;Jardim das Américas
-25,45968733;-49,23797606;Jardim das Américas
-25,46050779;-49,23738793;Jardim das Américas
-25,46132824;-49,2367998;Jardim das Américas
-25,4621487;-49,23621166;Jardim das Américas
-25,46296915;-49,23562353;Jardim das Américas
-25,46378961;-49,23503539;Jardim das Américas
-25,46461006;-49,23444726;Jardim das Américas
-25,46543052;-49,23385913;Jardim das Américas
-25,46625097;-49,23327099;Jardim das Américas
-25,46707143;-49,23268286;Jardim das Américas
-25,46789188;-49,23209472;Jardim das Américas
-25,46871234;-49,23150659;Jardim das Américas
-25,46953279;-49,23091846;Jardim das Américas
-25,47035325;-49,23033032;Jardim das Américas
-25,4711737;-49,22974219;Jardim das Américas
-25,47199416;-49,22915405;Jardim das Américas
-25,47281461;-49,22856592;Uberaba
-25,47363507;-49,22797779;Uberaba
-25,47445552;-49,22738965;Uberaba
-25,47527598;-49,22680152;Uberaba
-25,47609643;-49,22621338;Uberaba
-25,47691689;-49,22562525;Uberaba
-25,47773734;-49,22503712;Uberaba
-25,4785578;-49,22444898;Uberaba
-25,47937825;-49,22386085;Uberaba
-25,48019871;-49,22327271;Uberaba
-25,48101916;-49,22268458;Uberaba
-25,48183962;-49,22209645;Uberaba
-25,48266007;-49,22150831;Uberaba
-25,48348053;-49,22092018;Uberaba
-25,48430098;-49,22033205;Uberaba
-25,48512144;-49,21974391;Uberaba
-25,48594189;-49,21915578;Uberaba
-25,48676235;-49,21856764;Uberaba
-25,4875828;-49,21797951;Uberaba
-25,48840326;-49,21739138;Uberaba
-25,48922372;-49,21680324;Uberaba
-25,49004417;-49,21621511;Uberaba
-25,49086463;-49,21562697;Uberaba
-25,49168508;-49,21503884;Uberaba
-25,49250554;-49,21445071;Uberaba
-25,49332599;-49,21386257;Uberaba
-25,49414645;-49,21327444;Uberaba
-25,4949669;-49,2126863;Uberaba
-25,49578736;-49,21209817;Uberaba
-25,49660781;-49,21151004;Uberaba
-25,49742827;-49,2109219;Uberaba
-25,49824872;-49,21033377;Uberaba
-25,49906918;-49,20974563;Uberaba
-25,49988963;-49,2091575;Uberaba
-25,50071009;-49,20856937;Uberaba
-25,42361328;-49,2679829;Centro
-25,42285907;-49,26729439;Centro Cívico
-25,42210485;-49,26660588;Alto da Glória
-25,42135064;-49,26591737;Alto da Glória
-25,42059642;-49,26522886;Alto da Glória
-25,41984221;-49,26454035;Alto da Glória
-25,41908799;-49,26385184;Alto da Glória
-25,41833378;-49,26316334;Alto da Glória
-25,41757957;-49,26247483;Alto da Glória
-25,41682535;-49,26178632;Alto da Glória
-25,41607114;-49,26109781;Juvevê
-25,41531692;-49,2604093;Alto da Glória
-25,41456271;-49,25972079;Juvevê
-25,41380849;-49,25903229;Juvevê
-25,41305428;-49,25834378;Juvevê
-25,41230007;-49,25765527;Juvevê
-25,41154585;-49,25696676;Juvevê
-25,41079164;-49,25627825;Juvevê
-25,41003742;-49,25558974;Cabral
-25,40928321;-49,25490123;Cabral
-25,408529;-49,25421273;Cabral
-25,40777478;-49,25352422;Cabral
-25,40702057;-49,25283571;Cabral
-25,40626635;-49,2521472;Cabral
-25,40551214;-49,25145869;Cabral
-25,40475792;-49,25077018;Cabral
-25,40400371;-49,25008168;Cabral
-25,4032495;-49,24939317;Cabral
-25,40249528;-49,24870466;Cabral
-25,40174107;-49,24801615;Cabral
-25,40098685;-49,24732764;Cabral
-25,40023264;-49,24663913;Bacacheri
-25,39947842;-49,24595062;Bacacheri
-25,39872421;-49,24526212;Bacacheri
-25,39797;-49,24457361;Bacacheri
-25,39721578;-49,2438851;Bacacheri
-25,39646157;-49,24319659;Bacacheri
-25,39570735;-49,24250808;Bacacheri
-25,39495314;-49,24181957;Bacacheri
-25,39419893;-49,24113107;Bacacheri
-25,39344471;-49,24044256;Boa Vista
-25,3926905;-49,23975405;Bacacheri
-25,39193628;-49,23906554;Bacacheri
-25,39118207;-49,23837703;Bacacheri
-25,39042785;-49,23768852;Bacacheri
-25,38967364;-49,23700001;Bacacheri
-25,38891943;-49,23631151;Boa Vista
-25,38816521;-49,235623;Boa Vista
-25,387411;-49,23493449;Bacacheri
-25,38665678;-49,23424598;Bacacheri
-25,38590257;-49,23355747;Bacacheri
-25,38514835;-49,23286896;Boa Vista
-25,38439414;-49,23218046;Boa Vista
-25,38363993;-49,23149195;Santa Cândida
-25,38288571;-49,23080344;Santa Cândida
-25,3821315;-49,23011493;Santa Cândida
-25,38137728;-49,22942642;Santa Cândida
-25,38062307;-49,22873791;Santa Cândida
-25,37986886;-49,2280494;Santa Cândida
-25,37911464;-49,2273609;Santa Cândida
-25,37836043;-49,22667239;Santa Cândida
-25,37760621;-49,22598388;Santa Cândida
-25,376852;-49,22529537;Santa Cândida
-25,37609778;-49,22460686;Santa Cândida
-25,37534357;-49,22391835;Santa Cândida
-25,37458936;-49,22322985;Santa Cândida
-25,37447316;-49,22322985;Santa Cândida
-25,37342731;-49,22316019;Santa Cândida
-25,37238145;-49,22309053;Santa Cândida
-25,37133559;-49,22302087;Santa Cândida
-25,37028974;-49,22295121;Santa Cândida
-25,36924388;-49,22288155;Santa Cândida
-25,36819803;-49,22281189;Santa Cândida
-25,36715217;-49,22274223;Santa Cândida
-25,36610631;-49,22267258;Santa Cândida
-25,36506046;-49,22260292;Santa Cândida
-25,3640146;-49,22253326;Santa Cândida
-25,36296875;-49,2224636;Santa Cândida
-25,36192289;-49,22239394;Santa Cândida
-25,36087704;-49,22232428;Roça Grande
-25,35983118;-49,22225462;Roça Grande
-25,35878532;-49,22218496;Roça Grande
-25,35773947;-49,22211531;Roça Grande
-25,35669361;-49,22204565;Roça Grande
-25,35564776;-49,22197599;Roça Grande
-25,3546019;-49,22190633;Roça Grande
-25,35355604;-49,22183667;Roça Grande
-25,35251019;-49,22176701;Roça Grande
-25,35146433;-49,22169735;Roça Grande
-25,35041848;-49,22162769;Osasco
-25,34937262;-49,22155804;Osasco
-25,38318741;-49,26232446;São Lourenço
-25,38216872;-49,26240591;São Lourenço
-25,38115003;-49,26248736;São Lourenço
-25,38013134;-49,2625688;São Lourenço
-25,37911265;-49,26265025;São Lourenço
-25,37809395;-49,2627317;São Lourenço
-25,37707526;-49,26281315;São Lourenço
-25,37605657;-49,26289459;Barreirinha
-25,37503788;-49,26297604;Barreirinha
-25,37401919;-49,26305749;Barreirinha
-25,3730005;-49,26313893;Barreirinha
-25,37198181;-49,26322038;Barreirinha
-25,37096312;-49,26330183;Barreirinha
-25,36994443;-49,26338328;Barreirinha
-25,36892574;-49,26346472;Barreirinha
-25,36790705;-49,26354617;Barreirinha
-25,36688836;-49,26362762;Barreirinha
-25,36586967;-49,26370906;Barreirinha
-25,36485098;-49,26379051;Barreirinha
-25,36383229;-49,26387196;Barreirinha
-25,3628136;-49,26395341;Barreirinha
-25,3617949;-49,26403485;Abranches
-25,36077621;-49,2641163;Barreirinha
-25,35975752;-49,26419775;Cachoeira
-25,35873883;-49,26427919;Cachoeira
-25,35772014;-49,26436064;Barreirinha
-25,35670145;-49,26444209;Cachoeira
-25,35568276;-49,26452354;Cachoeira
-25,35466407;-49,26460498;Cachoeira
-25,35364538;-49,26468643;Cachoeira
-25,35262669;-49,26476788;Cachoeira
-25,42672398;-49,26530272;Centro
-25,42772915;-49,26477595;Centro
-25,42873431;-49,26424918;Centro
-25,42973947;-49,26372241;Centro
-25,43074463;-49,26319564;Centro
-25,43174979;-49,26266887;Centro
-25,43275496;-49,2621421;Centro
-25,43376012;-49,26161533;Centro
-25,43476528;-49,26108857;Centro
-25,43577044;-49,2605618;Rebouças
-25,43563233;-49,25169169;Cristo Rei
-25,43594652;-49,25070145;Bairro Jardim Botânico
-25,43626071;-49,24971121;Bairro Jardim Botânico
-25,4365749;-49,24872097;Bairro Jardim Botânico
-25,43688909;-49,24773073;Bairro Jardim Botânico
-25,43720328;-49,24674049;Bairro Jardim Botânico
-25,43751747;-49,24575025;Bairro Jardim Botânico
-25,43783166;-49,24476001;Bairro Jardim Botânico
-25,43814585;-49,24376976;Bairro Jardim Botânico
-25,43846004;-49,24277952;Bairro Jardim Botânico
-25,43877423;-49,24178928;Bairro Jardim Botânico
-25,43908842;-49,24079904;Bairro Jardim Botânico
-25,43940261;-49,2398088;Bairro Jardim Botânico
-25,4397168;-49,23881856;Bairro Jardim Botânico
-25,44003099;-49,23782832;Bairro Jardim Botânico
-25,44034518;-49,23683808;Cristo Rei
-25,44065937;-49,23584784;Cristo Rei
-25,44097356;-49,2348576;Cristo Rei
-25,44128774;-49,23386736;Bairro Jardim Botânico
-25,44160193;-49,23287712;Cristo Rei
-25,44191612;-49,23188688;Capão da Imbuia
-25,44191612;-49,23188688;Capão da Imbuia
-25,44138673;-49,2308036;Tarumã
-25,44085733;-49,22972033;Tarumã
-25,44032793;-49,22863706;Capão da Imbuia
-25,43979854;-49,22755378;Capão da Imbuia
-25,43926914;-49,22647051;Cajuru
-25,43873974;-49,22538723;Capão da Imbuia
-25,43873974;-49,22538723;Capão da Imbuia
-25,43899293;-49,22438892;Capão da Imbuia
-25,43924612;-49,22339061;Capão da Imbuia
-25,43949931;-49,2223923;Capão da Imbuia
-25,4397525;-49,22139398;Capão da Imbuia
-25,44000569;-49,22039567;Capão da Imbuia
-25,44025887;-49,21939736;Capão da Imbuia
-25,44051206;-49,21839905;Capão da Imbuia
-25,44076525;-49,21740074;Capão da Imbuia
-25,44101844;-49,21640242;Capão da Imbuia
-25,44127163;-49,21540411;Capão da Imbuia
-25,44152481;-49,2144058;Capão da Imbuia
-25,441778;-49,21340749;Capão da Imbuia
-25,44203119;-49,21240918;Capão da Imbuia
-25,44228438;-49,21141086;Capão da Imbuia
-25,44253757;-49,21041255;Capão da Imbuia
-25,44279076;-49,20941424;Capão da Imbuia
-25,44304394;-49,20841593;Capão da Imbuia
-25,44329713;-49,20741762;Capão da Imbuia
-25,52413756;-49,22653;Alto Boqueirão
-25,46902431;-49,2536677;Hauer
-25,38793042;-49,26650305;São Lourenço
-25,38784447;-49,26648875;São Lourenço
-25,38775853;-49,26647444;São Lourenço
-25,38767259;-49,26646014;São Lourenço
-25,38758664;-49,26644583;São Lourenço
-25,3875007;-49,26643153;São Lourenço
-25,38741475;-49,26641722;São Lourenço
-25,38732881;-49,26640292;São Lourenço
-25,38724287;-49,26638861;São Lourenço
-25,38715692;-49,26637431;São Lourenço
-25,38707098;-49,26636;São Lourenço
-25,38698504;-49,2663457;São Lourenço
-25,38689909;-49,26633139;São Lourenço
-25,38681315;-49,26631709;São Lourenço
-25,3867272;-49,26630278;São Lourenço
-25,38664126;-49,26628848;São Lourenço
-25,38655532;-49,26627417;São Lourenço
-25,38646937;-49,26625987;São Lourenço
-25,38638343;-49,26624556;São Lourenço
-25,38629749;-49,26623126;São Lourenço
-25,38621154;-49,26621695;São Lourenço
-25,3861256;-49,26620265;São Lourenço
-25,38603965;-49,26618834;São Lourenço
-25,38595371;-49,26617404;São Lourenço
-25,38586777;-49,26615973;São Lourenço
-25,38578182;-49,26614543;São Lourenço
-25,38569588;-49,26613112;São Lourenço
-25,38560993;-49,26611682;São Lourenço
-25,38552399;-49,26610251;São Lourenço
-25,38543805;-49,26608821;São Lourenço
-25,3853521;-49,2660739;São Lourenço
-25,38526616;-49,26605959;São Lourenço
-25,38518022;-49,26604529;São Lourenço
-25,38509427;-49,26603098;São Lourenço
-25,38500833;-49,26601668;São Lourenço
-25,38492238;-49,26600237;São Lourenço
-25,38483644;-49,26598807;São Lourenço
-25,3847505;-49,26597376;São Lourenço
-25,38466455;-49,26595946;São Lourenço
-25,38457861;-49,26594515;São Lourenço
-25,38449266;-49,26593085;São Lourenço
-25,38440672;-49,26591654;São Lourenço
-25,38432078;-49,26590224;São Lourenço
-25,38423483;-49,26588793;São Lourenço
-25,38414889;-49,26587363;São Lourenço
-25,38406295;-49,26585932;São Lourenço
-25,383977;-49,26584502;São Lourenço
-25,38389106;-49,26583071;São Lourenço
-25,38380511;-49,26581641;São Lourenço
-25,38371917;-49,2658021;São Lourenço
-25,38363323;-49,2657878;São Lourenço
-25,38354728;-49,26577349;São Lourenço
-25,38346134;-49,26575919;São Lourenço
-25,3833754;-49,26574488;São Lourenço
-25,38328945;-49,26573058;São Lourenço
-25,38320351;-49,26571627;São Lourenço
-25,38311756;-49,26570197;São Lourenço
-25,38303162;-49,26568766;São Lourenço
-25,38294568;-49,26567336;São Lourenço
-25,38285973;-49,26565905;São Lourenço
-25,38277379;-49,26564475;São Lourenço
-25,38277379;-49,26564475;São Lourenço
-25,38277573;-49,26558896;São Lourenço
-25,38277767;-49,26553317;São Lourenço
-25,3827796;-49,26547738;São Lourenço
-25,38278154;-49,26542159;São Lourenço
-25,38278348;-49,2653658;São Lourenço
-25,38278542;-49,26531001;São Lourenço
-25,38278736;-49,26525422;São Lourenço
-25,3827893;-49,26519843;São Lourenço
-25,38279124;-49,26514264;São Lourenço
-25,38279317;-49,26508685;São Lourenço
-25,38279511;-49,26503106;São Lourenço
-25,38279705;-49,26497527;São Lourenço
-25,38279899;-49,26491948;São Lourenço
-25,38280093;-49,26486369;São Lourenço
-25,38280287;-49,2648079;São Lourenço
-25,38280481;-49,26475211;São Lourenço
-25,38280675;-49,26469632;São Lourenço
-25,38280868;-49,26464053;São Lourenço
-25,38281062;-49,26458474;São Lourenço
-25,38281256;-49,26452895;São Lourenço
-25,3828145;-49,26447316;São Lourenço
-25,38281644;-49,26441737;São Lourenço
-25,38281838;-49,26436158;São Lourenço
-25,38282032;-49,26430579;São Lourenço
-25,38282225;-49,26425;São Lourenço
-25,38282419;-49,26419421;São Lourenço
-25,38282613;-49,26413842;São Lourenço
-25,38282807;-49,26408263;São Lourenço
-25,38283001;-49,26402684;São Lourenço
-25,38283195;-49,26397105;São Lourenço
-25,38283389;-49,26391526;São Lourenço
-25,38283582;-49,26385947;São Lourenço
-25,38283776;-49,26380368;São Lourenço
-25,3828397;-49,26374789;São Lourenço
-25,38284164;-49,2636921;São Lourenço
-25,38284358;-49,26363631;São Lourenço
-25,38284552;-49,26358052;São Lourenço
-25,38284746;-49,26352473;São Lourenço
-25,38284939;-49,26346894;São Lourenço
-25,38285133;-49,26341315;São Lourenço
-25,38285327;-49,26335736;São Lourenço
-25,38285521;-49,26330157;São Lourenço
-25,38285715;-49,26324578;São Lourenço
-25,38285909;-49,26318999;São Lourenço
-25,38286103;-49,2631342;São Lourenço
-25,38286297;-49,26307841;São Lourenço
-25,3828649;-49,26302262;São Lourenço
-25,38286684;-49,26296683;São Lourenço
-25,38286878;-49,26291104;São Lourenço
-25,38287072;-49,26285525;São Lourenço
-25,38287266;-49,26279946;São Lourenço
-25,3828746;-49,26274367;São Lourenço
-25,38287654;-49,26268788;São Lourenço
-25,38287847;-49,26263209;São Lourenço
-25,38288041;-49,2625763;São Lourenço
-25,38288235;-49,26252051;São Lourenço
-25,38288429;-49,26246472;São Lourenço
-25,38288623;-49,26240893;São Lourenço
-25,38288817;-49,26235314;São Lourenço
-25,38289011;-49,26229735;Barreirinha
-25,42991815;-49,24978171;Alto da Rua XV
-25,43001863;-49,24983835;Alto da Rua XV
-25,43011912;-49,249895;Alto da Rua XV
-25,4302196;-49,24995164;Alto da Rua XV
-25,43032009;-49,25000829;Alto da Rua XV
-25,43042057;-49,25006493;Alto da Rua XV
-25,43052105;-49,25012158;Alto da Rua XV
-25,43062154;-49,25017822;Alto da Rua XV
-25,43072202;-49,25023487;Alto da Rua XV
-25,43082251;-49,25029151;Alto da Rua XV
-25,43092299;-49,25034816;Alto da Rua XV
-25,43102348;-49,25040481;Alto da Rua XV
-25,43112396;-49,25046145;Alto da Rua XV
-25,43122445;-49,2505181;Alto da Rua XV
