ENDERECO;BAIRRO;QUANTIDADE;TIPO
R. PROFESSOR JOÃO SOARES BARCELOS;BOQUEIRÃO;229;COMERCIO
R. PROFESSOR JOÃO SOARES BARCELOS;HAUER;112;COMERCIO
R. PROFESSOR JÚLIO THEODORICO GUIMARÃES;PINHEIRINHO;17;COMERCIO
R. PROFESSOR LAURO ZAK;XAXIM;15;COMERCIO
R. PROFESSOR LEONARDO COBBE;BARREIRINHA;15;COMERCIO
R. PROFESSOR LUIZ BENÍCIO DA SILVA BASTOS;SÃO JOÃO;14;COMERCIO
R. PROFESSOR LUIZ CESAR;ÁGUA VERDE;18;COMERCIO
R. PROFESSOR LÍCIO DE LIMA;NOVO MUNDO;20;COMERCIO
R. PROFESSOR MANOEL DE ABREU;PORTÃO;17;COMERCIO
R. PROFESSOR NARCISO MENDES;XAXIM;13;COMERCIO
R. PROFESSOR NILO BRANDÃO;SÃO LOURENÇO;26;COMERCIO
R. PROFESSOR NIVALDO BRAGA;CAJURU;33;COMERCIO
R. PROFESSOR NIVALDO BRAGA;CAPÃO DA IMBUIA;52;COMERCIO
R. PROFESSOR OMAR GONÇALVES DA MOTTA;BOA VISTA;13;COMERCIO
R. PROFESSOR ORLANDO ALVES CHAVES;PORTÃO;14;COMERCIO
R. PROFESSOR OSVALDO ORMIAMIN;CIDADE INDUSTRIAL;14;COMERCIO
R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;CAMPINA DO SIQUEIRA;336;COMERCIO
R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;CAMPO COMPRIDO;33;COMERCIO
R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;CIDADE INDUSTRIAL;54;COMERCIO
R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;MOSSUNGUÊ;79;COMERCIO
R. PROFESSOR PLÁCIDO E SILVA;PAROLIN;13;COMERCIO
R. PROFESSOR PORTHOS VELOZO;PAROLIN;17;COMERCIO
R. PROFESSOR RODOLFO BELZ;SANTA CÂNDIDA;17;COMERCIO
R. PROFESSOR SEBASTIÃO PARANÁ;VILA IZABEL;26;COMERCIO
R. PROFESSOR ULISSES VIEIRA;PORTÃO;40;COMERCIO
R. PROFESSOR ULISSES VIEIRA;SANTA QUITÉRIA;48;COMERCIO
R. PROFESSOR ULISSES VIEIRA;VILA IZABEL;36;COMERCIO
R. PROFESSOR WALDIR DE JESUS;CAPÃO RASO;25;COMERCIO
R. PROFESSOR ÁLVARO JORGE;VILA IZABEL;29;COMERCIO
R. PROFESSORA ANTONIA REGINATO VIANNA;CAPÃO DA IMBUIA;33;COMERCIO
R. PROFESSORA AUGUSTA RIBAS;PINHEIRINHO;13;COMERCIO
R. PROFESSORA DORACY CEZZARINO;PORTÃO;18;COMERCIO
R. PROFESSORA EDMEE NEAL ALGOUVER;ALTO BOQUEIRÃO;28;COMERCIO
R. PROFESSORA HILDA HANKE GONÇALVES;CIDADE INDUSTRIAL;42;COMERCIO
R. PROFESSORA JOANITA BERNETT PASSOS;BOQUEIRÃO;26;COMERCIO
R. PROFESSORA LUIZA BORGES FANINI;SÍTIO CERCADO;14;COMERCIO
R. PROFESSORA MARIA DE ASSUMPÇÃO;BOQUEIRÃO;35;COMERCIO
R. PROFESSORA MARIA DE ASSUMPÇÃO;HAUER;25;COMERCIO
R. PROFESSORA OLGA BALSTER;CAJURU;20;COMERCIO
R. PROFESSORA OLGA BALSTER;CAPÃO DA IMBUIA;23;COMERCIO
R. PROFESSORA ROSA SAPORSKI;MERCÊS;27;COMERCIO
R. RAGGI IZAR;BOQUEIRÃO;22;COMERCIO
R. RAGGI IZAR;HAUER;14;COMERCIO
R. RAIMUNDO NINA RODRIGUES;CAJURU;14;COMERCIO
R. RAPOSO TAVARES;PILARZINHO;95;COMERCIO
R. RAUL CARON;CAPÃO DA IMBUIA;14;COMERCIO
R. RAUL POMPEIA;CIDADE INDUSTRIAL;255;COMERCIO
R. REI DAVID;SANTA CÂNDIDA;16;COMERCIO
R. REINALDINO SCHAFFENBERG DE QUADROS;ALTO DA RUA XV;15;COMERCIO
R. REINALDO DE CARVALHO-BOLA;GANCHINHO;21;COMERCIO
R. REINALDO PAZELLO;SANTA QUITÉRIA;20;COMERCIO
R. REINALDO STOCCO;PINHEIRINHO;29;COMERCIO
R. REINALDO THÁ;CAJURU;13;COMERCIO
R. RENATO POLATTI;CAMPO COMPRIDO;40;COMERCIO
R. REZALA SIMÃO;PORTÃO;20;COMERCIO
R. REZALA SIMÃO;SANTA QUITÉRIA;26;COMERCIO
R. RIACHUELO;***;16;COMERCIO
R. RIACHUELO;CENTRO;216;COMERCIO
R. RIO GRANDE DO NORTE;GUAÍRA;13;COMERCIO
R. RIO GRANDE DO SUL;ÁGUA VERDE;17;COMERCIO
R. RIO GUAPORÉ;BAIRRO ALTO;47;COMERCIO
R. RIO IRIRI;BAIRRO ALTO;51;COMERCIO
R. RIO JAGUARIBE;BAIRRO ALTO;32;COMERCIO
R. RIO JAPURÁ;ATUBA;14;COMERCIO
R. RIO JAPURÁ;BAIRRO ALTO;15;COMERCIO
R. RIO JARI;BAIRRO ALTO;23;COMERCIO
R. RIO JURUÁ;ATUBA;22;COMERCIO
R. RIO MUCURI;BAIRRO ALTO;26;COMERCIO
R. RIO NEGRO;BAIRRO ALTO;14;COMERCIO
R. RIO PELOTAS;ATUBA;27;COMERCIO
R. RIO XINGÚ;BAIRRO ALTO;22;COMERCIO
R. ROBERT REDZIMSKI;CIDADE INDUSTRIAL;45;COMERCIO
R. ROBERTO HAUER;HAUER;13;COMERCIO
R. ROCHA POMBO;JUVEVÊ;42;COMERCIO
R. ROCKEFELLER;PRADO VELHO;13;COMERCIO
R. ROCKEFELLER;REBOUÇAS;64;COMERCIO
R. RODOLFO BERNARDELLI;UBERABA;53;COMERCIO
R. RODOLPHO SENFF JUNIOR;CAPÃO RASO;14;COMERCIO
R. RODRIGUES ALVES;SEMINÁRIO;13;COMERCIO
R. ROGÉRIO XAVIER ROCHA LOURES;PINHEIRINHO;18;COMERCIO
R. ROMULO CESAR ALVES;SANTA FELICIDADE;29;COMERCIO
R. ROQUE LAZAROTTO;BOA VISTA;14;COMERCIO
R. RORAIMA;CAJURU;62;COMERCIO
R. ROSAMÉLIA DE OLIVEIRA;CAMPO COMPRIDO;16;COMERCIO
R. RUBEM BERTA;PINHEIRINHO;34;COMERCIO
R. SAINT HILAIRE;ÁGUA VERDE;22;COMERCIO
R. SALDANHA MARINHO;BIGORRILHO;35;COMERCIO
R. SALDANHA MARINHO;CENTRO;144;COMERCIO
R. SALOMÃO ELIAS FEDER;UBERABA;33;COMERCIO
R. SALOMÃO GUELMANN;NOVO MUNDO;13;COMERCIO
R. SALVADOR;CAJURU;20;COMERCIO
R. SALVADOR FERRANTE;BOQUEIRÃO;53;COMERCIO
R. SALVADOR JOSÉ CORREIA COELHO;CIDADE INDUSTRIAL;17;COMERCIO
R. SAMUEL CEZAR;ÁGUA VERDE;24;COMERCIO
R. SANT ANA DO ITARARÉ;SÍTIO CERCADO;44;COMERCIO
R. SANTA CATARINA;GUAÍRA;37;COMERCIO
R. SANTA CATARINA;ÁGUA VERDE;72;COMERCIO
R. SANTA MADALENA SOFIA BARAT;BAIRRO ALTO;36;COMERCIO
R. SANTA MÔNICA;CAPÃO RASO;21;COMERCIO
R. SANTA ZITA;GUAÍRA;14;COMERCIO
R. SANTO AMARO;ÁGUA VERDE;19;COMERCIO
R. SANTO ANTÔNIO;REBOUÇAS;17;COMERCIO
R. SANTO CELESTINO COLETO;BOA VISTA;21;COMERCIO
R. SANTO INÁCIO DE LOYOLA;GUABIROTUBA;13;COMERCIO
R. SAO JOAQUIM;JARDIM BOTÂNICO;13;COMERCIO
R. SARGENTO LUIZ GONZAGA MARTINS RIBAS;UBERABA;18;COMERCIO
R. SATURNINO MIRANDA;SANTA FELICIDADE;80;COMERCIO
R. SATURNO;SÍTIO CERCADO;13;COMERCIO
R. SCHILLER;ALTO DA RUA XV;16;COMERCIO
R. SCHIRLEI SOLANGE MANTOVANI;CIDADE INDUSTRIAL;13;COMERCIO
R. SEBASTIÃO ALVES FERREIRA;BAIRRO ALTO;50;COMERCIO
R. SEBASTIÃO MALUCELLI;NOVO MUNDO;30;COMERCIO
R. SEBASTIÃO MARCOS LUIZ;CAJURU;48;COMERCIO
R. SENADOR ACCIOLY FILHO;CIDADE INDUSTRIAL;38;COMERCIO
R. SENADOR ALENCAR GUIMARÃES;***;13;COMERCIO
R. SENADOR ALENCAR GUIMARÃES;CENTRO;90;COMERCIO
R. SENADOR XAVIER DA SILVA;CENTRO CÍVICO;26;COMERCIO
R. SERGIPE;GUAÍRA;18;COMERCIO
R. SERTANEJA;SÍTIO CERCADO;20;COMERCIO
R. SETE DE ABRIL;ALTO DA RUA XV;38;COMERCIO
R. SEZINANDO MARTINHO DA CRUZ;FAZENDINHA;14;COMERCIO
R. SILVEIRA NETO;ÁGUA VERDE;20;COMERCIO
R. SILVEIRA PEIXOTO;ÁGUA VERDE;42;COMERCIO
R. SIMÃO BRANTE;UBERABA;28;COMERCIO
R. SIMÃO MANSUR;BOA VISTA;17;COMERCIO
R. SINFRÔNIO MESA NETO;TATUQUARA;16;COMERCIO
R. SOLIMÕES;MERCÊS;25;COMERCIO
R. SUÉCIA;TARUMÃ;20;COMERCIO
R. SÃO BENTO;HAUER;50;COMERCIO
R. SÃO FRANCISCO;CENTRO;36;COMERCIO
R. SÃO FRANCISCO DE SALES;ALTO BOQUEIRÃO;20;COMERCIO
R. SÃO JANUÁRIO;JARDIM BOTÂNICO;15;COMERCIO
R. SÃO JOSÉ DOS PINHAIS;SÍTIO CERCADO;396;COMERCIO
R. SÃO MATEUS;PORTÃO;16;COMERCIO
R. SÃO PEDRO;CABRAL;14;COMERCIO
R. SÃO SALVADOR;PILARZINHO;34;COMERCIO
R. SÃO SEBASTIÃO;AHÚ;21;COMERCIO
R. TABAJARAS;VILA IZABEL;18;COMERCIO
R. TAMOIOS;PORTÃO;13;COMERCIO
R. TAMOIOS;VILA IZABEL;33;COMERCIO
R. TAPAJOS;BOM RETIRO;28;COMERCIO
R. TEFFÉ;BOM RETIRO;38;COMERCIO
R. TEIXEIRA COELHO;BATEL;35;COMERCIO
R. TEN BRIG FRANCISCO DE ASSIS CORREA DE MELLO;JARDIM DAS AMÉRICAS;14;COMERCIO
R. TEN CEL SERVANDO DE LOYOLA E SILVA;BARREIRINHA;15;COMERCIO
R. TENENTE ANTÔNIO PUPO;XAXIM;21;COMERCIO
R. TENENTE CORONEL BENJAMIN LAGE;UBERABA;18;COMERCIO
R. TENENTE CORONEL MUNIZ DE ARAGÃO;BARREIRINHA;14;COMERCIO
R. TENENTE CORONEL VILAGRAN CABRITA;ALTO BOQUEIRÃO;21;COMERCIO
R. TENENTE CORONEL VILAGRAN CABRITA;BOQUEIRÃO;41;COMERCIO
R. TENENTE FRANCISCO FERREIRA DE SOUZA;BOQUEIRÃO;70;COMERCIO
R. TENENTE FRANCISCO FERREIRA DE SOUZA;HAUER;66;COMERCIO
R. TENENTE JOÃO GOMES DA SILVA;MERCÊS;21;COMERCIO
R. TENENTE TITO TEIXEIRA DE CASTRO;BOQUEIRÃO;47;COMERCIO
R. TEODOMIRO FURTADO;XAXIM;21;COMERCIO
R. TEREZINA;CAJURU;13;COMERCIO
R. TEÓFILO OTONI;CAJURU;26;COMERCIO
R. THEODORO LOCKER;CIDADE INDUSTRIAL;18;COMERCIO
R. THEODORO MAKIOLKA;BARREIRINHA;14;COMERCIO
R. THEODORO MAKIOLKA;SANTA CÂNDIDA;48;COMERCIO
R. THEODORO SCHNEIDER;PORTÃO;25;COMERCIO
R. THEOPHILO MANSUR;NOVO MUNDO;21;COMERCIO
R. TIBAGI;CENTRO;120;COMERCIO
R. TIJUCAS DO SUL;SÍTIO CERCADO;153;COMERCIO
R. TOBIAS DE MACEDO JÚNIOR;SANTO INÁCIO;18;COMERCIO
R. TOMAZINA;AHÚ;23;COMERCIO
R. TRAJANO REIS;SÃO FRANCISCO;65;COMERCIO
R. TREZE DE MAIO;CENTRO;58;COMERCIO
R. TREZE DE MAIO;SÃO FRANCISCO;28;COMERCIO
R. TRINTA E UM DE MARÇO;PINHEIRINHO;15;COMERCIO
R. TUNÍSIA;CAJURU;22;COMERCIO
R. UBALDINO DO AMARAL;ALTO DA RUA XV;45;COMERCIO
R. URBANO LOPES;CRISTO REI;24;COMERCIO
R. VALENTIN DEDA;CAPÃO RASO;24;COMERCIO
R. VENEZUELA;BACACHERI;13;COMERCIO
R. VEREADOR ADEODATO VOLPI;CAPÃO RASO;15;COMERCIO
R. VEREADOR ANGELO BURBELLO;UMBARÁ;13;COMERCIO
R. VEREADOR ANTÔNIO CARNASCIALI;BOQUEIRÃO;25;COMERCIO
R. VEREADOR AURELINO MADER GONÇALVES;XAXIM;15;COMERCIO
R. VEREADOR CONSTANTE PINTO;BACACHERI;19;COMERCIO
R. VEREADOR WASHINGTON MANSUR;AHÚ;23;COMERCIO
R. VIA VENETO;SANTA FELICIDADE;92;COMERCIO
R. VICENTE CICCARINO;BOA VISTA;34;COMERCIO
R. VICENTE DE CARVALHO;CAJURU;43;COMERCIO
R. VICENTE GERONASSO;BOA VISTA;26;COMERCIO
R. VICTOR MODESTO DE OLIVEIRA;PINHEIRINHO;13;COMERCIO
R. VICTÓRIO VIEZZER;VISTA ALEGRE;25;COMERCIO
R. VIEIRA FAZENDA;PORTÃO;29;COMERCIO
R. VIRGINIA DALABONA;ORLEANS;33;COMERCIO
R. VIRIATO CORREA;FAZENDINHA;17;COMERCIO
R. VISCONDE DE ABAETÉ;BAIRRO ALTO;22;COMERCIO
R. VISCONDE DE NACAR;***;16;COMERCIO
R. VISCONDE DE NACAR;CENTRO;93;COMERCIO
R. VISCONDE DE NACAR;MERCÊS;14;COMERCIO
R. VISCONDE DE NACAR;SÃO FRANCISCO;35;COMERCIO
R. VISCONDE DO RIO BRANCO;CENTRO;156;COMERCIO
R. VISCONDE DO RIO BRANCO;MERCÊS;39;COMERCIO
R. VISCONDE DO SERRO FRIO;NOVO MUNDO;14;COMERCIO
R. VITAL BRASIL;PORTÃO;19;COMERCIO
R. VOLUNTÁRIOS DA PÁTRIA;CENTRO;250;COMERCIO
R. WALDEMAR CAVANHA;CAMPO COMPRIDO;18;COMERCIO
R. WALDEMAR KOST;HAUER;57;COMERCIO
R. WALDEMAR LOUREIRO CAMPOS;BOQUEIRÃO;74;COMERCIO
R. WALDEMAR LOUREIRO CAMPOS;XAXIM;92;COMERCIO
R. WALDEMIRO RY;NOVO MUNDO;26;COMERCIO
R. WANDA WOLF;SANTA FELICIDADE;29;COMERCIO
R. WILLIAM BOOTH;BOQUEIRÃO;160;COMERCIO
R. XV DE NOVEMBRO;ALTO DA RUA XV;138;COMERCIO
R. XV DE NOVEMBRO;CENTRO;580;COMERCIO
R. ZONARDY RIBAS;BOQUEIRÃO;21;COMERCIO
R. Ó BRASIL PARA CRISTO;BOQUEIRÃO;109;COMERCIO
ROD. BR CENTO E DEZESSEIS;***;13;COMERCIO
ROD. BR CENTO E DEZESSEIS;ATUBA;13;COMERCIO
ROD. BR CENTO E DEZESSEIS;BACACHERI;13;COMERCIO
ROD. BR CENTO E DEZESSEIS;BAIRRO ALTO;37;COMERCIO
ROD. BR CENTO E DEZESSEIS;CAMPO DE SANTANA;23;COMERCIO
ROD. BR CENTO E DEZESSEIS;CAPÃO RASO;29;COMERCIO
ROD. BR CENTO E DEZESSEIS;CIDADE INDUSTRIAL;29;COMERCIO
ROD. BR CENTO E DEZESSEIS;CRISTO REI;19;COMERCIO
ROD. BR CENTO E DEZESSEIS;FANNY;104;COMERCIO
ROD. BR CENTO E DEZESSEIS;HAUER;59;COMERCIO
ROD. BR CENTO E DEZESSEIS;JARDIM BOTÂNICO;21;COMERCIO
ROD. BR CENTO E DEZESSEIS;PINHEIRINHO;102;COMERCIO
ROD. BR CENTO E DEZESSEIS;TARUMÃ;62;COMERCIO
ROD. BR CENTO E DEZESSEIS;TATUQUARA;686;COMERCIO
ROD. BR CENTO E DEZESSEIS;XAXIM;75;COMERCIO
ROD. CURITIBA PARANAGUÁ BR-277;CAJURU;21;COMERCIO
ROD. CURITIBA PARANAGUÁ BR-277;JARDIM DAS AMÉRICAS;13;COMERCIO
ROD. CURITIBA PARANAGUÁ BR-277;UBERABA;30;COMERCIO
ROD. CURITIBA PONTA GROSSA BR-277;MOSSUNGUÊ;65;COMERCIO
ROD. CURITIBA PONTA GROSSA BR-277;ORLEANS;47;COMERCIO
ROD. CURITIBA PONTA GROSSA BR-277;SANTO INÁCIO;30;COMERCIO
ROD. CURITIBA RIO BRANCO PR-092;ABRANCHES;29;COMERCIO
RUA DESEMBARGADOR CID CAMPELO;CIDADE INDUSTRIAL;101;COMERCIO
RUA JOÃO DEMBINSKI;CIDADE INDUSTRIAL;18;COMERCIO
RUA LUIZ TRAMONTIN;CIDADE INDUSTRIAL;17;COMERCIO
RUA MARTE;SÍTIO CERCADO;13;COMERCIO
RUA PROFESSOR ALGACYR MUNHOZ MADER;CIDADE INDUSTRIAL;24;COMERCIO
RUA RUTILDO PULIDO;CAJURU;16;COMERCIO
RUA SEBASTIÃO MARCOS LUIZ;CAJURU;18;COMERCIO
TV. DA LAPA;CENTRO;31;COMERCIO
TV. ITARARÉ;CENTRO;35;COMERCIO
TV. JESUINO MARCONDES;CENTRO;51;COMERCIO
TV. NESTOR DE CASTRO;CENTRO;25;COMERCIO
TV. OLIVEIRA BELLO;CENTRO;58;COMERCIO
TV. RAFAEL FRANCISCO GRECA;ÁGUA VERDE;20;COMERCIO
TV. TOBIAS DE MACEDO;CENTRO;36;COMERCIO
